timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
3180000,0.00047513633,0.0012018413,0.00026864265,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
3188000,0.0005954661,5.905109e-06,-4.4438795e-05,0.0,0.0,0.0,0,1,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
3380000,0.0010897326,0.0018679927,0.00024542955,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
3580000,0.020061435,0.022046704,1.036519e-05,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
3780000,0.020201966,0.02236411,-5.1137446e-05,0.0,0.0,1.0477379e-09,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
3980000,0.020177737,0.022073213,4.0400744e-05,0.0,0.0,4.656613e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4180000,0.01889258,0.022127785,-8.5612184e-05,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4380000,0.01950474,0.020403398,0.00029227848,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4580000,0.01948361,0.019898668,-0.00010217803,0.0,0.0,3.4924597e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4772000,0.019354632,0.02082572,0.0004742809,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4980000,0.018314429,0.019534234,-0.0008140051,0.0,0.0,5.820766e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5180000,0.017794805,0.019417245,-0.00040320726,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5380000,0.017037457,0.019403758,-0.00043466417,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5580000,0.017353393,0.018361535,-0.00024091675,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5780000,0.01787607,0.019340571,-0.0004546403,0.0,0.0,3.4924597e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5980000,0.016792268,0.019118335,-0.0009805582,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6180000,0.017718969,0.018302541,-0.00044878485,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6380000,0.01761216,0.018783303,-0.0008365007,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6580000,0.01763525,0.018154146,-0.00010952051,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6780000,0.016225113,0.01877142,-0.00078138645,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6980000,0.016991226,0.017981818,-0.0004892782,0.0,0.0,-2.3283064e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7180000,0.017883116,0.018225277,-0.0005234578,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7380000,0.01745999,0.019578751,-0.00055386405,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7580000,0.0172262,0.020248912,-4.9972834e-05,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7780000,0.017918084,0.019335318,-0.00040338436,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7980000,0.018119553,0.019522607,-0.00034616468,0.0,0.0,-8.1490725e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
8180000,0.017567182,0.019035526,0.00019502887,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
8380000,0.016949562,0.018511172,-0.00022162753,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
8580000,0.017065646,0.018791104,-0.00012671202,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
8772000,0.016748225,0.018950745,-0.00010550355,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
8980000,0.016601114,0.019484563,-0.00037607737,0.0,0.0,8.1490725e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
