timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
25796000,0.012972283,0.0005530072,-0.015251559,0.0023864754,0.00093589956,-1.066571,-0.0012437105,-0.0004862547,-0.5,0.0,0.0,0.0,nan,0.0
25996000,0.013419591,0.0007284544,-0.038006183,0.0021004486,0.00082400197,-1.1659955,-0.0016095638,-0.0006299019,-0.5,0.0,0.0,0.0,nan,0.0
26196000,0.013799779,0.00087763346,-0.077756494,0.0017326762,0.0006800543,-1.264768,-0.0020992756,-0.00082176924,-0.5,0.0,0.0,0.0,nan,0.0
26396000,0.014091864,0.0009923177,-0.15696017,0.0012361666,0.0004856633,-1.3621207,-0.0030750334,-0.0012038648,-0.5,0.0,0.0,0.0,nan,0.0
26596000,0.014262975,0.0010596403,-0.2660747,0.00054091413,0.00021355551,-1.417764,-0.0037107766,-0.0014522374,0.06566639,0.0,0.0,4.0,nan,0.0
26796000,0.014355444,0.0010961691,-0.39589018,0.00050511124,0.00019903808,-1.359804,-0.00014576316,-5.993247e-05,0.29948825,0.0,0.0,-4.0,nan,0.0
26996000,0.014444961,0.0011314199,-0.5177495,0.00046065377,0.00018133564,-1.3130671,-0.00025579333,-0.00010114908,0.23423658,0.0,0.0,-4.0,nan,0.0
27196000,0.01452484,0.001162856,-0.6520612,0.0004139294,0.00016285929,-1.2671689,-0.00025579333,-0.00010114908,0.26350996,0.0,0.0,-4.0,nan,0.0
27396000,0.014595623,0.0011906977,-0.7836065,0.00036759363,0.00014453662,-1.2188976,-0.00025579333,-0.00010114908,0.27071598,0.0,0.0,-4.0,nan,0.0
27596000,0.014657873,0.0012151658,-0.9223722,0.00032136854,0.00012625771,-1.167363,-0.00025579333,-0.00010114908,0.29390386,0.0,0.0,-4.0,nan,0.0
27796000,0.014712199,0.0012366942,-1.055786,0.0002869617,0.00011457565,-1.1140404,-5.2273273e-05,-4.2364e-05,0.29705575,0.0,0.0,-4.0,nan,0.0
27996000,0.014762388,0.0012565512,-1.194768,0.0002615323,0.00010295047,-1.0574945,-0.00016635656,-6.9245696e-05,0.31812653,0.0,0.0,-4.0,nan,0.0
28196000,0.014807455,0.0012742771,-1.325318,0.00022954786,9.023686e-05,-0.99943346,-0.00017552078,-6.93053e-05,0.31471735,0.0,0.0,-4.0,nan,0.0
28396000,0.014846894,0.0012897761,-1.4637322,0.00019709689,7.742343e-05,-0.9376119,-0.00017552078,-6.93053e-05,0.34444726,0.0,0.0,-4.0,nan,0.0
28596000,0.014880579,0.0013030022,-1.5903615,0.0001672007,6.563779e-05,-0.87391615,1.1667609e-05,5.811453e-06,0.33808267,0.0,0.0,-4.0,nan,0.0
28796000,0.014911136,0.0013150085,-1.7197824,0.00015529961,6.1055805e-05,-0.8073341,-9.229779e-05,-3.607571e-05,0.3606011,0.0,0.0,-4.0,nan,0.0
28996000,0.014938795,0.0013258845,-1.8589116,0.00013624769,5.3584597e-05,-0.71031564,-0.00010116398,-3.9681792e-05,0.8408232,0.0,0.0,4.0,nan,0.0
29196000,0.014963022,0.0013354154,-1.9749297,0.00011669455,4.5906367e-05,-0.48308563,-0.0001065284,-4.194677e-05,1.2804518,0.0,0.0,-4.0,nan,0.0
29396000,0.01498341,0.0013434347,-2.048058,9.374085e-05,3.68694e-05,-0.2942112,-0.00012888014,-5.0738454e-05,0.66441774,0.0,0.0,-4.0,nan,0.0
