timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
3212000,0.00018364761,3.6593643e-05,0.0003521473,0.0,0.0,0.0,0,1,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
3220000,0.00024038885,0.00065602467,0.00045876956,0.0,0.0,0.0,0,1,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
3412000,0.00031451712,-0.00035392647,0.0002587151,0.0,0.0,0.0,0,1,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
3612000,0.019487021,0.021056395,0.00015293679,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
3812000,0.01896511,0.023833297,0.00087454583,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4012000,0.019112866,0.022983484,0.00022097428,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4204000,0.018611511,0.021387117,0.00047668102,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4412000,0.0190576,0.021130618,0.00025785097,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4612000,0.019311046,0.020476947,0.00051326404,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
4812000,0.01914421,0.020684903,0.0010017594,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5012000,0.018343562,0.019805681,0.0014560344,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5204000,0.01793179,0.018869415,0.0010376535,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5412000,0.017030252,0.019185472,0.000105035535,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5612000,0.016772313,0.019180479,0.0006079143,0.0,0.0,5.820766e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5804000,0.018180575,0.018507125,0.0005670984,0.0,0.0,5.820766e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6012000,0.017204601,0.01992412,-2.4274686e-05,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6204000,0.017838344,0.01973994,0.0006836332,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6412000,0.017394723,0.01909648,0.0006488927,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6604000,0.017502688,0.019225044,0.0009087428,0.0,0.0,5.820766e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6812000,0.01758231,0.018470338,0.0009657059,0.0,0.0,1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7012000,0.016053507,0.019022375,0.0003152338,0.0,0.0,-2.3283064e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7212000,0.017372306,0.018414438,0.00031455583,0.0,0.0,5.820766e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7412000,0.01793985,0.01974582,-0.00014623195,0.0,0.0,3.4924597e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7612000,0.017676717,0.02036113,0.00012083848,0.0,0.0,-2.3283064e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
