timestamp,timestamp_sample,device_id,pressure,temperature,error_count
3808000,3808000,6620428,95607.266,11.832727,0
4812000,4812000,6620428,95605.84,11.832727,0
5800000,5800000,6620428,95606.17,11.832727,0
6808000,6808000,6620428,95607.1,11.832727,0
7816000,7816000,6620428,95608.08,11.832727,0
8800000,8800000,6620428,95605.625,11.832727,0
9808000,9808000,6620428,95605.336,11.832727,0
10816000,10816000,6620428,95606.984,11.832727,0
11800000,11800000,6620428,95606.37,11.832727,0
12808000,12808000,6620428,95608.46,11.832727,0
13816000,13816000,6620428,95605.484,11.832727,0
14800000,14800000,6620428,95606.695,11.832727,0
15808000,15808000,6620428,95605.97,11.832727,0
16816000,16816000,6620428,95606.68,11.832727,0
17800000,17800000,6620428,95607.0,11.832727,0
18808000,18808000,6620428,95604.73,11.831537,0
19816000,19816000,6620428,95597.98,11.827356,0
20800000,20800000,6620428,95591.08,11.823023,0
21808000,21808000,6620428,95584.49,11.8198185,0
22816000,22816000,6620428,95580.77,11.818537,0
23800000,23800000,6620428,95580.055,11.817469,0
24804000,24804000,6620428,95577.08,11.816797,0
25816000,25816000,6620428,95578.04,11.81637,0
26800000,26800000,6620428,95577.33,11.816095,0
27808000,27808000,6620428,95577.805,11.815912,0
28816000,28816000,6620428,95577.25,11.815668,0
29800000,29800000,6620428,95576.28,11.815546,0
30808000,30808000,6620428,95576.6,11.815393,0
31816000,31816000,6620428,95575.45,11.815241,0
32800000,32800000,6620428,95573.86,11.815119,0
33808000,33808000,6620428,95574.555,11.815119,0
34816000,34816000,6620428,95573.34,11.81521,0
35800000,35800000,6620428,95574.08,11.815363,0
36808000,36808000,6620428,95575.125,11.815485,0
37816000,37816000,6620428,95575.53,11.815607,0
38800000,38800000,6620428,95579.48,11.817163,0
39808000,39808000,6620428,95585.516,11.82168,0
40816000,40816000,6620428,95595.23,11.826136,0
41796000,41796000,6620428,95601.33,11.830469,0
42808000,42808000,6620428,95603.43,11.83111,0
43816000,43816000,6620428,95599.664,11.829493,0
44800000,44800000,6620428,95604.55,11.831537,0
45808000,45808000,6620428,95606.57,11.832727,0
46816000,46816000,6620428,95607.375,11.832727,0
47800000,47800000,6620428,95605.42,11.832727,0
48808000,48808000,6620428,95605.5,11.832727,0
49816000,49816000,6620428,95604.695,11.832727,0
50800000,50800000,6620428,95605.59,11.832727,0
51808000,51808000,6620428,95606.414,11.832727,0
52816000,52816000,6620428,95605.484,11.832727,0
