timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
3808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036908496,0.0017235195,1.2335068e-11,-0.21030667,0.19642049,-9.916401,-0.0014274544,-0.0054967646,-0.00053263234,0.00026639446,0.0004607162,0.00048899685,2.6648613e-06,4.414327e-06,2.671481e-06,11.832729,11.832729
4808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.025114248,0.002166656,1.3056404e-11,-0.22266075,0.18722676,-9.927893,-0.00042610578,-0.004644553,0.00044741094,0.0007585615,0.00035491888,0.0004183943,5.0829067e-06,5.1424827e-06,4.8862094e-06,11.832729,11.832729
5808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022743195,0.0019935088,1.2800476e-11,-0.20389022,0.1822468,-9.940438,-0.0018322548,-0.005390238,-0.00014913711,0.0002845465,0.0003111248,0.0002385153,2.3187508e-06,2.8918191e-06,3.4403e-06,11.832729,11.832729
6808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023989717,0.0022241022,1.295612e-11,-0.20590134,0.17946954,-9.92387,-0.00010652647,-0.004878911,-0.00017044236,0.0006238546,0.00050370774,0.00038858328,3.2625164e-06,2.0965217e-06,4.6270998e-06,11.832729,11.832729
7808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02432529,0.002174323,1.2317019e-11,-0.21557392,0.18962096,-9.942258,-0.000298274,-0.005113269,-0.00051132706,0.00034129524,0.00065442635,0.0002483381,2.9097864e-06,4.1136077e-06,2.0681518e-06,11.832729,11.832729
8808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023160225,0.0019859099,1.244991e-11,-0.19009961,0.185886,-9.941779,-0.001257012,-0.004644553,-0.00023435829,0.00036829393,0.00035629453,0.00038552922,1.5574972e-06,2.2582287e-06,3.9027263e-06,11.832729,11.832729
9808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024768058,0.002098391,1.37604025e-11,-0.18760964,0.1742023,-9.929712,-0.0008948221,-0.0055606803,-0.0006817694,0.00029371804,0.0005346616,0.00049917644,2.6648613e-06,3.879085e-06,3.7712798e-06,11.832729,11.832729
10808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024028305,0.0021300185,9.775314e-12,-0.1913446,0.1628059,-9.923104,0.00014913702,-0.0040267,0.00021305286,0.0003400725,0.00060379197,0.0001824182,3.2984515e-06,4.3991963e-06,3.404365e-06,11.832729,11.832729
11808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023469588,0.0021691625,9.87756e-12,-0.19440918,0.1675943,-9.933447,-0.0011291803,-0.0040480047,-0.0007882958,0.00046335298,0.0003931335,0.00017936097,3.6956276e-06,6.97422e-06,1.4686054e-06,11.832729,11.832729
12808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024221137,0.002271015,1.7001586e-11,-0.19546263,0.16433819,-9.924924,-0.0010439592,-0.0053476277,0.0001491369,0.00036919198,0.000822036,0.00042848225,5.0706126e-06,5.2361024e-06,5.5207456e-06,11.832729,11.832729
13808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023819694,0.0021920968,1.2554234e-11,-0.20283677,0.16682816,-9.935075,-0.0017257284,-0.005028048,-0.0006817694,0.0003847836,0.00037914695,0.000517268,3.7183233e-06,2.649731e-06,3.5585072e-06,11.832729,11.832729
14808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024608431,0.0021105155,1.3505951e-11,-0.18253393,0.16127361,-9.936129,-0.0013422333,-0.005070659,-6.391594e-05,0.00034597662,0.0002139449,0.0005545502,5.180309e-06,4.6365562e-06,3.8847593e-06,11.832729,11.832729
15808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023463307,0.0021883356,1.1505754e-11,-0.16682798,0.15198411,-9.940725,-0.0005965481,-0.0050493535,-0.0001917477,0.0006781769,0.00039796773,0.0002856532,2.3480663e-06,3.2653534e-06,2.7395681e-06,11.832729,11.832729
16808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023457231,0.002137572,1.0763053e-11,-0.17104177,0.15045181,-9.911133,-0.0016831178,-0.005667207,4.2610474e-05,0.00033871582,0.0003604982,0.00048097124,1.3872789e-06,6.1202927e-06,2.2676854e-06,11.832729,11.832729
17808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02492834,0.0022284754,1.1192669e-11,-0.1667322,0.1511222,-9.926935,-0.000958738,-0.00406931,0.0008735168,0.00053160434,0.0002370839,0.00034406045,2.7187639e-06,3.6379422e-06,4.5835995e-06,11.832729,11.832729
18808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023896607,0.0021381835,1.7068862e-11,-0.15725116,0.14049193,-9.921476,-0.0013635386,-0.005305017,0.00021305279,0.00040255344,0.00035621817,0.0005175645,2.6260896e-06,4.810557e-06,5.6975837e-06,11.832729,11.832729
19808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023659442,0.002151807,1.41924415e-11,-0.14930242,0.14891952,-9.923009,-0.0014061491,-0.0045380266,0.00066046393,0.000378268,0.0003496643,0.00049344497,5.387408e-06,3.6436163e-06,2.0397822e-06,11.832729,11.832729
20808000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02318374,0.0021312141,1.1196365e-11,-0.16682798,0.15849634,-9.911421,-0.001107875,-0.004495416,-0.00025566356,0.00041927228,0.00026893575,0.0005241535,3.5679639e-06,6.6214902e-06,2.4142623e-06,11.832729,11.832729
