timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
3180000,3100000,13488881664,0.0005983885,0.018663295,0.0015434768,0,14.172738,10.008659,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3188000,3108000,13488881664,0.0005448642,0.0048799813,0.0016138076,0,14.142143,10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3380000,3300000,13488881664,5.576997e-05,0.0025447032,0.0016288026,0,0.015024535,7.071068,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3580000,3500000,13488881665,0.00053288013,0.019078065,0.005780449,0,0.010514675,5.7735023,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3780000,3700000,13488881665,0.0010184858,0.008165601,0.0047729667,0,0.01288896,5.000002,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3980000,3900000,13488881665,0.0004020146,0.003311907,0.002597009,0,0.039206006,5.0000224,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
4180000,4100000,13488881665,0.00025878273,0.0029219985,0.001622618,0,0.03187082,4.4722004,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
4372000,4292000,13488881665,0.00017325669,0.0023484542,0.001269738,0,0.02670456,4.082614,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
4580000,4500000,13488881665,0.00015066848,0.0017280073,0.0009481753,0,0.025163502,3.7798831,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
4780000,4700000,4898947585,0.00019041332,0.0015046382,0.00080503337,0,0.023342459,3.535899,nan,nan,nan,0.0013368523,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
4972000,4892000,4898947585,0.0002677348,0.0018497773,0.013677894,0,0.021120317,1.7545191,nan,nan,nan,0.004268939,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
5172000,5092000,4898947585,0.00021511715,0.002020395,0.0027282997,0,0.019734738,1.3250134,nan,nan,nan,0.0032812336,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
5372000,5292000,4898947585,0.0001482638,0.0014955001,0.008149564,0,0.018543016,1.0566554,nan,nan,nan,0.0016131524,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
5580000,5500000,4898947585,6.835529e-05,0.0008367804,0.0032285817,0,0.017961046,0.936825,nan,nan,nan,0.0010544766,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
5772000,5692000,4898947585,0.00013375418,0.0015086257,0.0059601744,0,0.016694915,0.82643366,nan,nan,nan,0.0068692807,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
5972000,5892000,4898947585,9.846237e-05,0.0018378899,0.004213117,0,0.01597925,0.76559937,nan,nan,nan,0.0015371353,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
