timestamp,timestamp_sample,device_id,pressure,temperature,error_count
3804000,3804000,6620172,95607.266,11.832727,0
4812000,4812000,6620172,95605.84,11.832727,0
5820000,5820000,6620172,95607.17,11.832727,0
6828000,6828000,6620172,95607.74,11.832727,0
7812000,7812000,6620172,95608.08,11.832727,0
8820000,8820000,6620172,95605.836,11.832727,0
9804000,9804000,6620172,95605.336,11.832727,0
10812000,10812000,6620172,95606.984,11.832727,0
11820000,11820000,6620172,95606.91,11.832727,0
12804000,12804000,6620172,95608.46,11.832727,0
13812000,13812000,6620172,95605.484,11.832727,0
14820000,14820000,6620172,95606.29,11.832727,0
15804000,15804000,6620172,95605.97,11.832727,0
16812000,16812000,6620172,95606.68,11.832727,0
17820000,17820000,6620172,95607.125,11.832727,0
18804000,18804000,6620172,95606.85,11.832727,0
19812000,19812000,6620172,95607.46,11.832727,0
20820000,20820000,6620172,95606.016,11.832727,0
21804000,21804000,6620172,95607.234,11.832727,0
22812000,22812000,6620172,95605.83,11.832727,0
23820000,23820000,6620172,95608.3,11.832727,0
24804000,24804000,6620172,95605.15,11.832727,0
25812000,25812000,6620172,95606.82,11.832697,0
26820000,26820000,6620172,95601.17,11.830103,0
27804000,27804000,6620172,95595.15,11.825739,0
28812000,28812000,6620172,95587.2,11.821314,0
29820000,29820000,6620172,95581.95,11.819025,0
30804000,30804000,6620172,95580.56,11.817652,0
31812000,31812000,6620172,95578.164,11.816767,0
32820000,32820000,6620172,95575.57,11.816217,0
33804000,33804000,6620172,95575.92,11.815912,0
34812000,34812000,6620172,95574.48,11.815821,0
35820000,35820000,6620172,95575.92,11.815912,0
36804000,36804000,6620172,95576.016,11.816004,0
37812000,37812000,6620172,95576.37,11.816065,0
38820000,38820000,6620172,95576.336,11.816065,0
39804000,39804000,6620172,95575.375,11.815943,0
40812000,40812000,6620172,95576.85,11.815729,0
41820000,41820000,6620172,95575.85,11.815485,0
42804000,42804000,6620172,95575.41,11.815241,0
43812000,43812000,6620172,95574.37,11.815119,0
44820000,44820000,6620172,95574.914,11.815271,0
45804000,45804000,6620172,95583.36,11.819574,0
46812000,46812000,6620172,95591.98,11.823999,0
47820000,47820000,6620172,95599.836,11.828608,0
48804000,48804000,6620172,95605.38,11.832666,0
49812000,49812000,6620172,95599.54,11.829798,0
50820000,50820000,6620172,95604.37,11.830805,0
51804000,51804000,6620172,95606.414,11.832727,0
52812000,52812000,6620172,95605.484,11.832727,0
53820000,53820000,6620172,95606.766,11.832727,0
54804000,54804000,6620172,95608.234,11.832727,0
55812000,55812000,6620172,95606.766,11.832727,0
56820000,56820000,6620172,95606.46,11.832727,0
57804000,57804000,6620172,95605.61,11.832727,0
58812000,58812000,6620172,95605.625,11.832727,0
