timestamp,speed_up,speed_down,want_takeoff
4180000,3.0,1.5,0
5180000,3.0,1.5,0
6180000,3.0,1.5,0
7180000,3.0,1.5,0
8180000,3.0,1.5,0
9180000,3.6000001,1.8000001,0
10180000,3.6000001,1.8000001,0
11180000,3.6000001,1.8000001,0
12180000,3.6000001,1.8000001,0
13180000,3.6000001,1.8000001,0
14180000,3.6000001,1.8000001,0
15180000,3.6000001,1.8000001,0
16180000,3.6000001,1.8000001,0
17180000,3.6000001,1.8000001,0
18180000,3.6000001,1.8000001,0
19180000,3.6000001,1.8000001,0
20180000,3.6000001,1.8000001,0
21180000,3.6000001,1.8000001,0
22180000,3.6000001,1.8000001,1
23180000,3.6000001,1.8000001,1
24180000,3.6000001,1.8000001,1
25180000,3.6000001,1.8000001,1
26180000,3.6000001,1.8000001,1
27180000,3.6000001,1.8000001,1
28180000,3.6000001,1.8000001,1
29180000,3.6000001,1.8000001,0
30180000,3.6000001,1.8000001,0
31180000,3.6000001,1.8000001,0
32180000,3.6000001,1.8000001,0
33180000,3.6000001,1.8000001,0
34180000,3.6000001,1.8000001,0
35180000,3.6000001,1.8000001,0
36180000,3.6000001,1.8000001,0
37180000,3.6000001,1.8000001,0
38180000,3.6000001,1.8000001,0
39180000,3.6000001,1.8000001,0
40180000,3.6000001,1.8000001,0
41180000,3.6000001,1.8000001,0
42180000,3.6000001,1.8000001,0
43180000,3.6000001,1.8000001,0
44180000,3.6000001,1.8000001,0
45180000,3.6000001,1.8000001,0
46180000,3.6000001,1.8000001,0
47180000,3.6000001,1.8000001,0
48180000,3.6000001,1.8000001,0
49180000,3.6000001,1.8000001,0
50180000,3.6000001,1.8000001,0
51180000,3.6000001,1.8000001,0
52180000,3.6000001,1.8000001,0
53180000,3.6000001,1.8000001,0
54180000,3.6000001,1.8000001,0
55180000,3.6000001,1.8000001,0
56180000,3.6000001,1.8000001,0
57180000,3.6000001,1.8000001,0
58180000,3.6000001,1.8000001,0
59180000,3.6000001,1.8000001,0
