timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
3212000,-0.0018642098,-0.003195794,-0.0023968474,4000,0,-0.19033906,0.17477691,-9.93474,4000,0,0,0,1
3216000,-0.0013315807,-0.0039947433,-0.0029294766,4000,0,-0.18674776,0.1604117,-9.965866,4000,0,0,0,1
3220000,-0.0013315832,-0.0047936896,-0.0015978967,4000,0,-0.18195936,0.15801749,-9.96467,4000,0,0,0,1
3224000,-0.0037284258,-0.0053263213,-0.0018642168,4000,0,-0.18555066,0.17477691,-9.949107,4000,0,0,0,1
3228000,-0.0042610588,-0.0050600055,-0.0018642143,4000,0,-0.19991587,0.19273342,-9.945516,4000,0,0,0,1
3232000,-0.0023968478,-0.003994741,1.5615377e-09,4000,0,-0.18914196,0.19871895,-9.923965,4000,0,0,0,1
3240000,-0.0039947415,-0.005858956,0.0005326313,4000,0,-0.19752167,0.18435374,-9.93953,4000,0,0,0,1
3244000,-0.0037284256,-0.0053263227,0.00026631585,4000,0,-0.2346318,0.20829575,-9.932346,4000,0,0,0,1
3248000,-0.0021305282,-0.0031957948,-0.0005326322,4000,0,-0.237026,0.21188705,-9.940725,4000,0,0,0,1
3252000,-0.0010652645,-0.0031957943,-0.0007989474,4000,0,-0.20829557,0.19512762,-9.93474,4000,0,0,0,1
3256000,-0.0023968464,-0.0045273746,-1.0246743e-09,4000,0,-0.19752163,0.1735798,-9.903616,4000,0,0,0,1
3260000,-0.0039947433,-0.0045273746,0.000798946,4000,0,-0.21308395,0.15562329,-9.888055,4000,0,0,0,1
3264000,-0.002929478,-0.005592639,0.0010652675,4000,0,-0.20350717,0.18555082,-9.897632,4000,0,0,0,1
3268000,-0.0018642102,-0.0058589564,-0.00026631402,4000,0,-0.19273323,0.22385804,-9.917982,4000,0,0,0,1
3272000,-0.0010652617,-0.003728427,-0.0015978968,4000,0,-0.20231007,0.20829575,-9.937136,4000,0,0,0,1
3276000,0.0013315817,-0.0029294791,-0.0021305264,4000,0,-0.20231007,0.17477691,-9.9467125,4000,0,0,0,1
3280000,0.0005326324,-0.003195793,-0.0023968462,4000,0,-0.20949265,0.16998853,-9.955093,4000,0,0,0,1
3284000,-0.003195797,-0.005060003,-0.0007989528,4000,0,-0.22146368,0.17238271,-9.953894,4000,0,0,0,1
3288000,-0.0042610625,-0.007989484,0.0010652657,4000,0,-0.21667528,0.16639723,-9.927559,4000,0,0,0,1
3292000,-0.0018642131,-0.007723167,0.0010652705,4000,0,-0.21667528,0.18195954,-9.91439,4000,0,0,0,1
3300000,0.0015978963,-0.00479369,1.3348199e-09,4000,0,-0.21547818,0.21188705,-9.9383335,4000,0,0,0,1
3308000,0.00079894933,-0.009853696,-4.309229e-09,4000,0,-0.22146368,0.21428125,-9.957487,4000,0,0,0,1
3312000,-0.0015979011,-0.008255801,0.0013315731,4000,0,-0.22385788,0.19033922,-9.944317,4000,0,0,0,1
3316000,-0.0021305294,-0.0031957945,0.00053262804,4000,0,-0.20829557,0.17238271,-9.925163,4000,0,0,0,1
3320000,-0.00026631495,-0.00213053,-0.0007989473,4000,0,-0.21667528,0.18794502,-9.920377,4000,0,0,0,1
3324000,0.0010652624,-0.005858955,0.0007989496,4000,0,-0.22744915,0.21308415,-9.928757,4000,0,0,0,1
3328000,0.0010652641,-0.007456852,0.0013315801,4000,0,-0.21308395,0.19752185,-9.958684,4000,0,0,0,1
3332000,-0.0007989474,-0.0053263227,0.00053262827,4000,0,-0.20111297,0.19393054,-9.970654,4000,0,0,0,1
3336000,-0.0034621118,-0.002929478,0.0015978914,4000,0,-0.19033906,0.23822328,-9.935939,4000,0,0,0,1
3344000,0.00026631902,-0.005060007,-0.0015978932,4000,0,-0.21428105,0.19273342,-9.9383335,4000,0,0,0,1
3348000,-2.9551783e-09,-0.0063915877,-0.0002663168,4000,0,-0.21308395,0.17238271,-9.931149,4000,0,0,0,1
3352000,-0.0013315842,-0.0061252713,0.0013315778,4000,0,-0.21667528,0.19393052,-9.908405,4000,0,0,0,1
