timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
3344000,3344000,1310988,1310988,-8.5221145e-06,-1.1717912e-05,3.1957989e-06,-0.0007852982,0.0009864118,-0.03969108,4000,4000,0,0,0,1
3844000,3844000,1310988,1310988,-1.0652642e-05,-2.0240026e-05,-2.1305352e-06,-0.00077093294,0.00080924097,-0.039700653,4000,4000,0,0,0,1
4344000,4344000,1310988,1310988,2.1305161e-06,-3.195794e-05,2.1305248e-06,-0.0008762779,0.0007086845,-0.039715026,4000,4000,0,0,0,1
4844000,4844000,1310988,1310988,1.0652581e-06,-1.81095e-05,1.2733999e-11,-0.0007517794,0.000809241,-0.039628834,4000,4000,0,0,0,1
5344000,5344000,1310988,1310988,1.0652626e-06,-7.456854e-06,5.326321e-06,-0.000948104,0.0007709337,-0.03974376,4000,4000,0,0,0,1
5844000,5844000,1310988,1310988,1.0652759e-06,-2.556635e-05,-8.522116e-06,-0.00084754743,0.00069431926,-0.039705448,4000,4000,0,0,0,1
6344000,6344000,1310988,1310988,3.19579e-06,-2.2370557e-05,2.130532e-06,-0.0008858547,0.00068474247,-0.03963841,4000,4000,0,0,0,1
6844000,6844000,1310988,1310988,5.326341e-06,-2.4501087e-05,-1.3848428e-05,-0.00084275904,0.000833183,-0.039681505,4000,4000,0,0,0,1
7344000,7344000,1310988,1310988,3.2152347e-12,-3.408847e-05,2.1305525e-06,-0.00080445193,0.00073262653,-0.039609674,4000,4000,0,0,0,1
7844000,7844000,1310988,1310988,6.3915845e-06,-1.81095e-05,-1.0652658e-06,-0.0007948751,0.00068953086,-0.039671928,4000,4000,0,0,0,1
8344000,8344000,1310988,1310988,7.456855e-06,-1.3848438e-05,-2.13052e-06,-0.0008571242,0.0007422033,-0.039782066,4000,4000,0,0,0,1
8844000,8844000,1310988,1310988,-9.587389e-06,-1.704423e-05,-1.0652624e-06,-0.00086191273,0.0007086845,-0.039753333,4000,4000,0,0,0,1
9344000,9344000,1310988,1310988,-6.391598e-06,-2.024002e-05,-1.0652745e-06,-0.0009002199,0.00080445263,-0.039767694,4000,4000,0,0,0,1
9844000,9844000,1310988,1310988,-8.522145e-06,-2.0240017e-05,1.1717903e-05,-0.0008714895,0.0006703773,-0.039782066,4000,4000,0,0,0,1
10344000,10344000,1310988,1310988,-6.391597e-06,-1.704423e-05,9.915619e-12,-0.0007422026,0.0006608005,-0.039695866,4000,4000,0,0,0,1
10844000,10844000,1310988,1310988,2.1305264e-06,-2.4501085e-05,2.1305295e-06,-0.0007805098,0.00080445263,-0.03973896,4000,4000,0,0,0,1
11344000,11344000,1310988,1310988,-5.3263207e-06,-1.0652646e-05,-1.0652628e-06,-0.000948104,0.00069431926,-0.03963362,4000,4000,0,0,0,1
11844000,11844000,1310988,1310988,-3.1958068e-06,-2.2370556e-05,3.1957943e-06,-0.0009050083,0.0006655889,-0.039839517,4000,4000,0,0,0,1
12344000,12344000,1310988,1310988,-1.3848433e-05,-2.0240028e-05,-1.0652706e-06,-0.0007852982,0.0007182613,-0.039825156,4000,4000,0,0,0,1
12844000,12844000,1310988,1310988,-2.1305316e-06,-2.3435823e-05,-1.3848435e-05,-0.0008667011,0.0007469917,-0.039839517,4000,4000,0,0,0,1
13344000,13344000,1310988,1310988,-1.7044258e-05,-2.2370536e-05,-2.1305525e-06,-0.0008044519,0.0006703772,-0.039777268,4000,4000,0,0,0,1
13844000,13844000,1310988,1310988,-2.1305211e-06,-2.8762146e-05,-1.278317e-05,-0.0006799534,0.00068953086,-0.03963841,4000,4000,0,0,0,1
14344000,14344000,1310988,1310988,-6.3915913e-06,-1.7044234e-05,-2.1305211e-06,-0.00068953016,0.00066080043,-0.039724596,4000,4000,0,0,0,1
14844000,14844000,1310988,1310988,6.3915936e-06,-1.9174759e-05,-4.26106e-06,-0.00058418536,0.00080924097,-0.039748542,4000,4000,0,0,0,1
15344000,15344000,1310988,1310988,9.587387e-06,-2.5566342e-05,6.3916054e-06,-0.00059855054,0.00061770476,-0.039762903,4000,4000,0,0,0,1
15844000,15844000,1310988,1310988,-5.3263266e-06,-1.8109498e-05,2.1305407e-06,-0.0007613562,0.00049799465,-0.039700653,4000,4000,0,0,0,1
16344000,16344000,1310988,1310988,-2.130515e-06,-2.4501087e-05,-3.1957911e-06,-0.00081402867,0.00068953086,-0.039403778,4000,4000,0,0,0,1
16844000,16844000,1310988,1310988,-2.7696886e-05,-2.556634e-05,2.1305082e-06,-0.0006129157,0.0006416468,-0.03965756,4000,4000,0,0,0,1
17344000,17344000,1310988,1310988,-1.4913715e-05,-1.704423e-05,8.522103e-06,-0.00069910695,0.0007422033,-0.039662346,4000,4000,0,0,0,1
17844000,17844000,1310988,1310988,-3.1957939e-06,-2.3435821e-05,-1.065263e-06,-0.00083797064,0.00059855124,-0.039557006,4000,4000,0,0,0,1
18344000,18344000,1310988,1310988,0.0005411545,0.000915062,6.28519e-05,-0.0006129157,0.00059376284,-0.04184108,4000,4000,0,0,0,1
18844000,18844000,1310988,1310988,-0.00024714135,-0.0001629855,-7.457036e-06,-0.00040222594,0.00031603538,-0.042616792,4000,4000,0,0,0,1
19344000,19344000,1310988,1310988,-9.693904e-05,-9.480858e-05,-5.3263175e-06,-0.00045968674,0.00036391942,-0.04052426,4000,4000,0,0,0,1
19844000,19844000,1310988,1310988,5.752429e-05,-8.522096e-06,4.2610513e-06,-0.00057939684,0.00063206995,-0.039968804,4000,4000,0,0,0,1
20344000,20344000,1310988,1310988,3.089267e-05,5.3263407e-06,-6.391584e-06,-0.0008954315,0.00078529894,-0.039571367,4000,4000,0,0,0,1
20844000,20844000,1310988,1310988,3.4088476e-05,-3.1957657e-06,-1.1717902e-05,-0.00063206925,0.0007661452,-0.03896324,4000,4000,0,0,0,1
21344000,21344000,1310988,1310988,2.6631615e-05,2.3435816e-05,-5.3263434e-06,-0.0007852981,0.0007709336,-0.03833117,4000,4000,0,0,0,1
21844000,21844000,1310988,1310988,-1.3848436e-05,-1.0652647e-05,-5.326328e-06,-0.0008188171,0.0007709336,-0.038857896,4000,4000,0,0,0,1
22344000,22344000,1310988,1310988,1.0652661e-06,-7.4568475e-06,1.7044236e-05,-0.0008044519,0.00078529894,-0.039628834,4000,4000,0,0,0,1
22844000,22844000,1310988,1310988,-1.9174748e-05,4.474112e-05,2.1305611e-06,-0.00073262583,0.0007757221,-0.039446875,4000,4000,0,0,0,1
23344000,23344000,1310988,1310988,3.5153735e-05,-3.3023207e-05,-9.5873675e-06,-0.0006512228,0.00068953086,-0.03938941,4000,4000,0,0,0,1
23844000,23844000,1310988,1310988,-2.130529e-05,-2.7696873e-05,-2.0240032e-05,-0.00053151284,0.00073262653,-0.039509118,4000,4000,0,0,0,1
24344000,24344000,1310988,1310988,-5.006746e-05,-6.924218e-05,4.2609586e-06,-0.0005506664,0.00068953086,-0.039293647,4000,4000,0,0,0,1
24844000,24844000,1310988,1310988,-8.522058e-06,-4.900218e-05,-5.326304e-06,-0.0005602432,0.00046926428,-0.039418142,4000,4000,0,0,0,1
25344000,25344000,1310988,1310988,2.1305275e-06,-2.130529e-05,2.1305343e-06,-0.00062728085,0.00060812803,-0.039681505,4000,4000,0,0,0,1
25844000,25844000,1310988,1310988,-4.2610577e-06,-1.065268e-06,-1.8592434e-14,-0.000746991,0.0006943192,-0.03953785,4000,4000,0,0,0,1
26344000,26344000,1310988,1310988,2.3435823e-05,-7.456846e-06,-2.1305302e-06,-0.0006655882,0.0006847424,-0.03924576,4000,4000,0,0,0,1
26844000,26844000,1310988,1310988,-2.0240017e-05,1.2783191e-05,6.3915804e-06,-0.0007517794,0.0008427598,-0.03936547,4000,4000,0,0,0,1
27344000,27344000,1310988,1310988,-1.5978956e-05,-1.8109511e-05,-2.1305402e-06,-0.00081402867,0.0007517801,-0.039557006,4000,4000,0,0,0,1
27844000,27844000,1310988,1310988,-1.1717911e-05,-3.195794e-05,8.42598e-12,-0.00069431856,0.00078529894,-0.039695866,4000,4000,0,0,0,1
28344000,28344000,1310988,1310988,-3.1957645e-06,-4.9002174e-05,5.326337e-06,-0.0008571242,0.0006655889,-0.039432503,4000,4000,0,0,0,1
28844000,28844000,1310988,1310988,4.261059e-05,-3.3023185e-05,-7.456866e-06,-0.00066079973,0.00072783814,-0.039418142,4000,4000,0,0,0,1
29344000,29344000,1310988,1310988,9.587342e-06,-4.048006e-05,1.1717896e-05,-0.00068953016,0.00071347284,-0.03925055,4000,4000,0,0,0,1
29844000,29844000,1310988,1310988,-1.1717937e-05,-3.7284248e-05,-2.1305189e-06,-0.000675165,0.0006751657,-0.039609674,4000,4000,0,0,0,1
30344000,30344000,1310988,1310988,4.2610623e-06,2.130529e-05,-2.1305214e-06,-0.00073741423,0.00057460915,-0.03945645,4000,4000,0,0,0,1
30844000,30844000,1310988,1310988,-3.195794e-06,-1.0652652e-06,2.1305289e-06,-0.0006655882,0.0006703773,-0.039331954,4000,4000,0,0,0,1
31344000,31344000,1310988,1310988,1.0652833e-06,-3.6218997e-05,-7.4568616e-06,-0.00081402867,0.0006655889,-0.0396432,4000,4000,0,0,0,1
31844000,31844000,1310988,1310988,-1.2783168e-05,-3.728426e-05,2.1305152e-06,-0.0008092403,0.00058897445,-0.03963841,4000,4000,0,0,0,1
32344000,32344000,1310988,1310988,6.3915704e-06,-2.0240032e-05,4.2610513e-06,-0.00072783744,0.0005793976,-0.039403778,4000,4000,0,0,0,1
32844000,32844000,1310988,1310988,1.8109502e-05,-5.326319e-06,-3.1957923e-06,-0.00080924033,0.0006320699,-0.0392697,4000,4000,0,0,0,1
33344000,33344000,1310988,1310988,-3.0892654e-05,-2.6631631e-05,8.52213e-06,-0.0006655882,0.0006464352,-0.039379835,4000,4000,0,0,0,1
33844000,33844000,1310988,1310988,1.0652741e-06,-5.326322e-05,-4.2610873e-06,-0.0008044519,0.00058418605,-0.039839517,4000,4000,0,0,0,1
34344000,34344000,1310988,1310988,-2.4501089e-05,-7.4568484e-06,3.1957684e-06,-0.0007852981,0.00060812803,-0.039475597,4000,4000,0,0,0,1
34844000,34844000,1310988,1310988,-1.2783175e-05,-9.58738e-06,-1.5858183e-12,-0.00082360546,0.00069431926,-0.03938941,4000,4000,0,0,0,1
35344000,35344000,1310988,1310988,9.5874e-06,-3.834952e-05,-5.326299e-06,-0.00086191273,0.0006943192,-0.03966714,4000,4000,0,0,0,1
35844000,35844000,1310988,1310988,-2.1305018e-06,-3.1957938e-05,-1.7044238e-05,-0.0007613562,0.00061770476,-0.039509118,4000,4000,0,0,0,1
36344000,36344000,1310988,1310988,-1.597897e-05,-1.171793e-05,1.5978952e-05,-0.0008523358,0.0008140294,-0.039504327,4000,4000,0,0,0,1
36844000,36844000,1310988,1310988,-2.9827408e-05,-3.3023203e-05,2.1305218e-06,-0.0008140287,0.0007469917,-0.03947081,4000,4000,0,0,0,1
37344000,37344000,1310988,1310988,-2.2370565e-05,-1.1717889e-05,-5.3263284e-06,-0.0007422026,0.00072783814,-0.0396432,4000,4000,0,0,0,1
37844000,37844000,1310988,1310988,2.024002e-05,-5.3263233e-05,-6.3915395e-06,-0.00077572133,0.00068953086,-0.039585732,4000,4000,0,0,0,1
38344000,38344000,1310988,1310988,5.9654816e-05,-0.00012357067,-4.261148e-06,-0.0009337388,0.00069431914,-0.03452439,4000,4000,0,0,0,1
38844000,38844000,1310988,1310988,2.9827428e-05,-3.4088454e-05,4.2610395e-06,-0.00084754743,0.00066080043,-0.03947561,4000,4000,0,0,0,1
39344000,39344000,1310988,1310988,-1.5979025e-05,-4.261056e-05,-1.0652734e-06,-0.0009097967,0.0005937628,-0.039207447,4000,4000,0,0,0,1
39844000,39844000,1310988,1310988,9.078309e-12,-2.130529e-05,2.130523e-06,-0.0009002199,0.0006464352,-0.039164353,4000,4000,0,0,0,1
40344000,40344000,1310988,1310988,-1.0652655e-05,-2.9827403e-05,-1.0652984e-06,-0.0008140287,0.0005123599,-0.03938941,4000,4000,0,0,0,1
40844000,40844000,1310988,1310988,-2.130526e-06,-1.1717912e-05,2.1305257e-06,-0.0008092403,0.0006655889,-0.03930322,4000,4000,0,0,0,1
41344000,41344000,1310988,1310988,-2.2370561e-05,-7.4568375e-06,-3.1957993e-06,-0.00070389535,0.0005793976,-0.039375048,4000,4000,0,0,0,1
41844000,41844000,1310988,1310988,8.522142e-06,-3.9414794e-05,-1.5978936e-05,-0.00072304904,0.00059376284,-0.03945645,4000,4000,0,0,0,1
42344000,42344000,1310988,1310988,-1.4913719e-05,4.2610527e-06,1.3848425e-05,-0.0008810663,0.00060333963,-0.04147236,4000,4000,0,0,0,1
42844000,42844000,1310988,1310988,-3.1957934e-05,-3.5153735e-05,-1.2783176e-05,-0.00086191273,0.00074220326,-0.036205117,4000,4000,0,0,0,1
43344000,43344000,1310988,1310988,-2.13053e-06,-2.5566353e-05,1.0652642e-05,-0.00071347214,0.0005267251,-0.036664803,4000,4000,0,0,0,1
43844000,43844000,1310988,1310988,-3.1957854e-06,-3.8349524e-05,-4.261047e-06,-0.00070389535,0.00069431914,-0.037986405,4000,4000,0,0,0,1
44344000,44344000,1310988,1310988,3.4088473e-05,-2.1305234e-06,-6.3915686e-06,-0.00062728085,0.0006799541,-0.03730645,4000,4000,0,0,0,1
44844000,44844000,1310988,1310988,4.154531e-05,-1.4913716e-05,-7.456842e-06,-0.0008714895,0.0006512235,-0.037387863,4000,4000,0,0,0,1
45344000,45344000,1310988,1310988,-7.4568475e-06,-1.1717911e-05,-6.3915923e-06,-0.00072304904,0.0006847425,-0.039375048,4000,4000,0,0,0,1
45844000,45844000,1310988,1310988,-7.4568566e-06,-2.8762142e-05,2.1305214e-06,-0.0008571242,0.0005746092,-0.039418142,4000,4000,0,0,0,1
46344000,46344000,1310988,1310988,-2.1305318e-06,-1.3848437e-05,-3.1957943e-06,-0.0007613562,0.0005027831,-0.039288856,4000,4000,0,0,0,1
46844000,46844000,1310988,1310988,3.1957866e-06,-9.587381e-06,6.3915895e-06,-0.0008236055,0.0005793976,-0.039327163,4000,4000,0,0,0,1
47344000,47344000,1310988,1310988,7.4568547e-06,-7.4568547e-06,-5.326315e-06,-0.0007900865,0.0004596874,-0.039284065,4000,4000,0,0,0,1
47844000,47844000,1310988,1310988,-8.522115e-06,-1.2783174e-05,5.326328e-06,-0.00070389535,0.0005602439,-0.039274484,4000,4000,0,0,0,1
48344000,48344000,1310988,1310988,3.195788e-06,-1.1717915e-05,1.2783172e-05,-0.0008810663,0.0006895308,-0.03925055,4000,4000,0,0,0,1
48844000,48844000,1310988,1310988,-1.38484465e-05,-1.8109495e-05,1.0652468e-06,-0.00059376215,0.00066080043,-0.039231393,4000,4000,0,0,0,1
