timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
3116000,0,1,0,1,0,1,1,0,1,1,1,1,0
3620000,0,1,0,1,0,1,1,0,1,1,1,1,0
4124000,0,1,0,1,0,1,1,0,1,1,1,1,0
4628000,0,1,0,1,0,1,1,0,1,1,1,1,0
5132000,0,1,0,1,0,1,1,0,1,1,1,1,0
5636000,0,1,0,1,0,1,1,0,1,1,1,1,0
6140000,0,1,0,1,0,1,1,0,1,1,1,1,0
6644000,0,1,0,1,0,1,1,0,1,1,1,1,0
7148000,0,1,0,1,0,1,1,0,1,1,1,1,0
7652000,0,1,0,1,0,1,1,0,1,1,1,1,0
8156000,0,1,0,1,0,1,1,0,1,1,1,1,0
8660000,0,1,0,1,0,1,1,0,1,1,1,1,0
9164000,0,1,0,1,0,1,1,0,1,1,1,1,0
9584000,0,1,0,1,0,1,1,0,1,1,1,1,0
10088000,0,1,0,1,0,1,1,0,1,1,1,1,0
10592000,0,1,0,1,0,1,1,0,1,1,1,1,0
11096000,0,1,0,1,0,1,1,0,1,1,1,1,0
11600000,0,1,0,1,0,1,1,0,1,1,1,1,0
12104000,0,1,0,1,0,1,1,0,1,1,1,1,0
12608000,0,1,0,1,0,1,1,0,1,1,1,1,0
13112000,0,1,0,1,0,1,1,0,1,1,1,1,0
13616000,0,1,0,1,0,1,1,0,1,1,1,1,0
14120000,0,1,0,1,0,1,1,0,1,1,1,1,0
14624000,0,1,0,1,0,1,1,0,1,1,1,1,0
15128000,0,1,0,1,0,1,1,0,1,1,1,1,0
15632000,0,1,0,1,0,1,1,0,1,1,1,1,0
16136000,0,1,0,1,0,1,1,0,1,1,1,1,0
16640000,0,1,0,1,0,1,1,0,1,1,1,1,0
17144000,0,1,0,1,0,1,1,0,1,1,1,1,0
17648000,0,1,0,1,0,1,1,0,1,1,1,1,0
18152000,0,1,0,1,0,1,1,0,1,1,1,1,0
18656000,0,1,0,1,0,1,1,0,1,1,1,1,0
19160000,0,1,0,1,0,1,1,0,1,1,1,1,0
19664000,0,1,0,1,0,1,1,0,1,1,1,1,0
20168000,0,1,0,1,0,1,1,0,1,1,1,1,0
20672000,0,1,0,1,0,1,1,0,1,1,1,1,0
21176000,0,1,0,1,0,1,1,0,1,1,1,1,0
21188000,1,1,0,1,0,1,1,0,1,1,1,1,0
21692000,1,1,0,1,0,1,1,0,1,1,1,1,0
22196000,1,1,0,1,0,1,1,0,1,1,1,1,0
22700000,1,1,0,1,0,1,1,0,1,1,1,1,0
23204000,1,1,0,1,0,1,1,0,1,1,1,1,0
23708000,1,1,0,1,0,1,1,0,1,1,1,1,0
24212000,1,1,0,1,0,1,1,0,1,1,1,1,0
24716000,1,1,0,1,0,1,1,0,1,1,1,1,0
25220000,1,1,0,1,0,1,1,0,1,1,1,1,0
25724000,1,1,0,1,0,1,1,0,1,1,1,1,0
26228000,1,1,0,1,0,1,1,0,1,1,1,1,0
26732000,1,1,0,1,0,1,1,0,1,1,1,1,0
27236000,1,1,0,1,0,1,1,0,1,1,1,1,0
27740000,1,1,0,1,0,1,1,0,1,1,1,1,0
28244000,1,1,0,1,0,1,1,0,1,1,1,1,0
28748000,1,1,0,1,0,1,1,0,1,1,1,1,0
28856000,1,1,0,1,0,1,1,0,1,1,1,1,0
29360000,1,1,0,1,0,1,1,0,1,1,1,1,0
29864000,1,1,0,1,0,1,1,0,1,1,1,1,0
30368000,1,1,0,1,0,1,1,0,1,1,1,1,0
30872000,1,1,0,1,0,1,1,0,1,1,1,1,0
31376000,1,1,0,1,0,1,1,0,1,1,1,1,0
31880000,1,1,0,1,0,1,1,0,1,1,1,1,0
32384000,1,1,0,1,0,1,1,0,1,1,1,1,0
32888000,1,1,0,1,0,1,1,0,1,1,1,1,0
33392000,1,1,0,1,0,1,1,0,1,1,1,1,0
33896000,1,1,0,1,0,1,1,0,1,1,1,1,0
34400000,1,1,0,1,0,1,1,0,1,1,1,1,0
34904000,1,1,0,1,0,1,1,0,1,1,1,1,0
35408000,1,1,0,1,0,1,1,0,1,1,1,1,0
35912000,1,1,0,1,0,1,1,0,1,1,1,1,0
36416000,1,1,0,1,0,1,1,0,1,1,1,1,0
36920000,1,1,0,1,0,1,1,0,1,1,1,1,0
