timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
3180000,-0.0018642162,-0.0053263213,-0.00026631783,4000,0,-0.2358289,0.18914212,-9.943119,4000,0,0,0,1
3184000,-0.0013315819,-0.0037284256,0.0005326322,4000,0,-0.2346318,0.18435374,-9.93953,4000,0,0,0,1
3188000,-0.0026631607,-0.0037284268,-0.00026631783,4000,0,-0.21188685,0.18195954,-9.9515,4000,0,0,0,1
3192000,-0.0029294775,-0.0053263223,-0.0005326313,4000,0,-0.19871877,0.17956533,-9.9467125,4000,0,0,0,1
3196000,-0.0021305322,-0.0066579017,0.0010652671,4000,0,-0.21667528,0.18555082,-9.926363,4000,0,0,0,1
3200000,-0.0023968457,-0.0061252713,0.0013315796,4000,0,-0.21906948,0.19393052,-9.927559,4000,0,0,0,1
3208000,-0.00053263194,-0.00559264,-0.000798946,4000,0,-0.20470428,0.17836823,-9.940725,4000,0,0,0,1
3212000,-0.0007989487,-0.004527375,-0.000532633,4000,0,-0.20111299,0.17357981,-9.927559,4000,0,0,0,1
3216000,-0.0018642098,-0.003195794,-0.0023968474,4000,0,-0.19033906,0.17477691,-9.93474,4000,0,0,0,1
3220000,-0.0013315807,-0.0039947433,-0.0029294766,4000,0,-0.18674776,0.1604117,-9.965866,4000,0,0,0,1
3224000,-0.0013315832,-0.0047936896,-0.0015978967,4000,0,-0.18195936,0.15801749,-9.96467,4000,0,0,0,1
3228000,-0.0037284258,-0.0053263213,-0.0018642168,4000,0,-0.18555066,0.17477691,-9.949107,4000,0,0,0,1
3232000,-0.0042610588,-0.0050600055,-0.0018642143,4000,0,-0.19991587,0.19273342,-9.945516,4000,0,0,0,1
3236000,-0.0023968478,-0.003994741,1.5615377e-09,4000,0,-0.18914196,0.19871895,-9.923965,4000,0,0,0,1
3240000,-0.0026631623,-0.0045273746,0.00079894846,4000,0,-0.17238253,0.18555082,-9.926362,4000,0,0,0,1
3248000,-0.0037284256,-0.0053263227,0.00026631585,4000,0,-0.2346318,0.20829575,-9.932346,4000,0,0,0,1
3256000,-0.0010652645,-0.0031957943,-0.0007989474,4000,0,-0.20829557,0.19512762,-9.93474,4000,0,0,0,1
3260000,-0.0023968464,-0.0045273746,-1.0246743e-09,4000,0,-0.19752163,0.1735798,-9.903616,4000,0,0,0,1
3264000,-0.0039947433,-0.0045273746,0.000798946,4000,0,-0.21308395,0.15562329,-9.888055,4000,0,0,0,1
