timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
42464000,-0.0028494743,0,0,0,0,0,0,0,0,0
42968000,-0.003008924,0,0,0,0,0,0,0,0,0
43472000,-0.0025708983,0,0,0,0,0,0,0,0,0
43976000,-0.0027070285,0,0,0,0,0,0,0,0,0
44420000,-0.0029813277,0,0,0,0,0,0,0,0,0
44432000,-0.0029813277,0,0,0,0,0,0,0,0,0
44936000,-0.013763042,0,0,0,0,0,0,0,0,0
45440000,-0.02792692,0,0,0,0,0,0,0,0,0
45944000,-0.027482018,0,0,0,0,0,0,0,0,0
46448000,-0.025266642,0,0,0,0,0,0,0,0,0
46952000,-0.023245262,0,0,0,0,0,0,0,0,0
47456000,-0.021545222,0,0,0,0,0,0,0,0,0
47960000,-0.020232216,0,0,0,0,0,0,0,0,0
48464000,-0.018584134,0,0,0,0,0,0,0,0,0
48968000,-0.40593287,0,0,0,0,0,0,0,0,0
49472000,-0.38080686,0,0,0,0,0,0,0,0,0
49976000,-0.35045418,0,0,0,0,0,0,0,0,0
50480000,-0.32221493,0,0,0,0,0,0,0,0,0
50984000,-0.2973302,0,0,0,0,0,0,0,0,0
51488000,-0.6133708,0,0,0,0,0,0,0,0,0
51992000,-0.5623483,0,0,0,0,0,0,0,0,0
52496000,-0.5096669,0,0,0,0,0,0,0,0,0
53000000,-0.46156296,0,0,0,0,0,0,0,0,0
53504000,-0.41781807,0,0,0,0,0,0,0,0,0
54008000,-0.3783383,0,0,0,0,0,0,0,0,0
54512000,-0.3359423,0,0,0,0,0,0,0,0,0
55016000,-0.30425254,0,0,0,0,0,0,0,0,0
55520000,-0.27516255,0,0,0,0,0,0,0,0,0
56024000,-0.24924122,0,0,0,0,0,0,0,0,0
56528000,-0.22570392,0,0,0,0,0,0,0,0,0
57032000,-0.20424119,0,0,0,0,0,0,0,0,0
57536000,-0.18532524,0,0,0,0,0,0,0,0,0
58040000,-0.16772738,0,0,0,0,0,0,0,0,0
58496000,-0.15499274,0,0,0,0,0,0,0,0,0
58508000,-0.15197465,0,0,0,0,0,0,0,0,0
59012000,-0.13740167,0,0,0,0,0,0,0,0,0
