timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
3180000,3123272,197388,0.009413962,-0.21674828,0.43056583,0
3196000,3196000,197388,0.0033419938,-0.21002601,0.4268649,0
3328000,3267636,197388,0.009160675,-0.2161429,0.42814642,0
3340000,3340000,197388,0.012660593,-0.21598403,0.42978668,0
3468000,3410909,197388,0.01013486,-0.21591681,0.42817792,0
3484000,3484000,197388,0.011749654,-0.21494421,0.4287155,0
3616000,3555636,197388,0.009104835,-0.21554255,0.42772767,0
3624000,3624000,197388,0.0123511525,-0.21878135,0.4332559,0
3748000,3692800,197388,0.009235315,-0.2161175,0.43094608,0
3760000,3760000,197388,0.013743717,-0.22415705,0.42743188,0
3892000,3830909,197388,0.0113577815,-0.21712297,0.4292258,0
3900000,3900000,197388,0.01636749,-0.21190172,0.4328792,0
4020000,3968400,197388,0.013008857,-0.21459348,0.42904076,0
4036000,4036000,197388,0.012808267,-0.22182585,0.42728752,0
4164000,4107272,197388,0.008621911,-0.21623993,0.42939308,0
4180000,4180000,197388,0.013723361,-0.21311402,0.43066972,0
4308000,4250181,197388,0.012100953,-0.21703099,0.42799535,0
4324000,4324000,197388,0.008135787,-0.21868804,0.42701617,0
4456000,4395636,197388,0.00929907,-0.21568088,0.42799404,0
4468000,4468000,197388,0.009546011,-0.220509,0.42202428,0
4596000,4538909,197388,0.010205589,-0.2169486,0.4301982,0
4612000,4612000,197388,0.010164719,-0.21258825,0.4332285,0
4744000,4683636,197388,0.011994468,-0.21553414,0.4292044,0
4756000,4756000,197388,0.0069941115,-0.21392806,0.42504522,0
4888000,4826545,197388,0.007598437,-0.21642406,0.42914274,0
4900000,4900000,197388,0.010195808,-0.20989199,0.433321,0
5028000,4971272,197388,0.010904264,-0.21752152,0.428917,0
5044000,5044000,197388,0.0074450066,-0.21399981,0.42868078,0
5176000,5115272,197388,0.009766013,-0.21733555,0.42686355,0
5188000,5188000,197388,0.011537077,-0.21643636,0.43498546,0
5316000,5258545,197388,0.012014216,-0.2150916,0.43067408,0
5332000,5332000,197388,0.011853095,-0.21234015,0.4277736,0
5464000,5402545,197388,0.010476698,-0.2164673,0.42853686,0
5476000,5476000,197388,0.008566035,-0.2120963,0.43500993,0
5604000,5546545,197388,0.009326612,-0.2141454,0.43066025,0
5620000,5620000,197388,-0.0021378382,-0.21789359,0.431334,0
5748000,5690909,197388,0.010801426,-0.21736458,0.4280176,0
5764000,5764000,197388,0.009518993,-0.22132732,0.4288793,0
5896000,5834909,197388,0.009027538,-0.21568291,0.42874545,0
5908000,5908000,197388,0.015113272,-0.21213068,0.42134902,0
6036000,5978909,197388,0.009543935,-0.21459997,0.42882296,0
6052000,6052000,197388,0.011429091,-0.21676148,0.42689377,0
6180000,6122909,197388,0.009533843,-0.21378663,0.4298534,0
6196000,6196000,197388,0.014029706,-0.21748877,0.42580673,0
