timestamp,speed_up,speed_down,want_takeoff
4212000,3.0,1.5,0
5212000,3.0,1.5,0
6212000,3.0,1.5,0
7212000,3.0,1.5,0
8212000,3.0,1.5,0
9212000,3.6000001,1.8000001,0
10212000,3.6000001,1.8000001,0
11212000,3.6000001,1.8000001,0
12212000,3.6000001,1.8000001,0
13212000,3.6000001,1.8000001,0
14212000,3.6000001,1.8000001,0
15212000,3.6000001,1.8000001,0
16212000,3.6000001,1.8000001,0
17212000,3.6000001,1.8000001,0
18212000,3.6000001,1.8000001,0
19212000,3.6000001,1.8000001,0
20212000,3.6000001,1.8000001,1
21212000,3.6000001,1.8000001,1
22212000,3.6000001,1.8000001,1
23212000,3.6000001,1.8000001,1
24212000,3.6000001,1.8000001,1
25212000,3.6000001,1.8000001,1
26212000,3.6000001,1.8000001,1
27212000,3.6000001,1.8000001,1
28212000,3.6000001,1.8000001,1
29212000,3.6000001,1.8000001,1
30212000,3.6000001,1.8000001,1
31212000,3.6000001,1.8000001,1
32212000,3.6000001,1.8000001,1
33212000,3.6000001,1.8000001,0
34212000,3.6000001,1.8000001,0
35212000,3.6000001,1.8000001,0
36212000,3.6000001,1.8000001,0
37212000,3.6000001,1.8000001,0
38212000,3.6000001,1.8000001,0
39212000,3.6000001,1.8000001,0
40212000,3.6000001,1.8000001,0
41212000,3.6000001,1.8000001,0
42212000,3.6000001,1.8000001,0
43212000,3.6000001,1.8000001,0
44212000,3.6000001,1.8000001,0
45212000,3.6000001,1.8000001,0
46212000,3.6000001,1.8000001,0
47212000,3.6000001,1.8000001,0
48212000,3.6000001,1.8000001,0
49212000,3.6000001,1.8000001,0
50212000,3.6000001,1.8000001,0
51212000,3.6000001,1.8000001,0
52212000,3.6000001,1.8000001,0
53212000,3.6000001,1.8000001,0
54212000,3.6000001,1.8000001,0
55212000,3.6000001,1.8000001,0
56212000,3.6000001,1.8000001,0
57212000,3.6000001,1.8000001,0
58212000,3.6000001,1.8000001,0
59212000,3.6000001,1.8000001,0
60212000,3.6000001,1.8000001,0
61212000,3.6000001,1.8000001,0
62212000,3.6000001,1.8000001,0
63212000,3.6000001,1.8000001,0
64212000,3.6000001,1.8000001,0
65212000,3.6000001,1.8000001,0
66212000,3.6000001,1.8000001,0
67212000,3.6000001,1.8000001,0
68212000,3.6000001,1.8000001,0
69212000,3.6000001,1.8000001,0
70212000,3.6000001,1.8000001,0
71212000,3.6000001,1.8000001,0
72212000,3.6000001,1.8000001,0
73212000,3.6000001,1.8000001,0
74212000,3.6000001,1.8000001,0
75212000,3.6000001,1.8000001,0
76212000,3.6000001,1.8000001,0
77212000,3.6000001,1.8000001,0
78212000,3.6000001,1.8000001,0
79212000,3.6000001,1.8000001,0
80212000,3.6000001,1.8000001,0
81212000,3.6000001,1.8000001,0
82212000,3.6000001,1.8000001,0
83212000,3.6000001,1.8000001,0
84212000,3.6000001,1.8000001,0
85212000,3.6000001,1.8000001,0
86212000,3.6000001,1.8000001,1
87212000,3.6000001,1.8000001,1
88212000,3.6000001,1.8000001,1
89212000,3.6000001,1.8000001,1
90212000,3.6000001,1.8000001,1
91212000,3.6000001,1.8000001,1
92212000,3.6000001,1.8000001,1
93212000,3.6000001,1.8000001,1
94212000,3.6000001,1.8000001,1
95212000,3.6000001,1.8000001,1
96212000,3.6000001,1.8000001,1
97212000,3.6000001,1.8000001,0
98212000,3.6000001,1.8000001,0
99212000,3.6000001,1.8000001,0
100212000,3.6000001,1.8000001,0
101212000,3.6000001,1.8000001,0
102212000,3.6000001,1.8000001,0
103212000,3.6000001,1.8000001,0
104212000,3.6000001,1.8000001,0
105212000,3.6000001,1.8000001,0
106212000,3.6000001,1.8000001,0
107212000,3.6000001,1.8000001,0
108212000,3.6000001,1.8000001,0
109212000,3.6000001,1.8000001,0
110212000,3.6000001,1.8000001,0
111212000,3.6000001,1.8000001,0
112212000,3.6000001,1.8000001,0
113212000,3.6000001,1.8000001,0
114212000,3.6000001,1.8000001,0
115212000,3.6000001,1.8000001,0
116212000,3.6000001,1.8000001,0
117212000,3.6000001,1.8000001,0
118212000,3.6000001,1.8000001,0
119212000,3.6000001,1.8000001,0
120212000,3.6000001,1.8000001,0
121212000,3.6000001,1.8000001,0
122212000,3.6000001,1.8000001,0
123212000,3.6000001,1.8000001,0
124212000,3.6000001,1.8000001,0
125212000,3.6000001,1.8000001,0
126212000,3.6000001,1.8000001,0
127212000,3.6000001,1.8000001,0
128212000,3.6000001,1.8000001,0
129212000,3.6000001,1.8000001,0
130212000,3.6000001,1.8000001,0
131212000,3.6000001,1.8000001,0
132212000,3.6000001,1.8000001,0
133212000,3.6000001,1.8000001,0
134212000,3.6000001,1.8000001,0
135212000,3.6000001,1.8000001,0
136212000,3.6000001,1.8000001,0
137212000,3.6000001,1.8000001,0
138212000,3.6000001,1.8000001,0
139212000,3.6000001,1.8000001,0
140212000,3.6000001,1.8000001,0
141212000,3.6000001,1.8000001,0
142212000,3.6000001,1.8000001,0
143212000,3.6000001,1.8000001,0
144212000,3.6000001,1.8000001,0
145212000,3.6000001,1.8000001,0
146212000,3.6000001,1.8000001,0
147212000,3.6000001,1.8000001,0
148212000,3.6000001,1.8000001,0
149212000,3.6000001,1.8000001,0
150212000,3.6000001,1.8000001,0
151212000,3.6000001,1.8000001,0
152212000,3.6000001,1.8000001,0
153212000,3.6000001,1.8000001,0
