timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
3100000,3100000,197388,0.0069049094,-0.21995588,0.43037337,0
3232000,3170909,197388,0.007996431,-0.21444094,0.42801628,0
3244000,3244000,197388,0.008166994,-0.22039428,0.43158716,0
3372000,3314545,197388,0.010598248,-0.21693356,0.4284595,0
3388000,3388000,197388,0.011967629,-0.21971911,0.4251026,0
3520000,3460000,197388,0.009036914,-0.21455501,0.42861542,0
3532000,3532000,197388,0.010543971,-0.20994367,0.42719194,0
3664000,3603272,197388,0.010410568,-0.21695079,0.42939433,0
3676000,3676000,197388,0.0057816585,-0.21710347,0.42763993,0
3808000,3748000,197388,0.010181616,-0.21698053,0.4298451,0
3820000,3820000,197388,0.011510726,-0.2147896,0.43202254,0
3948000,3890545,197388,0.012829329,-0.21585974,0.42937678,0
3964000,3964000,197388,0.012440238,-0.21378548,0.42928588,0
4092000,4034545,197388,0.011072086,-0.21636266,0.42885065,0
4108000,4108000,197388,0.00018584289,-0.2138204,0.43316028,0
4236000,4178545,197388,0.010638248,-0.21762599,0.42827567,0
4252000,4252000,197388,0.007988659,-0.21790615,0.4313569,0
4380000,4323272,197388,0.010667568,-0.21509598,0.4290491,0
4396000,4396000,197388,0.0069457083,-0.21301103,0.42866403,0
4528000,4466909,197388,0.00996012,-0.21743734,0.42682138,0
4540000,4540000,197388,0.011253883,-0.22112648,0.43212444,0
4672000,4610909,197388,0.011719371,-0.21575904,0.43109393,0
4680000,4680000,197388,0.009117897,-0.20763583,0.4280336,0
4804000,4750000,197388,0.009447756,-0.2164567,0.4301458,0
4828000,4822000,197388,0.00787471,-0.21486402,0.42593616,0
4948000,4894000,197388,0.008427728,-0.21660219,0.42688403,0
4972000,4964000,197388,0.008640507,-0.21732825,0.43104118,0
5080000,5032000,197388,0.011732222,-0.2173534,0.42937362,0
5116000,5104000,197388,0.008040878,-0.21498023,0.42806888,0
5220000,5175555,197388,0.011331784,-0.21656604,0.42848578,0
5260000,5246666,197388,0.012667805,-0.21464632,0.43185794,0
5356000,5313500,197388,0.0112402085,-0.21604563,0.42859435,0
5404000,5386000,197388,0.0112914955,-0.21502365,0.42977667,0
5500000,5458000,197388,0.010577726,-0.21525018,0.43037668,0
5548000,5530000,197388,0.008561024,-0.21541701,0.43028194,0
5644000,5602000,197388,0.0081923725,-0.21498545,0.43008986,0
5692000,5674000,197388,0.0090475995,-0.21909142,0.4274163,0
5788000,5745000,197388,0.011169086,-0.21517164,0.4282473,0
5836000,5817000,197388,0.0065824087,-0.2150607,0.42900816,0
5932000,5889500,197388,0.01049319,-0.21681778,0.42756367,0
5980000,5962000,197388,0.011272976,-0.21275732,0.42892963,0
6076000,6033000,197388,0.009048998,-0.21607348,0.4287359,0
6124000,6105000,197388,0.010286202,-0.21349028,0.43195155,0
6208000,6172000,197388,0.010063229,-0.21390063,0.42807728,0
6268000,6243200,197388,0.011339506,-0.21421838,0.4288009,0
6352000,6315428,197388,0.007700418,-0.21677603,0.4270505,0
6412000,6387200,197388,0.011853173,-0.2170711,0.42960998,0
6496000,6458857,197388,0.009818581,-0.21684171,0.42988148,0
6556000,6531200,197388,0.010237928,-0.21430592,0.42924547,0
6628000,6598000,197388,0.009743791,-0.21694422,0.42659009,0
6700000,6669333,197388,0.00953141,-0.21786629,0.43133804,0
6760000,6736000,197388,0.009947154,-0.21639037,0.43201572,0
6844000,6806857,197388,0.009230433,-0.21730202,0.42847613,0
6904000,6879200,197388,0.010582927,-0.21549468,0.4298132,0
6988000,6951428,197388,0.011153708,-0.21444875,0.42874497,0
7044000,7023200,197388,0.011422516,-0.21426113,0.42652678,0
7132000,7094857,197388,0.011376199,-0.21544358,0.43173555,0
7180000,7162000,197388,0.009190848,-0.21460922,0.4287049,0
7276000,7234000,197388,0.00786694,-0.21532325,0.43138963,0
7324000,7305000,197388,0.009996653,-0.21254139,0.43201682,0
7420000,7377000,197388,0.010979879,-0.21359295,0.43325657,0
7468000,7449000,197388,0.009908127,-0.22136235,0.43094388,0
7564000,7521000,197388,0.008778849,-0.21398464,0.42923003,0
7612000,7593000,197388,0.012194693,-0.21620485,0.4290979,0
7708000,7665000,197388,0.013004498,-0.21558876,0.42810196,0
7744000,7732000,197388,0.008981006,-0.21651006,0.42392534,0
7852000,7803555,197388,0.009039148,-0.21416758,0.4292523,0
7888000,7876000,197388,0.013076744,-0.21835278,0.43056267,0
7996000,7948000,197388,0.010121234,-0.21766126,0.42940393,0
8032000,8020000,197388,0.013662546,-0.2172368,0.4274003,0
8140000,8091555,197388,0.009765812,-0.21688752,0.42854586,0
8176000,8164000,197388,0.0055483016,-0.21637663,0.4302904,0
8284000,8235111,197388,0.0078643,-0.21533795,0.42914942,0
8320000,8306666,197388,0.008960353,-0.2156121,0.4280425,0
8416000,8373500,197388,0.009595216,-0.21605419,0.42757797,0
8460000,8445000,197388,0.009876981,-0.21437897,0.42712304,0
8560000,8516500,197388,0.009138077,-0.21499546,0.43162763,0
8596000,8584000,197388,0.008842522,-0.21780825,0.42658874,0
8700000,8655111,197388,0.00897611,-0.2170926,0.42806044,0
8728000,8722000,197388,0.010497268,-0.21908253,0.4285224,0
8848000,8792800,197388,0.010268555,-0.21466386,0.4287622,0
8860000,8860000,197388,0.009698083,-0.21800247,0.42811513,0
8988000,8930909,197388,0.008320717,-0.21486366,0.4275691,0
9004000,9004000,197388,0.006721952,-0.21389194,0.42773998,0
9136000,9075272,197388,0.009123143,-0.21697348,0.42955023,0
9148000,9148000,197388,0.012076965,-0.21748926,0.43318325,0
9280000,9218909,197388,0.009616937,-0.2157369,0.42929095,0
9292000,9292000,197388,0.009882825,-0.21970929,0.42788473,0
9420000,9363272,197388,0.008310146,-0.21650375,0.4296604,0
9436000,9436000,197388,0.017221972,-0.21432026,0.43140075,0
9568000,9507636,197388,0.0072504217,-0.21659648,0.43086743,0
9580000,9580000,197388,0.0024552415,-0.21637517,0.42805517,0
9712000,9650909,197388,0.010186306,-0.2153829,0.42767844,0
9724000,9724000,197388,0.014399681,-0.21430264,0.42608076,0
9852000,9795272,197388,0.008567432,-0.21576384,0.42689255,0
9868000,9868000,197388,0.0139725655,-0.21294738,0.4286481,0
10000000,9939636,197388,0.009170877,-0.21859393,0.4307898,0
10012000,10012000,197388,0.0069226515,-0.21389633,0.42702276,0
10140000,10082909,197388,0.009803575,-0.21572125,0.42899126,0
10156000,10156000,197388,0.010689744,-0.21604267,0.4258592,0
10288000,10227272,197388,0.009633791,-0.21528813,0.4297733,0
10300000,10300000,197388,0.011111036,-0.22134462,0.43934295,0
10428000,10371272,197388,0.010994737,-0.21399757,0.4289616,0
10444000,10444000,197388,0.0069550234,-0.21552995,0.42856655,0
10576000,10515636,197388,0.00923403,-0.21640186,0.4289275,0
10588000,10588000,197388,0.008294021,-0.2093563,0.42568246,0
10720000,10658909,197388,0.008924467,-0.21539706,0.4313108,0
10732000,10732000,197388,0.014215811,-0.2119526,0.4265217,0
10860000,10803636,197388,0.008561607,-0.21529162,0.42794567,0
10876000,10876000,197388,0.00792688,-0.21776776,0.4320095,0
11004000,10946909,197388,0.009046537,-0.21635327,0.4294171,0
11020000,11020000,197388,0.006031785,-0.20963287,0.42558298,0
11152000,11089818,197388,0.009433994,-0.21713571,0.4317294,0
11164000,11164000,197388,0.012335279,-0.21458977,0.42900816,0
11296000,11235272,197388,0.008932024,-0.21722558,0.42986134,0
11308000,11308000,197388,0.011361385,-0.21231918,0.4315282,0
11436000,11379272,197388,0.010475494,-0.2160039,0.42945525,0
11452000,11452000,197388,0.0036344815,-0.21531874,0.43019143,0
11584000,11523272,197388,0.008963344,-0.21579184,0.42916283,0
11596000,11596000,197388,0.014233502,-0.2174245,0.42657566,0
11728000,11666909,197388,0.007473845,-0.21521287,0.42940903,0
11740000,11740000,197388,0.014352168,-0.2186129,0.42900628,0
11868000,11810909,197388,0.009521894,-0.21451259,0.42944154,0
11884000,11884000,197388,0.007698201,-0.21115062,0.42961368,0
12016000,11954909,197388,0.009994189,-0.2152944,0.4272869,0
12028000,12028000,197388,0.0047616363,-0.20755473,0.4311612,0
12160000,12100000,197388,0.008402842,-0.2155394,0.4285234,0
12172000,12172000,197388,0.009083634,-0.21734974,0.42223367,0
12300000,12243636,197388,0.010474645,-0.21794608,0.42930883,0
12316000,12316000,197388,0.0037972124,-0.22030762,0.42872402,0
12444000,12387272,197388,0.009739732,-0.21834199,0.42894208,0
12460000,12460000,197388,0.012176097,-0.21413982,0.42755336,0
12592000,12531636,197388,0.010735055,-0.21555851,0.42782515,0
12604000,12604000,197388,0.013932921,-0.21851276,0.4245472,0
12736000,12675636,197388,0.0096336,-0.21626306,0.4287498,0
12748000,12748000,197388,0.012623851,-0.21337263,0.4262542,0
12880000,12818909,197388,0.008602196,-0.216248,0.42769876,0
12892000,12892000,197388,0.005921521,-0.21340752,0.42840385,0
13020000,12963272,197388,0.008033385,-0.21460673,0.4305449,0
13036000,13036000,197388,0.012069772,-0.22282352,0.42681795,0
13168000,13107636,197388,0.010813228,-0.2156862,0.42698002,0
13180000,13180000,197388,0.011553577,-0.216384,0.4315438,0
13308000,13251272,197388,0.007920369,-0.21685681,0.4291888,0
13324000,13324000,197388,0.012132491,-0.21428782,0.43350455,0
13452000,13395272,197388,0.010340861,-0.21758832,0.4320044,0
13468000,13468000,197388,0.0035152293,-0.21214668,0.4317962,0
13600000,13540000,197388,0.009249262,-0.21722972,0.42972314,0
13612000,13612000,197388,0.0047227335,-0.21355309,0.43050012,0
13744000,13682909,197388,0.008842686,-0.21724185,0.42936933,0
13756000,13756000,197388,0.013136451,-0.2081464,0.43353572,0
13888000,13826181,197388,0.0094173895,-0.21607685,0.42867598,0
13900000,13900000,197388,0.01606946,-0.21492966,0.43688115,0
14032000,13971636,197388,0.0107734725,-0.21756428,0.42852017,0
14044000,14044000,197388,0.013306979,-0.2134179,0.4355269,0
14176000,14115272,197388,0.01021509,-0.21562512,0.43008277,0
14188000,14188000,197388,0.016228693,-0.21813956,0.4256123,0
14316000,14258909,197388,0.009323433,-0.21472248,0.4270369,0
14332000,14332000,197388,0.007470807,-0.21415028,0.42268097,0
14464000,14403636,197388,0.009851845,-0.21635531,0.43044496,0
14472000,14472000,197388,0.008326905,-0.20816107,0.42964628,0
14592000,14540400,197388,0.008962456,-0.21480738,0.42926475,0
14608000,14608000,197388,0.015562812,-0.21841452,0.43298408,0
14736000,14679272,197388,0.00946254,-0.21673429,0.4291874,0
14752000,14752000,197388,0.0072029526,-0.21884736,0.42975935,0
14884000,14823636,197388,0.011643159,-0.2156854,0.4302423,0
14892000,14892000,197388,0.012185982,-0.20924883,0.43061122,0
15016000,14961600,197388,0.0074867047,-0.21536346,0.4306079,0
15040000,15034000,197388,0.010765098,-0.21396269,0.4311387,0
15160000,15105200,197388,0.010095379,-0.21521917,0.43010792,0
15172000,15172000,197388,0.012117304,-0.21031967,0.42611358,0
15300000,15242909,197388,0.010171026,-0.21600866,0.43100584,0
15316000,15316000,197388,0.01590507,-0.20934588,0.43283904,0
15448000,15386545,197388,0.012125259,-0.21524456,0.4307737,0
15460000,15460000,197388,0.0037119098,-0.21434313,0.43166143,0
15588000,15530909,197388,0.010826533,-0.21589707,0.42948622,0
15604000,15604000,197388,0.009427723,-0.21201669,0.43030137,0
15736000,15674909,197388,0.010416405,-0.21561146,0.43048856,0
