timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
3412000,3289069,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3812000,3689437,0.0,0.0006988526,0.0,0,0,0,0,0,0,0,0,0,0,0
4204000,4089656,0.0007526839,0.00033007818,0.00040000002,1,0,0,0,0,0,0,0,0,0,0
4604000,4489792,3.0107389e-05,0.00021616704,0.0011201143,1,0,0,0,0,0,0,0,0,0,0
5012000,4889876,2.8903092e-05,0.00020752035,0.0010753098,1,0,0,0,0,0,0,0,0,0,0
5412000,5289925,2.7746968e-05,0.0006997079,0.0011721097,1,0,0,0,0,0,0,0,0,0,0
5812000,5689955,2.6637088e-05,7.052324e-05,0.0015126925,1,0,0,0,0,0,0,0,0,0,0
6212000,6089973,2.5571604e-05,0.00056819065,0.0014521847,1,0,0,0,0,0,0,0,0,0,0
6612000,6489984,2.4548739e-05,0.0005531699,0.0009671376,1,0,0,0,0,0,0,0,0,0,0
7012000,6889990,2.3566789e-05,0.00063175114,0.0007220783,1,0,0,0,0,0,0,0,0,0,0
7412000,7289994,2.2624117e-05,8.336501e-06,0.00050834497,1,0,0,0,0,0,0,0,0,0,0
7812000,7689997,2.1719152e-05,0.00019341298,0.00058183697,1,0,0,0,0,0,0,0,0,0,0
8204000,8089998,2.0850386e-05,8.4968444e-05,0.001204957,1,0,0,0,0,0,0,0,0,0,0
8612000,8489999,2.001637e-05,8.1569706e-05,0.00051899866,1,0,0,0,0,0,0,0,0,0,0
9012000,8894000,1.9207708e-05,0.00022079799,0.0004980311,1,0,0,0,0,0,0,0,0,0,0
9412000,9294000,1.84394e-05,0.00028852228,0.00046201306,1,0,0,0,0,0,0,0,0,0,0
9804000,9690000,1.7709199e-05,0.0011773654,0.0005553232,1,0,0,0,0,0,0,0,0,0,0
10212000,10090000,0.00076968473,0.001227927,0.0004979007,1,0,0,0,0,0,0,0,0,0,0
10612000,10490000,1.3786601e-05,0.00068137335,0.0004779847,1,0,0,0,0,0,0,0,0,0,0
11012000,10890000,1.3235137e-05,0.0005534104,0.0007669198,1,0,0,0,0,0,0,0,0,0,0
11412000,11290000,1.2705731e-05,0.001070899,0.0010947252,1,0,0,0,0,0,0,0,0,0,0
11812000,11690000,0.0011120163,0.00072593894,0.0010509362,1,0,0,0,0,0,0,0,0,0,0
12212000,12094000,4.6422505e-05,0.00020365755,0.0010084785,1,0,0,0,0,0,0,0,0,0,0
12612000,12490000,4.4584172e-05,5.8233272e-06,0.00050886394,1,0,0,0,0,0,0,0,0,0,0
13012000,12890000,4.2800802e-05,0.00020395467,0.0008876339,1,0,0,0,0,0,0,0,0,0,0
13412000,13290000,4.1088773e-05,0.00059557677,0.00035139133,1,0,0,0,0,0,0,0,0,0,0
13812000,13690000,0.0007437185,0.0006724617,0.0007360356,1,0,0,0,0,0,0,0,0,0,0
14204000,14090000,0.00079318584,0.00084697927,0.0003079617,1,0,0,0,0,0,0,0,0,0,0
14604000,14490000,3.606791e-05,0.00031261175,0.00037837352,1,0,0,0,0,0,0,0,0,0,0
15004000,14890000,3.4625195e-05,0.00040081528,0.00096736755,1,0,0,0,0,0,0,0,0,0,0
15412000,15290000,3.3240187e-05,0.0011843432,0.0008700757,1,0,0,0,0,0,0,0,0,0,0
15804000,15690000,0.0007603649,0.0005628597,0.00083527266,1,0,0,0,0,0,0,0,0,0,0
16204000,16090000,0.0007299504,3.9856997e-05,0.0005112767,1,0,0,0,0,0,0,0,0,0,0
16612000,16490000,5.984117e-05,0.000538751,0.0004908256,1,0,0,0,0,0,0,0,0,0,0
17012000,16890000,5.7447523e-05,0.00041649296,0.0004711926,1,0,0,0,0,0,0,0,0,0,0
17412000,17290000,5.5149623e-05,0.00019831138,0.00045234486,1,0,0,0,0,0,0,0,0,0,0
17804000,17690000,5.2943637e-05,8.967091e-05,0.00063620886,1,0,0,0,0,0,0,0,0,0,0
18212000,18090000,5.082589e-05,0.0001122802,0.00061076053,1,0,0,0,0,0,0,0,0,0,0
18604000,18486000,0.00071022916,0.0007090302,0.0005865744,1,0,0,0,0,0,0,0,0,0,0
19012000,18894000,7.522758e-05,0.00037797776,0.00071293727,1,0,0,0,0,0,0,0,0,0,0
19412000,19290000,7.2248564e-05,6.3937565e-05,0.00065447134,1,0,0,0,0,0,0,0,0,0,0
19804000,19690000,6.935862e-05,0.00056186836,0.001266391,1,0,0,0,0,0,0,0,0,0,0
20212000,20090000,6.658427e-05,0.00086136325,0.0008663111,1,0,0,0,0,0,0,0,0,0,0
20612000,20494000,6.389426e-05,0.00037277665,0.0013975294,1,0,0,0,0,0,0,0,0,0,0
21012000,20890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21412000,21290000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21812000,21690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
22212000,22090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
22604000,22490000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23012000,22890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23404000,23290000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23804000,23690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
24212000,24090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
24612000,24490000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25012000,24890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25412000,25290000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25812000,25690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
26212000,26090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
26612000,26490000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27012000,26890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27412000,27290000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27812000,27690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
28204000,28090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
28612000,28490000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
29012000,28890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
29412000,29290000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
