timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],estimator_instance,fusion_enabled,innovation_rejected,fused
3404000,3289297,0,0,0.0,0.0,0.02,0.09,0.09,0.20250002,0.0031962374,-0.005119529,-0.05145977,0.12491074,0.12491098,0.20468406,3.2714347e-06,8.393042e-06,0.00051750155,3,1,0,0
3804000,3689575,0,0,0.0,0.0,-0.02,0.09,0.09,0.20250002,0.0034037782,7.395347e-05,0.010557149,0.105032094,0.10503204,0.20378238,4.4122535e-06,2.0828372e-09,2.1876942e-05,3,1,0,0
4204000,4089743,0,0,0.0,0.01,0.01,0.09,0.09,0.20250002,0.0019259617,-0.0105457045,-0.02582235,0.09800779,0.09800787,0.20655613,1.5138912e-06,4.5388962e-05,0.00012912593,3,1,0,0
4604000,4489845,0,0,0.02,0.01,-0.04,0.09,0.09,0.20250002,-0.017960722,-0.012277234,0.022917904,0.094529025,0.094529055,0.20931919,0.00013650305,6.378165e-05,0.00010036926,3,1,0,0
5004000,4889906,0,0,0.0,0.0,-0.01,0.09,0.09,0.20250002,0.00032479415,-0.00290027,-0.0052576195,0.093025275,0.09302525,0.21081303,4.536025e-08,3.6168958e-06,5.244944e-06,3,1,0,0
5412000,5289944,0,0,-0.01,0.01,0.03,0.09,0.09,0.20250002,0.010870689,-0.008297479,-0.042873584,0.0921169,0.09211684,0.21117073,5.1313873e-05,2.9896011e-05,0.0003481816,3,1,0,0
5812000,5689966,0,0,0.0,0.01,-0.02,0.09,0.09,0.20250002,0.0005344385,-0.009137717,0.00822505,0.09157113,0.09157111,0.21081631,1.2476619e-07,3.6473455e-05,1.2836093e-05,3,1,0,0
6212000,6089980,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.00049044285,-0.00025225573,-0.009872161,0.09126348,0.09126346,0.21024874,1.0542406e-07,2.7889785e-08,1.8541763e-05,3,1,0,0
6604000,6489988,0,0,-0.01,-0.01,-0.01,0.09,0.09,0.20250002,0.0070764334,0.01044957,0.003382491,0.091043755,0.09104375,0.20962003,2.200081e-05,4.797408e-05,2.183235e-06,3,1,0,0
7012000,6889993,0,0,-0.01,-0.01,-0.01,0.09,0.09,0.20250002,0.0086758975,0.014120493,0.0057083387,0.09093851,0.090938464,0.2091206,3.3108612e-05,8.770252e-05,6.2327927e-06,3,1,0,0
