timestamp,speed_up,speed_down,want_takeoff
4220000,3.0,1.5,0
5220000,3.0,1.5,0
6220000,3.0,1.5,0
7220000,3.0,1.5,0
8220000,3.0,1.5,0
9220000,3.6000001,1.8000001,0
10220000,3.6000001,1.8000001,0
11220000,3.6000001,1.8000001,0
12220000,3.6000001,1.8000001,0
13220000,3.6000001,1.8000001,1
14220000,3.6000001,1.8000001,1
15220000,3.6000001,1.8000001,1
16220000,3.6000001,1.8000001,1
17220000,3.6000001,1.8000001,1
18220000,3.6000001,1.8000001,1
19220000,3.6000001,1.8000001,1
20220000,3.6000001,1.8000001,1
21220000,3.6000001,1.8000001,0
22220000,3.6000001,1.8000001,0
23220000,3.6000001,1.8000001,0
24220000,3.6000001,1.8000001,0
25220000,3.6000001,1.8000001,0
26220000,3.6000001,1.8000001,0
27220000,3.6000001,1.8000001,0
28220000,3.6000001,1.8000001,0
29220000,3.6000001,1.8000001,0
30220000,3.6000001,1.8000001,0
31220000,3.6000001,1.8000001,0
32220000,3.6000001,1.8000001,0
33220000,3.6000001,1.8000001,0
34220000,3.6000001,1.8000001,0
35220000,3.6000001,1.8000001,0
36220000,3.6000001,1.8000001,0
37220000,3.6000001,1.8000001,0
38220000,3.6000001,1.8000001,0
39220000,3.6000001,1.8000001,0
40220000,3.6000001,1.8000001,0
41220000,3.6000001,1.8000001,0
42220000,3.6000001,1.8000001,0
43220000,3.6000001,1.8000001,0
44220000,3.6000001,1.8000001,0
45220000,3.6000001,1.8000001,0
46220000,3.6000001,1.8000001,0
47220000,3.6000001,1.8000001,0
48220000,3.6000001,1.8000001,0
49220000,3.6000001,1.8000001,0
50220000,3.6000001,1.8000001,0
51220000,3.6000001,1.8000001,0
52220000,3.6000001,1.8000001,0
53220000,3.6000001,1.8000001,0
54220000,3.6000001,1.8000001,0
55220000,3.6000001,1.8000001,0
56220000,3.6000001,1.8000001,0
57220000,3.0,1.5,0
58220000,3.0,1.5,0
59220000,3.0,1.5,0
60220000,3.0,1.5,0
61220000,3.0,1.5,0
62220000,3.0,1.5,0
63220000,3.0,1.5,0
64220000,3.6000001,1.8000001,0
65220000,3.6000001,1.8000001,0
66220000,3.6000001,1.8000001,0
67220000,3.6000001,1.8000001,0
68220000,3.6000001,1.8000001,0
69220000,3.6000001,1.8000001,0
70220000,3.6000001,1.8000001,0
71220000,3.6000001,1.8000001,0
72220000,3.6000001,1.8000001,0
73220000,3.6000001,1.8000001,0
74220000,3.6000001,1.8000001,0
75220000,3.6000001,1.8000001,0
76220000,3.6000001,1.8000001,0
77220000,3.6000001,1.8000001,0
78220000,3.6000001,1.8000001,0
79220000,3.6000001,1.8000001,0
80220000,3.6000001,1.8000001,0
81220000,3.6000001,1.8000001,0
82220000,3.6000001,1.8000001,0
83220000,3.6000001,1.8000001,0
84220000,3.6000001,1.8000001,0
85220000,3.6000001,1.8000001,0
86220000,3.6000001,1.8000001,0
87220000,3.6000001,1.8000001,0
88220000,3.6000001,1.8000001,0
89220000,3.6000001,1.8000001,0
90220000,3.6000001,1.8000001,0
91220000,3.6000001,1.8000001,0
92220000,3.6000001,1.8000001,0
93220000,3.6000001,1.8000001,0
94220000,3.6000001,1.8000001,0
95220000,3.6000001,1.8000001,0
96220000,3.0,1.5,0
97220000,3.0,1.5,0
98220000,3.0,1.5,0
99220000,3.6000001,1.8000001,0
