timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
3228000,3228000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3232000,3232000,5.5683354e-11,0.0,0.0,7.2759576e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
3328000,3328000,1.36424205e-11,0.0,0.0,1.0428863e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
3424000,3424000,0.0,0.0,1.1641532e-10,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3528000,3528000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3628000,3628000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3728000,3728000,0.0020000031,0.0,0.0020000031,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3824000,3824000,0.0020000008,1.8626451e-09,0.001999998,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3924000,3924000,0.0020000022,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4024000,4024000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4124000,4124000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4228000,4228000,0.0020000022,0.0,0.0020000003,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
4328000,4328000,0.0020000013,0.0,0.0019999975,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4424000,4424000,0.0020000008,0.0,0.0020000008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4528000,4528000,0.001999997,0.0,0.0019999999,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
4624000,4624000,0.0020000022,0.0,0.0020000022,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4728000,4728000,0.0019999952,0.0,0.0019999999,3.7252903e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
4828000,4828000,0.0020000013,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4928000,4928000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5028000,5028000,0.0020000017,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5128000,5128000,0.0020000015,3.7252903e-09,0.0019999954,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
