timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
48124000,0,0,0,0,0,0,0,0,0,0,1,0
49124000,0,0,0,0,0,0,0,0,0,0,1,0
50124000,0,0,0,0,0,0,0,0,0,0,1,0
51124000,0,0,0,0,0,0,0,0,0,0,1,0
52124000,0,0,0,0,0,0,0,1,0,0,1,0
53124000,0,0,0,0,0,0,0,1,0,0,1,0
54124000,0,0,0,0,0,0,0,1,0,0,1,0
55124000,0,0,0,0,0,0,0,1,0,0,1,0
56124000,0,0,0,0,0,1,0,1,1,1,1,0
57084000,0,0,0,0,1,1,1,1,0,1,1,0
58084000,0,0,0,0,1,1,1,1,0,0,1,0
59084000,0,0,0,0,1,1,1,1,0,0,1,0
60084000,0,0,0,0,1,1,0,1,0,0,1,0
61084000,0,0,0,0,1,1,0,0,0,0,1,0
62084000,0,0,0,0,1,1,0,0,0,0,1,0
63084000,0,0,0,0,1,1,1,1,0,0,1,0
64084000,0,0,0,0,1,1,1,1,0,0,1,0
64548000,0,1,0,0,1,1,1,0,0,0,1,0
64724000,0,0,0,0,0,0,1,0,0,0,1,0
65724000,0,0,0,0,0,0,0,0,0,0,1,0
66724000,0,0,0,0,0,0,1,0,0,0,1,0
67724000,0,0,0,0,0,0,1,0,0,0,1,0
68724000,0,0,0,0,0,0,1,1,0,0,1,0
69724000,0,0,0,0,0,0,1,1,0,0,1,0
70724000,0,0,0,0,0,0,1,1,0,0,1,0
71724000,0,0,0,0,0,0,1,1,0,0,1,0
72724000,0,0,0,0,0,0,1,0,0,0,1,0
73724000,0,0,0,0,0,0,1,0,0,0,1,0
74724000,0,0,0,0,0,0,1,0,0,0,1,0
75724000,0,0,0,0,0,0,1,0,0,0,1,0
76724000,0,0,0,0,0,0,1,0,0,0,1,0
77724000,0,0,0,0,0,0,1,0,0,0,1,0
78724000,0,0,0,0,0,0,1,0,0,0,1,0
79724000,0,0,0,0,0,0,1,0,0,0,1,0
80724000,0,0,0,0,0,0,0,1,0,0,1,0
81724000,0,0,0,0,0,0,0,1,0,1,1,0
82724000,0,0,0,0,0,0,0,1,0,0,1,0
83724000,0,0,0,0,0,0,0,1,0,0,1,0
84724000,0,0,0,0,0,0,0,1,1,0,1,0
85724000,0,0,0,0,0,0,0,1,0,0,1,0
86724000,0,0,0,0,0,0,0,1,0,0,1,0
87724000,0,0,0,0,0,0,0,1,0,0,1,0
88724000,0,0,0,0,0,0,0,0,1,0,1,0
89724000,0,0,0,0,0,0,1,1,1,0,1,0
90724000,0,0,0,0,0,0,1,1,1,0,1,0
91724000,0,0,0,0,0,1,1,1,1,0,1,0
92724000,0,0,0,0,0,1,1,1,1,0,1,0
93724000,0,0,0,0,0,1,1,0,1,0,1,0
94724000,0,0,0,0,0,1,1,0,1,0,1,0
95612000,0,0,0,0,1,1,1,0,0,0,1,0
95620000,0,0,0,0,0,0,1,0,0,0,1,0
95684000,0,0,0,0,1,1,1,0,0,0,1,0
96020000,0,1,0,0,1,1,1,0,0,0,1,0
96372000,0,1,1,0,1,1,1,0,0,0,1,0
96708000,0,1,1,1,1,1,1,0,0,0,1,1
97708000,0,1,1,1,1,1,1,0,0,0,1,1
98708000,0,1,1,1,1,1,1,0,0,0,1,1
98724000,0,1,1,1,0,0,1,0,0,0,1,1
98740000,0,1,1,1,1,1,1,0,0,0,1,1
