timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
3112000,0,1,1,1,0,0,1,1,0,0,1,1
4112000,0,1,1,1,0,0,1,0,0,0,1,1
5112000,0,1,1,1,0,0,1,0,0,0,1,1
6112000,0,1,1,1,0,0,1,0,0,0,1,1
7112000,0,1,1,1,0,0,1,0,0,0,1,1
8112000,0,1,1,1,0,0,1,0,0,0,1,1
8624000,0,1,1,1,1,1,1,0,0,0,1,1
9624000,0,1,1,1,1,1,1,0,0,0,1,1
10624000,0,1,1,1,1,1,1,0,0,0,1,1
11624000,0,1,1,1,1,1,1,0,0,0,1,1
12624000,0,1,1,1,1,1,1,0,0,0,1,1
13624000,0,1,1,1,1,1,1,0,0,0,1,1
14560000,0,1,0,0,1,1,1,0,0,0,1,0
14704000,0,0,0,0,1,0,1,0,0,0,1,0
15704000,0,0,0,0,1,0,0,0,0,0,1,0
16704000,0,0,0,0,1,0,0,0,0,0,1,0
16792000,0,0,0,0,0,0,0,0,0,0,1,0
17792000,0,0,0,0,0,0,0,0,0,0,1,0
18792000,0,0,0,0,0,0,0,1,0,0,1,0
19792000,0,0,0,0,0,0,0,1,0,0,1,0
20792000,0,0,0,0,0,0,0,1,0,0,1,0
21792000,0,0,0,0,0,0,0,0,0,0,1,0
22792000,0,0,0,0,0,0,0,0,0,0,1,0
23792000,0,0,0,0,0,0,0,0,0,0,1,0
24792000,0,0,0,0,0,0,0,0,0,0,1,0
25792000,0,0,0,0,0,0,0,0,0,0,1,0
26792000,0,0,0,0,0,0,0,0,0,0,1,0
27792000,0,0,0,0,0,0,0,0,0,0,1,0
28792000,0,0,0,0,0,0,0,0,0,0,1,0
29688000,0,0,0,0,1,1,0,1,0,0,1,0
30688000,0,0,0,0,1,1,0,1,0,0,1,0
31688000,0,0,0,0,1,1,0,1,0,0,1,0
32688000,0,0,0,0,1,1,0,1,0,0,1,0
33688000,0,0,0,0,1,1,0,1,0,0,1,0
34688000,0,0,0,0,1,1,0,1,0,0,1,0
35688000,0,0,0,0,1,1,0,1,0,0,1,0
36688000,0,0,0,0,1,1,1,1,0,0,1,0
37688000,0,0,0,0,1,1,1,1,0,0,1,0
38688000,0,0,0,0,1,1,1,1,0,0,1,0
39688000,0,0,0,0,1,1,1,1,0,0,1,0
40528000,0,1,0,0,1,1,1,0,0,0,1,0
40864000,0,1,1,0,1,1,1,0,0,0,1,0
41200000,0,1,1,1,1,1,1,0,0,0,1,1
42200000,0,1,1,1,1,1,1,0,0,0,1,1
43200000,0,1,1,1,1,1,1,0,0,0,1,1
44200000,0,1,1,1,1,1,1,0,0,0,1,1
