timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
3524000,3524000,1310988,1310988,-3.1957898e-06,-2.1305292e-05,2.1305132e-06,-0.0008044519,0.00077572215,-0.039882615,4000,4000,0,0,0,1
4024000,4024000,1310988,1310988,2.2695775e-12,-2.8762144e-05,3.1957754e-06,-0.0007422026,0.0007134729,-0.039576158,4000,4000,0,0,0,1
4524000,4524000,1310988,1310988,8.522125e-06,-2.2370556e-05,-2.1305202e-06,-0.0007948751,0.0007900874,-0.039652772,4000,4000,0,0,0,1
5024000,5024000,1310988,1310988,-5.32632e-06,-1.1717912e-05,-1.0652659e-06,-0.0008762779,0.0006512236,-0.039806,4000,4000,0,0,0,1
5524000,5524000,1310988,1310988,2.1305195e-06,-2.2370554e-05,1.0652653e-05,-0.0009193735,0.00076614524,-0.039710235,4000,4000,0,0,0,1
6024000,6024000,1310988,1310988,5.326315e-06,-4.367585e-05,-4.2610677e-06,-0.0008714895,0.00069910765,-0.039782062,4000,4000,0,0,0,1
6524000,6524000,1310988,1310988,-4.2610536e-06,-1.9174762e-05,-3.195786e-06,-0.0010151415,0.00080924097,-0.03978685,4000,4000,0,0,0,1
7024000,7024000,1310988,1310988,-3.195792e-06,-1.7044234e-05,3.1957966e-06,-0.0007996635,0.0008188178,-0.039743755,4000,4000,0,0,0,1
7524000,7524000,1310988,1310988,-7.4568543e-06,-2.9827408e-05,3.1957898e-06,-0.00090500835,0.0008236062,-0.039652772,4000,4000,0,0,0,1
8024000,8024000,1310988,1310988,-1.0652541e-06,-1.4913705e-05,2.8603751e-12,-0.0008667011,0.00072304974,-0.03979164,4000,4000,0,0,0,1
8524000,8524000,1310988,1310988,1.32392e-12,-1.917476e-05,-1.0652768e-06,-0.0008762779,0.00065601204,-0.039829947,4000,4000,0,0,0,1
9024000,9024000,1310988,1310988,-7.4568466e-06,-1.278318e-05,-1.2783174e-05,-0.00077572133,0.00073262653,-0.039710235,4000,4000,0,0,0,1
9524000,9524000,1310988,1310988,-2.1305239e-06,-1.9174766e-05,-7.4568393e-06,-0.0008283939,0.00072304974,-0.039810784,4000,4000,0,0,0,1
10024000,10024000,1310988,1310988,-1.0652458e-06,-2.2370557e-05,-1.3848441e-05,-0.0008906431,0.0005458787,-0.039825156,4000,4000,0,0,0,1
10524000,10524000,1310988,1310988,-6.3915786e-06,-5.3263234e-06,-7.456859e-06,-0.0008523358,0.00076614524,-0.039853882,4000,4000,0,0,0,1
11024000,11024000,1310988,1310988,-1.0652669e-06,-1.4913704e-05,1.0652647e-06,-0.0008523358,0.0007757221,-0.03968629,4000,4000,0,0,0,1
11524000,11524000,1310988,1310988,-7.4568643e-06,-2.7696873e-05,-8.332356e-12,-0.0008571242,0.00061770476,-0.03963841,4000,4000,0,0,0,1
12024000,12024000,1310988,1310988,-8.522103e-06,-2.2370563e-05,-2.1305282e-06,-0.0008762779,0.00060812803,-0.039652772,4000,4000,0,0,0,1
12524000,12524000,1310988,1310988,1.1717908e-05,-2.1305277e-06,3.1958064e-06,-0.0008714895,0.00065122364,-0.03960489,4000,4000,0,0,0,1
13024000,13024000,1310988,1310988,-1.0652615e-06,-1.7044233e-05,-8.522121e-06,-0.00077093294,0.00060812803,-0.039700653,4000,4000,0,0,0,1
13524000,13524000,1310988,1310988,-4.2610504e-06,-2.1305304e-05,-2.0240012e-05,-0.0006703765,0.00069431926,-0.03973417,4000,4000,0,0,0,1
14024000,14024000,1310988,1310988,-3.1957973e-06,-2.2370557e-05,-1.0652686e-06,-0.00064643443,0.0006751657,-0.039681505,4000,4000,0,0,0,1
14524000,14524000,1310988,1310988,-1.3848434e-05,-1.278318e-05,-4.2610623e-06,-0.0006799534,0.0006464352,-0.039700653,4000,4000,0,0,0,1
15024000,15024000,1310988,1310988,1.0652649e-06,-1.917476e-05,-2.130526e-06,-0.00072304904,0.0006129164,-0.039772477,4000,4000,0,0,0,1
15524000,15524000,1310988,1310988,3.195787e-06,-1.4913703e-05,-4.261066e-06,-0.0008236055,0.00061770476,-0.039652772,4000,4000,0,0,0,1
16024000,16024000,1310988,1310988,-8.522109e-06,-1.49137095e-05,2.1305227e-06,-0.00063206925,0.00052672514,-0.039619252,4000,4000,0,0,0,1
16524000,16524000,1310988,1310988,-1.0652675e-06,-1.704424e-05,1.3848432e-05,-0.0007565678,0.00055545557,-0.03963841,4000,4000,0,0,0,1
17024000,17024000,1310988,1310988,-1.3848444e-05,-2.2370552e-05,-4.261067e-06,-0.00071347214,0.0006655888,-0.039743755,4000,4000,0,0,0,1
17524000,17524000,1310988,1310988,-1.5978972e-05,-3.0892665e-05,2.130537e-06,-0.0007996635,0.00060812803,-0.03963841,4000,4000,0,0,0,1
18024000,18024000,1310988,1310988,-6.391587e-06,-1.1717912e-05,1.0652655e-06,-0.00059855054,0.0005793976,-0.03964798,4000,4000,0,0,0,1
