timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
3104000,0,1,0,1,0,1,1,0,1,1,1,1,0
3608000,0,1,0,1,0,1,1,0,1,1,1,1,0
4112000,0,1,0,1,0,1,1,0,1,1,1,1,0
4616000,0,1,0,1,0,1,1,0,1,1,1,1,0
5120000,0,1,0,1,0,1,1,0,1,1,1,1,0
5624000,0,1,0,1,0,1,1,0,1,1,1,1,0
6128000,0,1,0,1,0,1,1,0,1,1,1,1,0
6632000,0,1,0,1,0,1,1,0,1,1,1,1,0
7136000,0,1,0,1,0,1,1,0,1,1,1,1,0
7640000,0,1,0,1,0,1,1,0,1,1,1,1,0
8144000,0,1,0,1,0,1,1,0,1,1,1,1,0
8648000,0,1,0,1,0,1,1,0,1,1,1,1,0
9152000,0,1,0,1,0,1,1,0,1,1,1,1,0
9656000,0,1,0,1,0,1,1,0,1,1,1,1,0
9680000,0,1,0,1,0,1,1,0,1,1,1,1,0
10184000,0,1,0,1,0,1,1,0,1,1,1,1,0
10688000,0,1,0,1,0,1,1,0,1,1,1,1,0
11192000,0,1,0,1,0,1,1,0,1,1,1,1,0
11696000,0,1,0,1,0,1,1,0,1,1,1,1,0
12200000,0,1,0,1,0,1,1,0,1,1,1,1,0
12704000,0,1,0,1,0,1,1,0,1,1,1,1,0
12764000,0,1,0,1,0,1,1,0,1,1,1,1,0
12776000,1,1,0,1,0,1,1,0,1,1,1,1,0
13280000,1,1,0,1,0,1,1,0,1,1,1,1,0
13784000,1,1,0,1,0,1,1,0,1,1,1,1,0
14288000,1,1,0,1,0,1,1,0,1,1,1,1,0
14792000,1,1,0,1,0,1,1,0,1,1,1,1,0
15296000,1,1,0,1,0,1,1,0,1,1,1,1,0
15800000,1,1,0,1,0,1,1,0,1,1,1,1,0
16304000,1,1,0,1,0,1,1,0,1,1,1,1,0
16808000,1,1,0,1,0,1,1,0,1,1,1,1,0
17312000,1,1,0,1,0,1,1,0,1,1,1,1,0
17816000,1,1,0,1,0,1,1,0,1,1,1,1,0
18320000,1,1,0,1,0,1,1,0,1,1,1,1,0
18824000,1,1,0,1,0,1,1,0,1,1,1,1,0
19328000,1,1,0,1,0,1,1,0,1,1,1,1,0
19832000,1,1,0,1,0,1,1,0,1,1,1,1,0
20336000,1,1,0,1,0,1,1,0,1,1,1,1,0
20540000,1,1,0,1,0,1,1,0,1,1,1,1,0
21044000,1,1,0,1,0,1,1,0,1,1,1,1,0
21548000,1,1,0,1,0,1,1,0,1,1,1,1,0
22052000,1,1,0,1,0,1,1,0,1,1,1,1,0
