timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
4312000,0.12979695,0.14998692,0.0006725788,0.0,0.0,-0.001,0
4320000,0.1296242,0.14980602,0.00064337254,0.0,0.0,-0.001,0
4336000,0.12927209,0.14923692,0.00065630674,0.0,0.0,-0.001,0
4352000,0.12892629,0.14894114,0.00063711405,0.0,0.0,-0.001,0
4372000,0.12869689,0.14858109,0.0006483793,0.0,0.0,-0.001,0
4396000,0.1288194,0.14806573,0.000674665,0.0,0.0,-0.001,0
4416000,0.128929,0.14774658,0.0006596446,0.0,0.0,-0.001,0
4436000,0.12885626,0.14750612,0.000649631,0.0,0.0,-0.001,0
4456000,0.12873244,0.14686775,0.0007664561,0.0,0.0,-0.001,0
4472000,0.12866327,0.14624333,0.0007660389,0.0,0.0,-0.001,0
4496000,0.12852308,0.14545928,0.0006875992,0.0,0.0,-0.001,0
4516000,0.1283344,0.14472365,0.0006830096,0.0,0.0,-0.001,0
4536000,0.1282416,0.14427465,0.0006379485,0.0,0.0,-0.001,0
4552000,0.12817456,0.14404333,0.0005828738,0.0,0.0,-0.001,0
4576000,0.12811641,0.14374931,0.0006108284,0.0,0.0,-0.001,0
4596000,0.12810434,0.14358091,0.00059998035,0.0,0.0,-0.001,0
4616000,0.12812923,0.14333346,0.00060999393,0.0,0.0,-0.001,0
4632000,0.12816976,0.14321765,0.0005044341,0.0,0.0,-0.001,0
4656000,0.12778096,0.1432136,0.0006375313,0.0,0.0,-0.001,0
4672000,0.12777656,0.14296618,0.0006412864,0.0,0.0,-0.001,0
4692000,0.12755981,0.14256011,0.00068593025,0.0,0.0,-0.001,0
4712000,0.12727796,0.1420927,0.000626266,0.0,0.0,-0.001,0
4736000,0.12706673,0.14171971,0.00057953596,0.0,0.0,-0.001,0
4756000,0.12682691,0.14121294,0.00079858303,0.0,0.0,-0.001,0
4776000,0.12659723,0.14089943,0.0010881424,0.0,0.0,-0.001,0
4792000,0.12643045,0.14076872,0.0010476708,0.0,0.0,-0.001,0
4816000,0.12572154,0.14067915,0.0009988546,0.0,0.0,-0.001,0
4832000,0.12546888,0.14069681,0.0009829998,0.0,0.0,-0.001,0
4852000,0.12491432,0.14034964,0.00073850155,0.0,0.0,-0.001,0
4872000,0.124264635,0.14027491,0.00084489584,0.0,0.0,-0.001,0
4896000,0.12350275,0.14018103,0.00033712387,0.0,0.0,-0.001,0
4916000,0.12298803,0.14017123,0.00043684244,0.0,0.0,-0.001,0
4936000,0.12221048,0.14021425,0.00024408102,0.0,0.0,-0.001,0
4956000,0.12199542,0.13990659,0.00036257505,0.0,0.0,-0.001,0
4976000,0.12143856,0.13985234,5.2154064e-05,0.0,0.0,-0.001,0
4996000,0.12122278,0.13975346,0.00035256147,0.0,0.0,-0.001,0
5012000,0.12088907,0.13949057,0.0004093051,0.0,0.0,-0.001,0
5032000,0.120612055,0.13936014,0.00019234419,0.0,0.0,-0.001,0
5056000,0.12010967,0.13909732,0.00027161837,0.0,0.0,-0.001,0
5076000,0.119739585,0.13903032,0.00047814846,0.0,0.0,-0.001,0
5092000,0.11933156,0.1391175,0.00047522783,0.0,0.0,-0.001,0
5112000,0.11900284,0.13927379,0.00052279234,0.0,0.0,-0.001,0
5136000,0.11864903,0.13911204,0.0005565882,0.0,0.0,-0.001,0
5156000,0.118357815,0.13907121,0.00058579445,0.0,0.0,-0.001,0
5176000,0.11823873,0.13909552,0.0005182028,0.0,0.0,-0.001,0
5196000,0.11793329,0.13932921,0.00053197145,0.0,0.0,-0.001,0
