timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
3200000,3120000,13488881664,0.0007547682,0.017667945,0.0014608809,0,14.172738,10.008659,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3208000,3128000,13488881664,0.0006873336,0.0047688293,0.0015482885,0,14.142143,10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3392000,3312000,13488881664,6.6384666e-05,0.0025553145,0.0016360712,0,0.014314709,7.071068,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3600000,3520000,13488881665,0.00061935507,0.019083658,0.005757243,0,0.010514579,5.7735023,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3800000,3720000,13488881665,0.0010841141,0.008135645,0.0047461,0,0.012888844,5.000002,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
3992000,3912000,4898947585,0.0004685632,0.0034891376,0.042529274,0,0.037665486,2.2180402,nan,nan,nan,0.0043597915,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
4192000,4112000,4898947585,0.0003065927,0.0030706613,0.021915745,0,0.03080069,1.4938072,nan,nan,nan,0.0012605333,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
4400000,4320000,4898947585,0.00015097718,0.002243349,0.0012353892,0,0.027566241,1.1362997,nan,nan,nan,0.00011211181,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
4600000,4520000,4898947585,0.00016378041,0.0017544645,0.007045091,0,0.025163596,0.9907301,nan,nan,nan,0.0037148322,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
4800000,4720000,4898947585,0.00021774863,0.0016837199,0.005897811,0,0.023342503,0.8625875,nan,nan,nan,0.00093647017,0.0,0.0,0.0,0.0,1310988,1310988,6620172,0,0,0,164,1,1,1,1,0,0,0,0,0,0,0,0
