timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
3388000,-0.0023968457,-0.0061252713,0.0013315796,4000,0,-0.21906948,0.19393052,-9.927559,4000,0,0,0,1
3392000,-0.0018642095,-0.0053263237,-0.000532632,4000,0,-0.20470428,0.19273342,-9.940725,4000,0,0,0,1
3396000,-0.00053263194,-0.00559264,-0.000798946,4000,0,-0.20470428,0.17836823,-9.940725,4000,0,0,0,1
3400000,-0.0007989487,-0.004527375,-0.000532633,4000,0,-0.20111299,0.17357981,-9.927559,4000,0,0,0,1
3404000,-0.0018642098,-0.003195794,-0.0023968474,4000,0,-0.19033906,0.17477691,-9.93474,4000,0,0,0,1
3408000,-0.0013315807,-0.0039947433,-0.0029294766,4000,0,-0.18674776,0.1604117,-9.965866,4000,0,0,0,1
3412000,-0.0013315832,-0.0047936896,-0.0015978967,4000,0,-0.18195936,0.15801749,-9.96467,4000,0,0,0,1
3416000,-0.0037284258,-0.0053263213,-0.0018642168,4000,0,-0.18555066,0.17477691,-9.949107,4000,0,0,0,1
3424000,-0.0023968478,-0.003994741,1.5615377e-09,4000,0,-0.18914196,0.19871895,-9.923965,4000,0,0,0,1
3428000,-0.0026631623,-0.0045273746,0.00079894846,4000,0,-0.17238253,0.18555082,-9.926362,4000,0,0,0,1
3436000,-0.0037284256,-0.0053263227,0.00026631585,4000,0,-0.2346318,0.20829575,-9.932346,4000,0,0,0,1
3444000,-0.0010652645,-0.0031957943,-0.0007989474,4000,0,-0.20829557,0.19512762,-9.93474,4000,0,0,0,1
3448000,-0.0023968464,-0.0045273746,-1.0246743e-09,4000,0,-0.19752163,0.1735798,-9.903616,4000,0,0,0,1
3452000,-0.0039947433,-0.0045273746,0.000798946,4000,0,-0.21308395,0.15562329,-9.888055,4000,0,0,0,1
3456000,-0.002929478,-0.005592639,0.0010652675,4000,0,-0.20350717,0.18555082,-9.897632,4000,0,0,0,1
3460000,-0.0018642102,-0.0058589564,-0.00026631402,4000,0,-0.19273323,0.22385804,-9.917982,4000,0,0,0,1
3464000,-0.0010652617,-0.003728427,-0.0015978968,4000,0,-0.20231007,0.20829575,-9.937136,4000,0,0,0,1
3468000,0.0013315817,-0.0029294791,-0.0021305264,4000,0,-0.20231007,0.17477691,-9.9467125,4000,0,0,0,1
3472000,0.0005326324,-0.003195793,-0.0023968462,4000,0,-0.20949265,0.16998853,-9.955093,4000,0,0,0,1
3476000,-0.003195797,-0.005060003,-0.0007989528,4000,0,-0.22146368,0.17238271,-9.953894,4000,0,0,0,1
3480000,-0.0042610625,-0.007989484,0.0010652657,4000,0,-0.21667528,0.16639723,-9.927559,4000,0,0,0,1
3484000,-0.0018642131,-0.007723167,0.0010652705,4000,0,-0.21667528,0.18195954,-9.91439,4000,0,0,0,1
3488000,0.00079895096,-0.005060006,-0.00026631102,4000,0,-0.21787238,0.20231025,-9.926363,4000,0,0,0,1
3492000,0.0015978963,-0.00479369,1.3348199e-09,4000,0,-0.21547818,0.21188705,-9.9383335,4000,0,0,0,1
3496000,0.0018642126,-0.007456852,0.00026631507,4000,0,-0.21547818,0.22146386,-9.950302,4000,0,0,0,1
3500000,0.00079894933,-0.009853696,-4.309229e-09,4000,0,-0.22146368,0.21428125,-9.957487,4000,0,0,0,1
3504000,-0.0015979011,-0.008255801,0.0013315731,4000,0,-0.22385788,0.19033922,-9.944317,4000,0,0,0,1
3508000,-0.0021305294,-0.0031957945,0.00053262804,4000,0,-0.20829557,0.17238271,-9.925163,4000,0,0,0,1
3512000,-0.00026631495,-0.00213053,-0.0007989473,4000,0,-0.21667528,0.18794502,-9.920377,4000,0,0,0,1
3516000,0.0010652624,-0.005858955,0.0007989496,4000,0,-0.22744915,0.21308415,-9.928757,4000,0,0,0,1
3520000,0.0010652641,-0.007456852,0.0013315801,4000,0,-0.21308395,0.19752185,-9.958684,4000,0,0,0,1
3524000,-0.0007989474,-0.0053263227,0.00053262827,4000,0,-0.20111297,0.19393054,-9.970654,4000,0,0,0,1
3528000,-0.0034621118,-0.002929478,0.0015978914,4000,0,-0.19033906,0.23822328,-9.935939,4000,0,0,0,1
3532000,-0.0021305287,-0.002929478,0.00079894974,4000,0,-0.19632454,0.24660295,-9.92277,4000,0,0,0,1
