timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
3080000,3076000,197388,0.011738754,-0.21862462,0.43377897,0
3208000,3146545,197388,0.008519081,-0.21514972,0.42938918,0
3220000,3220000,197388,0.0027137452,-0.21149588,0.42485708,0
3348000,3291272,197388,0.010215499,-0.21695213,0.42849964,0
3364000,3364000,197388,0.0068642152,-0.21714018,0.42641777,0
3496000,3436000,197388,0.009524569,-0.2153887,0.42825085,0
3508000,3508000,197388,0.0072510135,-0.21221271,0.43433037,0
3640000,3580000,197388,0.0105542205,-0.21638994,0.4278632,0
3652000,3652000,197388,0.0091030365,-0.21295635,0.4362645,0
3780000,3723272,197388,0.009402629,-0.21744989,0.4297937,0
3796000,3796000,197388,0.013768298,-0.21510878,0.42906365,0
3924000,3866545,197388,0.012391784,-0.21607064,0.4295886,0
3940000,3940000,197388,0.012004624,-0.20963396,0.42926964,0
4072000,4010545,197388,0.012130593,-0.2163999,0.4289341,0
4084000,4084000,197388,0.009440147,-0.21114962,0.42707536,0
4212000,4154545,197388,0.009405896,-0.21710737,0.42862043,0
4228000,4228000,197388,0.011842655,-0.22168736,0.42954606,0
4356000,4299272,197388,0.010496135,-0.21601486,0.42918757,0
4372000,4372000,197388,0.0115292715,-0.21229427,0.43061873,0
4504000,4443636,197388,0.00951471,-0.21667302,0.42743295,0
4516000,4516000,197388,0.009593707,-0.21537589,0.42354137,0
4648000,4587636,197388,0.011200298,-0.21657638,0.43113324,0
4660000,4660000,197388,0.017634215,-0.21182914,0.42742392,0
4792000,4730545,197388,0.01016707,-0.21609513,0.42932573,0
4804000,4804000,197388,0.0014270293,-0.21375047,0.44027957,0
4936000,4874545,197388,0.0081674885,-0.21672525,0.42640454,0
4948000,4948000,197388,0.0101843355,-0.21177225,0.4302635,0
5080000,5019272,197388,0.011170092,-0.21734884,0.42967686,0
5092000,5092000,197388,0.008684722,-0.21455692,0.4293879,0
5224000,5162545,197388,0.010674906,-0.21631621,0.42829007,0
5236000,5236000,197388,0.014808082,-0.21133718,0.4310706,0
5364000,5306909,197388,0.011376785,-0.21561755,0.42923963,0
5380000,5380000,197388,0.01116129,-0.21576543,0.43019813,0
5512000,5451272,197388,0.011032428,-0.21546504,0.430469,0
5524000,5524000,197388,-0.00038428605,-0.20912348,0.42361706,0
5652000,5594181,197388,0.008554788,-0.21605429,0.43035245,0
5668000,5668000,197388,0.006396198,-0.22248529,0.43262073,0
5796000,5739272,197388,0.010631564,-0.21536028,0.42791632,0
5812000,5812000,197388,0.0077666994,-0.21636182,0.43319273,0
5940000,5883272,197388,0.0096557755,-0.21635234,0.42726678,0
5956000,5956000,197388,0.010584283,-0.21636824,0.42612374,0
6084000,6027272,197388,0.009664528,-0.21468827,0.4295678,0
6100000,6100000,197388,0.013444149,-0.21912412,0.43026313,0
6232000,6170909,197388,0.010314512,-0.21345939,0.42959383,0
6244000,6244000,197388,0.011156017,-0.21321467,0.42791042,0
6372000,6314181,197388,0.009139683,-0.21623439,0.42732188,0
6388000,6388000,197388,0.009645332,-0.22416125,0.43466383,0
6516000,6459272,197388,0.010424283,-0.21557698,0.42935997,0
6532000,6532000,197388,0.0054610367,-0.21231653,0.4319994,0
6664000,6602909,197388,0.0105250785,-0.21762085,0.4269039,0
6676000,6676000,197388,0.00060439704,-0.21949978,0.4369037,0
6808000,6747636,197388,0.010045794,-0.21615216,0.43060535,0
6820000,6820000,197388,0.00588824,-0.21735843,0.42946404,0
6952000,6891272,197388,0.011505157,-0.2165429,0.42952067,0
6964000,6964000,197388,0.003160603,-0.21196882,0.43184137,0
7092000,7034545,197388,0.010664139,-0.21430296,0.42878225,0
7108000,7108000,197388,0.01187652,-0.21686226,0.4322296,0
7240000,7178545,197388,0.009569169,-0.21478322,0.42997196,0
7252000,7252000,197388,0.003278942,-0.21783587,0.4360972,0
7384000,7323272,197388,0.010154157,-0.21296513,0.43275696,0
7396000,7396000,197388,0.009924958,-0.21518709,0.43048048,0
7524000,7465818,197388,0.009595607,-0.21694316,0.43069094,0
7540000,7540000,197388,0.007318845,-0.21248591,0.42779717,0
7672000,7610909,197388,0.012586972,-0.21656722,0.4286452,0
7684000,7684000,197388,0.008516494,-0.20877181,0.42463115,0
7816000,7755636,197388,0.00993039,-0.21497025,0.42810875,0
7828000,7828000,197388,0.013440996,-0.21423693,0.42271763,0
7960000,7899636,197388,0.010314337,-0.2164245,0.42956752,0
7972000,7972000,197388,0.006526925,-0.21950491,0.4297858,0
8104000,8044000,197388,0.011488497,-0.2170135,0.42801437,0
8116000,8116000,197388,0.0069146124,-0.21704523,0.4275402,0
8248000,8187272,197388,0.0058934814,-0.21650033,0.43016517,0
8260000,8260000,197388,0.017270694,-0.21502483,0.42616236,0
8388000,8330181,197388,0.01062981,-0.2160078,0.42810616,0
8404000,8404000,197388,0.008198794,-0.21276331,0.42868945,0
8532000,8474545,197388,0.008597828,-0.21486348,0.43071613,0
8548000,8548000,197388,0.013859456,-0.21663918,0.4261825,0
8676000,8619272,197388,0.00885827,-0.2162616,0.42699668,0
8692000,8692000,197388,0.009697637,-0.21708962,0.4334617,0
8820000,8762545,197388,0.0101951985,-0.21650085,0.42928037,0
8836000,8836000,197388,0.0061369957,-0.21197225,0.4309753,0
8964000,8906545,197388,0.008696108,-0.21560605,0.42631072,0
8980000,8980000,197388,0.012817852,-0.20985359,0.4358544,0
9112000,9052000,197388,0.009106402,-0.21695137,0.4292605,0
9124000,9124000,197388,0.006172988,-0.21530227,0.42388856,0
9252000,9194545,197388,0.009472956,-0.21627867,0.42995447,0
9268000,9268000,197388,0.010214683,-0.21909148,0.43090725,0
9396000,9338181,197388,0.008236949,-0.21692011,0.42916116,0
9412000,9412000,197388,0.010632495,-0.21023965,0.42876405,0
9540000,9483636,197388,0.008803033,-0.21604618,0.4312148,0
9556000,9556000,197388,0.006391156,-0.21607572,0.42739695,0
9684000,9626545,197388,0.009332885,-0.2150517,0.4276697,0
9700000,9700000,197388,0.011131325,-0.22021656,0.4322163,0
9832000,9771636,197388,0.009156987,-0.21597007,0.42763725,0
9844000,9844000,197388,0.0053058416,-0.21631216,0.42225766,0
