timestamp,timestamp_sample,device_id,pressure,temperature,error_count
3832000,3832000,6620428,95605.12,11.832727,0
4840000,4840000,6620428,95605.734,11.832727,0
5824000,5824000,6620428,95607.17,11.832727,0
6832000,6832000,6620428,95607.74,11.832727,0
7840000,7840000,6620428,95604.98,11.832727,0
8824000,8824000,6620428,95605.836,11.832727,0
9832000,9832000,6620428,95608.914,11.832727,0
10840000,10840000,6620428,95606.28,11.832727,0
11820000,11820000,6620428,95606.91,11.832727,0
12832000,12832000,6620428,95606.016,11.832727,0
13840000,13840000,6620428,95606.51,11.832727,0
14824000,14824000,6620428,95606.29,11.832727,0
15832000,15832000,6620428,95605.81,11.832727,0
16840000,16840000,6620428,95607.59,11.832727,0
17824000,17824000,6620428,95606.29,11.83227,0
18832000,18832000,6620428,95599.06,11.828608,0
19840000,19840000,6620428,95592.16,11.824121,0
20824000,20824000,6620428,95584.04,11.820276,0
21832000,21832000,6620428,95582.77,11.8189335,0
22840000,22840000,6620428,95580.195,11.817835,0
23824000,23824000,6620428,95580.58,11.817011,0
24832000,24832000,6620428,95578.336,11.816523,0
25840000,25840000,6620428,95577.914,11.816217,0
26824000,26824000,6620428,95576.29,11.816004,0
27832000,27832000,6620428,95577.93,11.815851,0
28840000,28840000,6620428,95576.9,11.815638,0
29824000,29824000,6620428,95576.99,11.816217,0
30832000,30832000,6620428,95584.21,11.820673,0
31840000,31840000,6620428,95591.39,11.825098,0
32824000,32824000,6620428,95598.95,11.829462,0
33832000,33832000,6620428,95605.67,11.832026,0
34840000,34840000,6620428,95602.75,11.829828,0
35824000,35824000,6620428,95603.766,11.83169,0
36832000,36832000,6620428,95607.16,11.832727,0
37840000,37840000,6620428,95605.805,11.832727,0
38824000,38824000,6620428,95605.7,11.832727,0
39832000,39832000,6620428,95606.87,11.832727,0
40840000,40840000,6620428,95605.625,11.832727,0
41824000,41824000,6620428,95606.234,11.832727,0
42832000,42832000,6620428,95606.09,11.832727,0
43840000,43840000,6620428,95608.33,11.832727,0
