timestamp,timestamp_sample,device_id,pressure,temperature,error_count
3972000,3972000,6620172,95605.52,11.832727,0
4980000,4980000,6620172,95606.04,11.832727,0
5988000,5988000,6620172,95606.85,11.832727,0
6968000,6968000,6620172,95606.99,11.832727,0
7980000,7980000,6620172,95607.92,11.832727,0
8988000,8988000,6620172,95605.695,11.832727,0
9972000,9972000,6620172,95604.86,11.832727,0
10980000,10980000,6620172,95603.83,11.832727,0
11988000,11988000,6620172,95607.35,11.832727,0
12972000,12972000,6620172,95605.38,11.832727,0
13980000,13980000,6620172,95604.06,11.832727,0
14988000,14988000,6620172,95606.375,11.832727,0
15972000,15972000,6620172,95607.46,11.832727,0
16980000,16980000,6620172,95606.766,11.832727,0
17988000,17988000,6620172,95606.016,11.832697,0
18972000,18972000,6620172,95602.664,11.830469,0
19980000,19980000,6620172,95595.03,11.826105,0
20988000,20988000,6620172,95587.82,11.821741,0
21972000,21972000,6620172,95582.83,11.81933,0
22980000,22980000,6620172,95579.695,11.818079,0
23988000,23988000,6620172,95580.22,11.8172245,0
24972000,24972000,6620172,95578.41,11.816584,0
25980000,25980000,6620172,95577.34,11.816156,0
26988000,26988000,6620172,95577.77,11.815973,0
27972000,27972000,6620172,95576.41,11.81579,0
28980000,28980000,6620172,95575.78,11.815607,0
29988000,29988000,6620172,95576.55,11.815424,0
30972000,30972000,6620172,95575.234,11.815271,0
31980000,31980000,6620172,95574.26,11.81518,0
32988000,32988000,6620172,95573.48,11.815149,0
33972000,33972000,6620172,95574.52,11.815149,0
34980000,34980000,6620172,95576.59,11.815729,0
35988000,35988000,6620172,95583.484,11.820429,0
36972000,36972000,6620172,95591.19,11.824945,0
37980000,37980000,6620172,95600.03,11.829676,0
38988000,38988000,6620172,95605.79,11.831781,0
39972000,39972000,6620172,95597.945,11.829157,0
40980000,40980000,6620172,95602.75,11.830713,0
41988000,41988000,6620172,95607.016,11.832727,0
42972000,42972000,6620172,95606.99,11.832727,0
43980000,43980000,6620172,95608.58,11.832727,0
44984000,44984000,6620172,95605.5,11.832727,0
45972000,45972000,6620172,95606.41,11.832727,0
46980000,46980000,6620172,95607.85,11.832727,0
47988000,47988000,6620172,95606.43,11.832727,0
48972000,48972000,6620172,95606.03,11.832727,0
