timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
3244000,3244000,1310988,0.0,0.0,0.0,0.15,0.010040122,0.010040122,0.010040039,1310988,0.0,0.0,0.0,0.4,0.04016049,0.04016049,0.04016049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3556000,3476000,1310988,-0.0004116295,-0.00063840044,9.229475e-06,0.15,0.010758428,0.010762344,0.003946363,1310988,-0.00086516247,0.0011674789,-0.099922,0.4,0.04330827,0.043311067,0.004503956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3620000,3540000,1310988,-0.00041624485,-0.0006455451,8.935605e-06,0.15,0.011000606,0.011004624,0.0040018177,1310988,-0.00087484415,0.0011805423,-0.10104045,0.4,0.044283222,0.044286076,0.0046053566,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3684000,3604000,1310988,-0.00042058894,-0.00065228227,9.028861e-06,0.15,0.01123142,0.011235521,0.0040857834,1310988,-0.0008839744,0.0011928629,-0.102094956,0.4,0.045212373,0.045215286,0.0047019916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3756000,3676000,1310988,-0.0004785455,-0.00061071187,1.0690146e-05,0.15,0.010800075,0.010804154,0.0041749286,1310988,-0.00088982144,0.0012100098,-0.10320751,0.4,0.046199072,0.04620204,0.0048050345,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3820000,3740000,1310988,-0.00053322763,-0.0006722816,1.4761798e-05,0.15,0.010371617,0.01037574,0.0040145116,1310988,-0.0009078134,0.0012287358,-0.10430024,0.4,0.047026843,0.04702987,0.004859796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3900000,3820000,1310988,-0.0005387485,-0.00067924225,1.4914638e-05,0.15,0.0105875,0.01059171,0.004098074,1310988,-0.00091721263,0.0012414579,-0.10538014,0.4,0.048005708,0.048008796,0.004960959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3972000,3892000,1310988,-0.0005309222,-0.001813636,7.351303e-06,0.15,0.0033464872,0.0033481515,0.0041642315,1310988,-0.0010506737,0.0012612285,-0.10675586,0.4,0.04876063,0.04876373,0.0049201455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4060000,3980000,1310988,-0.0005363669,-0.001830667,-1.0589638e-05,0.15,0.0034103517,0.0034121794,0.003704049,1310988,-0.0010606239,0.0012731664,-0.10777235,0.4,0.04969473,0.049697887,0.005014397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4156000,4076000,1310988,-0.0006297649,-0.0029522227,-1.49299285e-05,0.15,0.0011325077,0.0011330335,0.003772437,1310988,-0.0012085346,0.0012961477,-0.1087772,0.4,0.050591987,0.05059521,0.0051085977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
