timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
4460000,0.12913686,0.14991967,0.0010451674,0.0,0.0,-0.001,0
4464000,0.12906542,0.1497261,0.00082945824,0.0,0.0,-0.001,0
4480000,0.12918346,0.14896752,0.00084364414,0.0,0.0,-0.001,0
4500000,0.12952034,0.14825939,0.0010643601,0.0,0.0,-0.001,0
4516000,0.12959313,0.14791383,0.0009980202,0.0,0.0,-0.001,0
4540000,0.12957144,0.14759375,0.000960052,0.0,0.0,-0.001,0
4556000,0.12979107,0.14746074,0.00095671415,0.0,0.0,-0.001,0
4580000,0.12973693,0.14653867,0.0009199977,0.0,0.0,-0.001,0
4596000,0.12975228,0.14582352,0.0008903742,0.0,0.0,-0.001,0
4620000,0.12964246,0.14475429,0.00082570314,0.0,0.0,-0.001,0
4640000,0.1297609,0.14421505,0.0006659031,0.0,0.0,-0.001,0
4660000,0.12977181,0.14349617,0.00069344044,0.0,0.0,-0.001,0
4676000,0.12981264,0.14305618,0.00069594383,0.0,0.0,-0.001,0
4700000,0.12985463,0.14244407,0.0006542206,0.0,0.0,-0.001,0
4720000,0.12994643,0.14205275,0.0005824566,0.0,0.0,-0.001,0
4736000,0.1298164,0.14199066,0.0006220937,0.0,0.0,-0.001,0
4760000,0.12999958,0.14193414,0.0006175041,0.0,0.0,-0.001,0
4780000,0.13006026,0.1415475,0.0007009506,0.0,0.0,-0.001,0
4800000,0.12975146,0.14105353,0.00061249733,0.0,0.0,-0.001,0
4820000,0.1295745,0.14065175,0.00069093704,0.0,0.0,-0.001,0
4836000,0.1293271,0.14027165,0.0006713271,0.0,0.0,-0.001,0
4856000,0.1289017,0.13952452,0.00062835217,0.0,0.0,-0.001,0
4876000,0.12850854,0.13939688,0.0007276535,0.0,0.0,-0.001,0
4900000,0.1278196,0.13895588,0.0008928776,0.0,0.0,-0.001,0
4920000,0.12728196,0.13907152,0.000757277,0.0,0.0,-0.001,0
4940000,0.12696365,0.13867152,0.0008624196,0.0,0.0,-0.001,0
4956000,0.12660512,0.13847326,0.00079482794,0.0,0.0,-0.001,0
4980000,0.12618345,0.13834044,0.00072556734,0.0,0.0,-0.001,0
4996000,0.1258903,0.13833086,0.0006901026,0.0,0.0,-0.001,0
5020000,0.12499613,0.13836163,0.0006700754,0.0,0.0,-0.001,0
5036000,0.12450716,0.13837302,0.00058329105,0.0,0.0,-0.001,0
5056000,0.12411673,0.13812616,0.0005570054,0.0,0.0,-0.001,0
5076000,0.123523034,0.13809085,0.00043559074,0.0,0.0,-0.001,0
5096000,0.1231146,0.13797659,0.00048148632,0.0,0.0,-0.001,0
5116000,0.12267223,0.1379147,0.00044184923,0.0,0.0,-0.001,0
5140000,0.12200913,0.13759413,0.00044310093,0.0,0.0,-0.001,0
5160000,0.121694535,0.13736525,0.0005094409,0.0,0.0,-0.001,0
5176000,0.12151901,0.13731688,0.0006020665,0.0,0.0,-0.001,0
5196000,0.12119115,0.13750139,0.0006483793,0.0,0.0,-0.001,0
5220000,0.12079521,0.13736454,0.0006529689,0.0,0.0,-0.001,0
5240000,0.12062476,0.13733773,0.0006133318,0.0,0.0,-0.001,0
5256000,0.12039585,0.13733009,0.00062835217,0.0,0.0,-0.001,0
5280000,0.1201182,0.13746578,0.00057411194,0.0,0.0,-0.001,0
5300000,0.1198907,0.13765176,0.0006996989,0.0,0.0,-0.001,0
5316000,0.11969721,0.13772684,0.0008223653,0.0,0.0,-0.001,0
5336000,0.11946392,0.13774945,0.0006521344,0.0,0.0,-0.001,0
5356000,0.11944905,0.13772023,0.0007314086,0.0,0.0,-0.001,0
5376000,0.118980795,0.13788532,0.0006763339,0.0,0.0,-0.001,0
5396000,0.11886215,0.13787404,0.0008060932,0.0,0.0,-0.001,0
5420000,0.1184068,0.1377505,0.0008111,0.0,0.0,-0.001,0
5436000,0.1181159,0.13760781,0.0007055402,0.0,0.0,-0.001,0
5456000,0.118143275,0.13779855,0.00059330463,0.0,0.0,-0.001,0
5476000,0.117922515,0.13773376,0.00067424774,0.0,0.0,-0.001,0
5496000,0.11765382,0.13774094,0.0005816221,0.0,0.0,-0.001,0
5520000,0.117397204,0.13766031,0.00058579445,0.0,0.0,-0.001,0
5536000,0.11722427,0.13755795,0.0006070733,0.0,0.0,-0.001,0
5560000,0.1172722,0.1374724,0.0005887151,0.0,0.0,-0.001,0
5580000,0.117325366,0.13750784,0.00068718195,0.0,0.0,-0.001,0
5596000,0.117306985,0.13739078,0.00066256523,0.0,0.0,-0.001,0
5620000,0.117398046,0.13704263,0.00063210726,0.0,0.0,-0.001,0
5636000,0.11739084,0.13691805,0.0006245971,0.0,0.0,-0.001,0
