timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
3344000,3344000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3348000,3348000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3444000,3444000,0.0,0.0,0.0,2.968591e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
3544000,3544000,1.11366714e-11,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3644000,3644000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3744000,3744000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3844000,3844000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3944000,3944000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4044000,4044000,0.0020000013,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4144000,4144000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4244000,4244000,0.0020000036,1.8626451e-09,0.001999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4340000,4340000,0.0020000027,1.8626451e-09,0.0019999961,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4444000,4444000,0.0019999987,0.0,0.0020000003,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
4544000,4544000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4644000,4644000,0.0020000003,0.0,0.0020000022,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4744000,4744000,0.0019999985,0.0,0.0019999985,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4844000,4844000,0.0020000017,3.7252903e-09,0.0019999973,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4940000,4940000,0.0019999992,1.8626451e-09,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5044000,5044000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5144000,5144000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5240000,5240000,0.0019999992,1.8626451e-09,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5340000,5340000,0.0019999978,0.0,0.0019999992,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
5440000,5440000,0.0019999973,3.7252903e-09,0.0019999978,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5544000,5544000,0.002000002,0.0,0.0020000015,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5640000,5640000,0.0019999994,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5740000,5740000,0.0020000008,1.8626451e-09,0.0019999961,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5844000,5844000,0.0020000013,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5944000,5944000,0.0019999999,0.0,0.0020000017,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6044000,6044000,0.0020000013,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6144000,6144000,0.0019999964,0.0,0.0020000008,3.7252903e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
6244000,6244000,0.002000001,9.313226e-10,0.0019999968,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6344000,6344000,0.0020000013,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6444000,6444000,0.0019999975,1.8626451e-09,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6544000,6544000,0.0019999985,0.0,0.0020000022,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6644000,6644000,0.0019999994,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6744000,6744000,0.0020000013,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
