timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
3996000,3996000,197388,0.01636749,-0.21190171,0.4328792,11.832727,0
4992000,4992000,197388,0.010195808,-0.20989197,0.433321,11.832727,0
6000000,6000000,197388,0.015113272,-0.21213068,0.42134902,11.832727,0
6992000,6992000,197388,0.0086061815,-0.21512343,0.4274948,11.832727,0
7992000,7992000,197388,0.004915655,-0.215839,0.43087396,11.832727,0
8988000,8988000,197388,0.0038563528,-0.21532741,0.4294856,11.832727,0
9996000,9996000,197388,0.0052726218,-0.21947537,0.4302881,11.832727,0
10992000,10992000,197388,0.007932492,-0.21861626,0.43428868,11.832727,0
12000000,12000000,197388,0.012355498,-0.21512793,0.42886677,11.832727,0
12996000,12996000,197388,0.0068583176,-0.22045997,0.4273143,11.832727,0
13992000,13992000,197388,0.016069464,-0.21492942,0.43688127,11.832727,0
15000000,15000000,197388,0.008351532,-0.21028289,0.43180272,11.832727,0
15996000,15996000,197388,0.013712267,-0.21713233,0.43189234,11.832727,0
16992000,16992000,197388,0.011703953,-0.21563804,0.42874077,11.832727,0
18000000,18000000,197388,0.0068106474,-0.21915516,0.4292509,11.832697,0
18992000,18992000,197388,0.018735787,-0.218681,0.4250566,11.830469,0
19992000,19992000,197388,0.015963366,-0.22883576,0.42574012,11.826105,0
21000000,21000000,197388,0.012337118,-0.21833919,0.42984894,11.821741,0
21996000,21996000,197388,0.007557086,-0.21764986,0.43414986,11.8193,0
22992000,22992000,197388,0.004439939,-0.21846545,0.42772016,11.818079,0
24000000,24000000,197388,0.0116671445,-0.2168271,0.42822734,11.8172245,0
24996000,24996000,197388,0.009316802,-0.2153454,0.4263482,11.816553,0
25992000,25992000,197388,0.011092857,-0.22024201,0.42483184,11.816156,0
26988000,26988000,197388,0.006982056,-0.21757627,0.42808312,11.815973,0
27996000,27996000,197388,0.0077056442,-0.21698633,0.43193716,11.81579,0
28992000,28992000,197388,0.009907103,-0.22101024,0.4309169,11.815607,0
30000000,30000000,197388,0.0070964834,-0.21169347,0.43579906,11.815424,0
30996000,30996000,197388,0.0101679005,-0.21183422,0.4323582,11.815271,0
31992000,31992000,197388,0.01172751,-0.21402752,0.43062562,11.81518,0
32984000,32984000,197388,0.010078393,-0.2172859,0.4292151,11.815149,0
33996000,33996000,197388,0.009602283,-0.21842167,0.4306824,11.815149,0
34992000,34992000,197388,0.0132382745,-0.22082616,0.4262163,11.815729,0
36000000,36000000,197388,0.009836881,-0.214992,0.42566425,11.820429,0
36996000,36996000,197388,0.006095955,-0.20519242,0.42709753,11.8250675,0
37992000,37992000,197388,0.007434352,-0.21225196,0.42523614,11.829676,0
38984000,38984000,197388,0.013445696,-0.20917083,0.42780066,11.831873,0
39996000,39996000,197388,0.002708026,-0.21004066,0.4272844,11.829157,0
40992000,40992000,197388,0.013752225,-0.21758921,0.4251907,11.830713,0
42000000,42000000,197388,0.014457209,-0.21710494,0.4270043,11.832727,0
42992000,42992000,197388,0.014275345,-0.2195406,0.4250043,11.832727,0
43992000,43992000,197388,0.015486436,-0.22273415,0.4232753,11.832727,0
45000000,45000000,197388,0.019227372,-0.21456045,0.42331082,11.832727,0
45996000,45996000,197388,0.0065695946,-0.21688642,0.4249026,11.832727,0
46992000,46992000,197388,0.009682858,-0.21903706,0.4285216,11.832727,0
47984000,47984000,197388,0.015141226,-0.21414153,0.43657148,11.832727,0
48996000,48996000,197388,0.021103514,-0.21788827,0.42538616,11.832727,0
