timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
3500000,3385115,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3900000,3781465,0.0,0.0006988525,0.0,0,0,0,0,0,0,0,0,0,0,0
4300000,4181676,0.0007526839,0.00033007824,0.0,1,0,0,0,0,0,0,0,0,0,0
4700000,4581804,3.0107389e-05,0.0002161671,0.00089442724,1,0,0,0,0,0,0,0,0,0,0
5100000,4981882,2.8903092e-05,0.00020752041,0.00085865014,1,0,0,0,0,0,0,0,0,0,0
5500000,5381929,2.7746968e-05,0.0006997079,0.00083938387,1,0,0,0,0,0,0,0,0,0,0
5900000,5781957,2.6637088e-05,7.052324e-05,0.0011830649,1,0,0,0,0,0,0,0,0,0,0
6300000,6181974,2.5571604e-05,0.00056819065,0.0011357423,1,0,0,0,0,0,0,0,0,0,0
6700000,6581985,2.4548739e-05,0.0005531699,0.00065659103,1,0,0,0,0,0,0,0,0,0,0
7100000,6981991,2.3566789e-05,0.00063175114,0.00054511445,1,0,0,0,0,0,0,0,0,0,0
7500000,7381995,2.2624117e-05,8.336501e-06,0.00022748264,1,0,0,0,0,0,0,0,0,0,0
7900000,7781997,2.1719152e-05,0.00019341298,0.00038479947,1,0,0,0,0,0,0,0,0,0,0
8300000,8181998,2.0850386e-05,8.4968444e-05,0.0011297745,1,0,0,0,0,0,0,0,0,0,0
8700000,8581999,2.001637e-05,8.1569706e-05,0.00032800916,1,0,0,0,0,0,0,0,0,0,0
9100000,8982000,1.9215715e-05,0.00022076539,0.0003148888,1,0,0,0,0,0,0,0,0,0,0
9500000,9382000,1.8447086e-05,0.00028855357,0.00067262474,1,0,0,0,0,0,0,0,0,0,0
9900000,9782000,1.7709202e-05,0.00117728,0.00059761154,1,0,0,0,0,0,0,0,0,0,0
10300000,10182000,0.00076968473,0.001227845,0.0003322659,1,0,0,0,0,0,0,0,0,0,0
10700000,10582000,1.3786601e-05,0.00068129454,0.00031897522,1,0,0,0,0,0,0,0,0,0,0
11100000,10982000,1.3235137e-05,0.0005533347,0.0008827995,1,0,0,0,0,0,0,0,0,0,0
11500000,11382000,1.2705731e-05,0.0010709716,0.001170115,1,0,0,0,0,0,0,0,0,0,0
11900000,11782000,0.0011120163,0.0007260087,0.0011233103,1,0,0,0,0,0,0,0,0,0,0
12300000,12182000,4.5993544e-05,0.00020330033,0.0010783778,1,0,0,0,0,0,0,0,0,0,0
12700000,12582000,4.41538e-05,6.2477193e-06,0.000510449,1,0,0,0,0,0,0,0,0,0,0
13100000,12982000,4.2387648e-05,0.00020436208,0.0008841347,1,0,0,0,0,0,0,0,0,0,0
13500000,13382000,4.0692143e-05,0.00059596787,0.0003740399,1,0,0,0,0,0,0,0,0,0,0
13900000,13782000,0.00074369845,0.00067283714,0.0007509835,1,0,0,0,0,0,0,0,0,0,0
14300000,14182000,0.0007931685,0.0008473397,0.00032942832,1,0,0,0,0,0,0,0,0,0,0
14700000,14582000,3.5714198e-05,0.00031295774,0.000505206,1,0,0,0,0,0,0,0,0,0,0
15100000,14982000,3.428563e-05,0.00040114744,0.0010131842,1,0,0,0,0,0,0,0,0,0,0
15500000,15382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
15900000,15782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
16300000,16182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
16700000,16582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
17100000,16982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
17500000,17382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
17900000,17782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
18300000,18182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
18700000,18582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
19100000,18982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
19500000,19382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
19900000,19782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
20300000,20182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
20700000,20582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21100000,20982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21500000,21382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21900000,21782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
22300000,22182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
22700000,22582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23100000,22982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23500000,23382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23900000,23782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
24300000,24182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
24700000,24582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25100000,24982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25500000,25382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25900000,25782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
26300000,26182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
26700000,26582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27100000,26982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27500000,27382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27900000,27782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
28300000,28182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
28700000,28582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
29100000,28982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
29500000,29382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
29900000,29782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
30300000,30182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
30700000,30582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
31100000,30982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
31500000,31382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
31900000,31782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
32300000,32182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
32700000,32582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
33100000,32982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
33500000,33382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
33900000,33782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
34300000,34182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
34700000,34582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
35100000,34982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
35500000,35382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
35900000,35782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
36300000,36178000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
36700000,36582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
37100000,36982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
37500000,37382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
37900000,37782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
38300000,38182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
38700000,38582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
39100000,38982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
39500000,39382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
39900000,39782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
40300000,40182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
40700000,40582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
41100000,40982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
41500000,41382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
41900000,41782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
42300000,42182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
42700000,42582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
43100000,42982000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
43500000,43382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
43900000,43782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
44300000,44182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
44700000,44582000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
45100000,44978000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
45500000,45382000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
45900000,45782000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
46300000,46182000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
46700000,46582000,0.0007526839,0.0003997803,0.00080000004,1,0,0,0,0,0,0,0,0,0,1
47100000,46982000,0.0007225765,0.00031811526,0.001168,1,0,0,0,0,0,0,0,0,0,1
47500000,47382000,0.00069367344,0.00069558603,0.001190491,1,0,0,0,0,0,0,0,0,0,1
47900000,47782000,0.0006659265,0.0007684706,0.0011428713,1,0,0,0,0,0,0,0,0,0,1
48300000,48182000,0.00063928944,0.000835388,0.0018784272,1,0,0,0,0,0,0,0,0,0,1
48700000,48582000,0.0006137178,0.0008978568,0.001917207,1,0,0,0,0,0,0,0,0,0,1
