timestamp,timestamp_sample,device_id,pressure,temperature,error_count
4088000,4088000,6620428,95605.4,11.832727,0
5072000,5072000,6620428,95606.04,11.832727,0
6080000,6080000,6620428,95606.85,11.832727,0
7088000,7088000,6620428,95605.51,11.832727,0
8072000,8072000,6620428,95607.92,11.832727,0
9080000,9080000,6620428,95605.695,11.832727,0
10088000,10088000,6620428,95606.82,11.832727,0
11068000,11068000,6620428,95603.83,11.832727,0
12080000,12080000,6620428,95607.35,11.832727,0
13088000,13088000,6620428,95605.48,11.832727,0
14068000,14068000,6620428,95604.06,11.832727,0
15080000,15080000,6620428,95606.375,11.832727,0
16088000,16088000,6620428,95605.34,11.832727,0
17072000,17072000,6620428,95606.766,11.832727,0
18080000,18080000,6620428,95606.07,11.832727,0
19088000,19088000,6620428,95606.29,11.832727,0
20072000,20072000,6620428,95606.7,11.832727,0
21080000,21080000,6620428,95607.195,11.832727,0
22088000,22088000,6620428,95606.73,11.832727,0
23072000,23072000,6620428,95605.52,11.832727,0
24080000,24080000,6620428,95607.58,11.832727,0
25088000,25088000,6620428,95605.26,11.832727,0
26072000,26072000,6620428,95606.55,11.832727,0
27080000,27080000,6620428,95607.336,11.832727,0
28088000,28088000,6620428,95607.1,11.832727,0
29068000,29068000,6620428,95605.984,11.832727,0
30080000,30080000,6620428,95607.05,11.832727,0
31088000,31088000,6620428,95605.84,11.832727,0
32072000,32072000,6620428,95605.234,11.832727,0
33080000,33080000,6620428,95604.45,11.832727,0
34084000,34084000,6620428,95608.05,11.832727,0
35072000,35072000,6620428,95606.32,11.832605,0
36080000,36080000,6620428,95599.59,11.829584,0
37088000,37088000,6620428,95589.625,11.823328,0
38072000,38072000,6620428,95575.445,11.815729,0
39080000,39080000,6620428,95561.97,11.80694,0
40088000,40088000,6620428,95544.695,11.797419,0
41072000,41072000,6620428,95526.97,11.787714,0
42080000,42080000,6620428,95510.74,11.778101,0
43088000,43088000,6620428,95498.62,11.771296,0
44068000,44068000,6620428,95495.625,11.7686405,0
45080000,45080000,6620428,95491.89,11.768274,0
46088000,46088000,6620428,95493.02,11.768671,0
47072000,47072000,6620428,95494.94,11.768671,0
48076000,48076000,6620428,95493.29,11.768549,0
49088000,49088000,6620428,95493.04,11.768457,0
50072000,50072000,6620428,95492.3,11.768366,0
51080000,51080000,6620428,95493.836,11.768274,0
52088000,52088000,6620428,95492.836,11.768183,0
53072000,53072000,6620428,95490.8,11.768061,0
54080000,54080000,6620428,95491.77,11.767939,0
55084000,55084000,6620428,95490.94,11.767786,0
56072000,56072000,6620428,95490.75,11.767725,0
57080000,57080000,6620428,95491.836,11.767664,0
58084000,58084000,6620428,95492.06,11.767572,0
59072000,59072000,6620428,95493.18,11.767542,0
60080000,60080000,6620428,95492.01,11.767572,0
61088000,61088000,6620428,95491.836,11.767633,0
62068000,62068000,6620428,95492.23,11.767664,0
63080000,63080000,6620428,95489.266,11.767694,0
64088000,64088000,6620428,95491.24,11.767603,0
65072000,65072000,6620428,95490.805,11.767328,0
66080000,66080000,6620428,95491.73,11.767389,0
67088000,67088000,6620428,95490.125,11.767267,0
68072000,68072000,6620428,95492.08,11.767572,0
