timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
4564000,0.12808678,0.15249477,0.00074642897,0.0,0.0,-0.001,0
4568000,0.12815602,0.15248178,0.00070512295,0.0,0.0,-0.001,0
4580000,0.12854123,0.15263464,0.000787735,0.0,0.0,-0.001,0
4604000,0.12897982,0.1528654,0.0006750822,0.0,0.0,-0.001,0
4620000,0.12913676,0.15327807,0.00072056055,0.0,0.0,-0.001,0
4640000,0.12929371,0.15356115,0.0007080436,0.0,0.0,-0.001,0
4664000,0.12943053,0.15376256,0.00069719553,0.0,0.0,-0.001,0
4684000,0.1295892,0.15385391,0.00061917305,0.0,0.0,-0.001,0
4704000,0.1295672,0.15353301,0.0006596446,0.0,0.0,-0.001,0
4724000,0.12968196,0.15361081,0.0005862117,0.0,0.0,-0.001,0
4744000,0.1297111,0.1534625,0.00059497356,0.0,0.0,-0.001,0
4764000,0.12971519,0.15335979,0.00053572655,0.0,0.0,-0.001,0
4784000,0.12968522,0.15321518,0.00061541796,0.0,0.0,-0.001,0
4804000,0.12967911,0.15299767,0.0005457401,0.0,0.0,-0.001,0
4820000,0.12965517,0.152872,0.0004284978,0.0,0.0,-0.001,0
4844000,0.12955296,0.15320167,0.0005373955,0.0,0.0,-0.001,0
4860000,0.12972748,0.15319955,0.00054448843,0.0,0.0,-0.001,0
4884000,0.12969685,0.15311787,0.0005732775,0.0,0.0,-0.001,0
4900000,0.1293531,0.15240002,0.00061917305,0.0,0.0,-0.001,0
4924000,0.12892306,0.15157369,0.0005607605,0.0,0.0,-0.001,0
4940000,0.12851335,0.15083219,0.00062668324,0.0,0.0,-0.001,0
4964000,0.12771457,0.1499368,0.00071054697,0.0,0.0,-0.001,0
4984000,0.12688981,0.14909197,0.0006700754,0.0,0.0,-0.001,0
5004000,0.12582803,0.14872666,0.00073474646,0.0,0.0,-0.001,0
5020000,0.12525247,0.14825392,0.0006763339,0.0,0.0,-0.001,0
5044000,0.12430616,0.14754766,0.00061792135,0.0,0.0,-0.001,0
5064000,0.12364219,0.14721875,0.0005953908,0.0,0.0,-0.001,0
5084000,0.123312786,0.1470303,0.0005373955,0.0,0.0,-0.001,0
5100000,0.12267682,0.14671555,0.0005457401,0.0,0.0,-0.001,0
5124000,0.12108149,0.14602897,0.0004852414,0.0,0.0,-0.001,0
5140000,0.1204818,0.1452686,0.00049066544,0.0,0.0,-0.001,0
5164000,0.119091295,0.14453007,0.00039470196,0.0,0.0,-0.001,0
5180000,0.1183849,0.14405699,0.0003851056,0.0,0.0,-0.001,0
5204000,0.11718194,0.14332205,0.0004723072,0.0,0.0,-0.001,0
5220000,0.11639327,0.14277856,0.0004017949,0.0,0.0,-0.001,0
5244000,0.11541048,0.14210352,0.00040096045,0.0,0.0,-0.001,0
5264000,0.114851646,0.14178072,0.0005373955,0.0,0.0,-0.001,0
5284000,0.1141715,0.14173596,0.0005119443,0.0,0.0,-0.001,0
5300000,0.11388179,0.14157242,0.0005373955,0.0,0.0,-0.001,0
5320000,0.11359792,0.141124,0.0005415678,0.0,0.0,-0.001,0
5344000,0.11329017,0.14076756,0.00056284666,0.0,0.0,-0.001,0
5364000,0.113154,0.14052427,0.0005428195,0.0,0.0,-0.001,0
5380000,0.11293767,0.14052604,0.0005144477,0.0,0.0,-0.001,0
5404000,0.11284024,0.14030133,0.0005736947,0.0,0.0,-0.001,0
5420000,0.11261038,0.14025685,0.00054991245,0.0,0.0,-0.001,0
5444000,0.11271611,0.14003222,0.0004698038,0.0,0.0,-0.001,0
5460000,0.112413414,0.13996547,0.00048565865,0.0,0.0,-0.001,0
5480000,0.11214868,0.13996221,0.0005841255,0.0,0.0,-0.001,0
5500000,0.11196483,0.13981026,0.00057661533,0.0,0.0,-0.001,0
5524000,0.11175129,0.13951184,0.0005156994,0.0,0.0,-0.001,0
