timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
135036000,1,0,1,0,0,0,0
135540000,1,0,1,0,0,0,0
136044000,1,0,1,0,0,0,0
136548000,1,0,1,0,0,0,0
137052000,1,0,1,0,0,0,0
137556000,1,0,1,0,0,0,0
138060000,1,0,1,0,0,0,0
138564000,1,0,1,0,0,0,0
139068000,1,0,1,0,0,0,0
139572000,1,0,1,0,0,0,0
140076000,1,0,1,0,0,0,0
140580000,1,0,1,0,0,0,0
141084000,1,0,1,0,0,0,0
141588000,1,0,1,0,0,0,0
142092000,1,0,1,0,0,0,0
142596000,1,0,1,0,0,0,0
143100000,1,0,1,0,0,0,0
143604000,1,0,1,0,0,0,0
144108000,1,0,1,0,0,0,0
144612000,1,0,1,0,0,0,0
145116000,1,0,1,0,0,0,0
145620000,1,0,1,0,0,0,0
146124000,1,0,1,0,0,0,0
146580000,1,0,1,0,0,0,0
147084000,1,0,1,0,0,0,0
147588000,1,0,1,0,0,0,0
148092000,1,0,1,0,0,0,0
148536000,0,0,1,0,0,0,0
148548000,0,0,1,0,0,0,0
149052000,0,0,1,0,0,0,0
