timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
3764000,32767,32767,32767,32767,32767,32767
3768000,32767,32767,32767,32767,32767,32767
3772000,32767,32767,32767,32767,32767,32767
3776000,32767,32767,32767,0,32767,32767
3780000,32767,32767,32767,32767,32767,32767
3784000,32767,32767,32767,32767,32767,32767
3788000,32767,32767,32767,32767,32767,32767
3792000,32767,32767,32767,32767,32767,32767
3796000,32767,32767,32767,32767,32767,32767
3800000,32767,32767,32767,0,32767,32767
3804000,32767,32767,32767,32767,32767,32767
3808000,32767,32767,32767,32767,32767,32767
3812000,32767,32767,32767,32767,32767,32767
3816000,32767,32767,32767,32767,32767,32767
3820000,32767,32767,32767,32767,32767,32767
3824000,32767,32767,32767,32767,32767,32767
3828000,32767,32767,32767,32767,32767,32767
3832000,32767,32767,32767,32767,32767,32767
3836000,32767,32767,32767,32767,32767,32767
3840000,32767,32767,32767,32767,32767,32767
3844000,32767,32767,32767,32767,32767,32767
3848000,32767,32767,32767,32767,32767,32767
3852000,32767,32767,32767,32767,32767,32767
3856000,32767,32767,32767,32767,32767,32767
3860000,32767,32767,32767,32767,32767,32767
3864000,32767,32767,32767,32767,32767,32767
3868000,32767,32767,32767,32767,32767,32767
3872000,32767,32767,32767,32767,0,32767
3876000,32767,32767,32767,32767,32767,32767
3880000,32767,32767,32767,32767,32767,32767
3884000,32767,32767,32767,32767,0,32767
3888000,32767,32767,32767,32767,32767,32767
3892000,32767,32767,32767,32767,32767,32767
3896000,32767,32767,32767,0,32767,32767
3900000,32767,32767,32767,32767,32767,32767
3904000,32767,32767,32767,32767,32767,32767
3908000,32767,32767,32767,32767,32767,32767
3912000,32767,32767,32767,32767,32767,32767
3916000,32767,32767,32767,32767,32767,32767
3920000,32767,32767,32767,32767,32767,32767
3924000,32767,32767,32767,-40,32767,32767
3928000,32767,32767,32767,32767,32767,32767
3932000,32767,32767,32767,32767,32767,32767
3936000,32767,32767,32767,32767,32767,32767
3940000,32767,32767,32767,32767,32767,32767
3944000,32767,32767,32767,32767,32767,32767
3948000,32767,32767,32767,32767,32767,32767
3952000,32767,32767,32767,32767,32767,32767
3956000,32767,32767,32767,32767,32767,32767
3960000,32767,32767,32767,32767,32767,32767
3964000,32767,32767,32767,32767,32767,32767
3968000,32767,32767,32767,32767,32767,32767
3972000,32767,32767,32767,32767,32767,32767
3976000,32767,32767,32767,32767,32767,32767
3980000,32767,32767,32767,32767,32767,32767
3984000,32767,32767,32767,32767,32767,32767
3988000,32767,32767,32767,32767,32767,32767
3992000,32767,32767,32767,32767,32767,32767
3996000,32767,32767,32767,32767,32767,32767
4000000,32767,32767,32767,32767,32767,32767
4004000,32767,32767,32767,32767,32767,32767
4008000,32767,32767,32767,32767,32767,32767
4012000,32767,32767,32767,32767,32767,32767
4016000,32767,32767,32767,0,0,32767
4020000,32767,32767,32767,32767,32767,32767
4024000,32767,32767,32767,32767,32767,32767
4028000,32767,32767,32767,32767,0,32767
4032000,32767,32767,32767,32767,32767,32767
4036000,32767,32767,32767,32767,32767,32767
4040000,32767,32767,32767,0,32767,32767
4044000,32767,32767,32767,32767,32767,32767
4048000,32767,32767,32767,32767,32767,32767
4052000,32767,32767,32767,32767,32767,32767
4056000,32767,32767,32767,32767,32767,32767
4060000,32767,32767,32767,32767,32767,32767
4064000,32767,32767,32767,32767,32767,32767
4068000,32767,32767,32767,32767,32767,32767
4072000,32767,32767,32767,32767,32767,32767
4076000,32767,32767,32767,32767,32767,32767
4080000,32767,32767,32767,32767,32767,32767
4084000,32767,32767,32767,32767,32767,32767
4088000,32767,32767,32767,32767,32767,32767
4092000,32767,32767,32767,32767,32767,32767
4096000,32767,32767,32767,32767,32767,32767
4100000,32767,32767,32767,32767,32767,32767
4104000,32767,32767,32767,32767,32767,32767
4108000,32767,32767,32767,32767,32767,32767
4112000,32767,32767,32767,32767,32767,32767
4116000,32767,32767,32767,32767,32767,32767
4120000,32767,32767,32767,32767,32767,32767
4124000,32767,32767,32767,32767,32767,32767
4128000,32767,32767,32767,32767,32767,32767
4132000,32767,32767,32767,32767,32767,32767
4136000,32767,32767,32767,0,32767,32767
4140000,32767,32767,32767,32767,32767,32767
4144000,32767,32767,32767,32767,32767,32767
4148000,32767,32767,32767,32767,32767,32767
4152000,32767,32767,32767,32767,32767,32767
4156000,32767,32767,32767,0,32767,32767
4160000,32767,32767,32767,32767,32767,32767
4164000,32767,32767,32767,32767,-40,32767
4168000,32767,32767,32767,32767,32767,32767
4172000,32767,32767,32767,32767,32767,32767
4176000,32767,32767,32767,32767,-40,32767
4180000,32767,32767,32767,32767,32767,32767
4184000,32767,32767,32767,32767,32767,32767
4188000,32767,32767,32767,32767,32767,32767
4192000,32767,32767,32767,32767,32767,32767
4196000,32767,32767,32767,32767,32767,32767
4200000,32767,32767,32767,32767,32767,32767
4204000,32767,32767,32767,32767,32767,32767
4208000,32767,32767,32767,32767,32767,32767
4212000,32767,32767,32767,32767,32767,32767
4216000,32767,32767,32767,32767,32767,32767
4220000,32767,32767,32767,32767,32767,32767
4224000,32767,32767,32767,32767,32767,32767
4228000,32767,32767,32767,32767,32767,32767
4232000,32767,32767,32767,32767,32767,32767
4236000,32767,32767,32767,-40,32767,32767
4240000,32767,32767,32767,32767,32767,32767
4244000,32767,32767,32767,32767,32767,32767
4248000,32767,32767,32767,32767,32767,32767
4252000,32767,32767,32767,32767,32767,32767
4256000,32767,32767,32767,32767,32767,32767
4260000,32767,32767,32767,32767,32767,32767
4264000,32767,32767,32767,32767,32767,32767
4268000,32767,32767,32767,32767,32767,32767
4272000,32767,32767,32767,32767,32767,32767
4276000,32767,32767,32767,32767,32767,32767
4280000,32767,32767,32767,32767,32767,32767
4284000,32767,32767,32767,-40,32767,32767
4288000,32767,32767,32767,32767,32767,32767
4292000,32767,32767,32767,32767,32767,32767
4296000,32767,32767,32767,32767,32767,32767
4300000,32767,32767,32767,32767,0,32767
4304000,32767,32767,32767,32767,32767,32767
4308000,32767,32767,32767,32767,32767,32767
4312000,32767,32767,32767,32767,0,32767
4316000,32767,32767,32767,32767,32767,32767
4320000,32767,32767,32767,32767,32767,32767
4324000,32767,32767,32767,32767,32767,32767
4328000,32767,32767,32767,32767,32767,32767
4332000,32767,32767,32767,32767,32767,32767
4336000,32767,32767,32767,32767,32767,32767
4340000,32767,32767,32767,32767,32767,32767
4344000,32767,32767,32767,32767,32767,32767
4348000,32767,32767,32767,32767,32767,32767
4352000,32767,32767,32767,0,32767,32767
4356000,32767,32767,32767,32767,32767,32767
4360000,32767,32767,32767,32767,32767,32767
4364000,32767,32767,32767,32767,32767,32767
4368000,32767,32767,32767,32767,32767,32767
4372000,32767,32767,32767,32767,32767,32767
4376000,32767,32767,32767,32767,32767,32767
4380000,32767,32767,32767,32767,32767,32767
4384000,32767,32767,32767,32767,32767,32767
4388000,32767,32767,32767,32767,32767,32767
4392000,32767,32767,32767,32767,32767,32767
4396000,32767,32767,32767,32767,32767,32767
4400000,32767,32767,32767,32767,32767,32767
4404000,32767,32767,32767,-40,32767,32767
4408000,32767,32767,32767,32767,32767,32767
4412000,32767,32767,32767,32767,32767,32767
4416000,32767,32767,32767,32767,32767,32767
4420000,32767,32767,32767,32767,32767,32767
4424000,32767,32767,32767,32767,32767,32767
4428000,32767,32767,32767,32767,32767,32767
4432000,32767,32767,32767,32767,32767,32767
4436000,32767,32767,32767,32767,0,32767
4440000,32767,32767,32767,32767,32767,32767
4444000,32767,32767,32767,32767,32767,32767
4448000,32767,32767,32767,0,32767,32767
4452000,32767,32767,32767,32767,32767,32767
4456000,32767,32767,32767,32767,32767,32767
4460000,32767,32767,32767,32767,0,32767
4464000,32767,32767,32767,32767,32767,32767
4468000,32767,32767,32767,32767,32767,32767
4472000,32767,32767,32767,32767,32767,32767
4476000,32767,32767,32767,32767,32767,32767
4480000,32767,32767,32767,32767,32767,32767
4484000,32767,32767,32767,32767,32767,32767
4488000,32767,32767,32767,32767,32767,32767
4492000,32767,32767,32767,32767,32767,32767
4496000,32767,32767,32767,32767,32767,32767
4500000,32767,32767,32767,32767,32767,32767
4504000,32767,32767,32767,32767,32767,32767
4508000,32767,32767,32767,32767,32767,32767
4512000,32767,32767,32767,32767,32767,32767
4516000,32767,32767,32767,32767,32767,32767
4520000,32767,32767,32767,0,32767,32767
4524000,32767,32767,32767,32767,32767,32767
4528000,32767,32767,32767,32767,32767,32767
4532000,32767,32767,32767,32767,32767,32767
4536000,32767,32767,32767,32767,32767,32767
4540000,32767,32767,32767,32767,32767,32767
4544000,32767,32767,32767,32767,32767,32767
4548000,32767,32767,32767,32767,32767,32767
4552000,32767,32767,32767,32767,32767,32767
4556000,32767,32767,32767,32767,32767,32767
4560000,32767,32767,32767,32767,32767,32767
4564000,32767,32767,32767,32767,32767,32767
4568000,32767,32767,32767,0,0,32767
4572000,32767,32767,32767,32767,32767,32767
4576000,32767,32767,32767,32767,32767,32767
4580000,32767,32767,32767,32767,32767,32767
4584000,32767,32767,32767,32767,32767,32767
4588000,32767,32767,32767,32767,32767,32767
4592000,32767,32767,32767,32767,32767,32767
4596000,32767,32767,32767,32767,32767,32767
4600000,32767,32767,32767,32767,32767,32767
4604000,32767,32767,32767,32767,32767,32767
4608000,32767,32767,32767,32767,-40,32767
4612000,32767,32767,32767,32767,32767,32767
4616000,32767,32767,32767,32767,32767,32767
4620000,32767,32767,32767,32767,32767,32767
4624000,32767,32767,32767,32767,32767,32767
4628000,32767,32767,32767,32767,32767,32767
4632000,32767,32767,32767,32767,32767,32767
4636000,32767,32767,32767,32767,32767,32767
4640000,32767,32767,32767,32767,32767,32767
4644000,32767,32767,32767,-40,32767,32767
4648000,32767,32767,32767,32767,32767,32767
4652000,32767,32767,32767,32767,32767,32767
4656000,32767,32767,32767,32767,32767,32767
4660000,32767,32767,32767,32767,32767,32767
4664000,32767,32767,32767,32767,32767,32767
4668000,32767,32767,32767,32767,32767,32767
4672000,32767,32767,32767,32767,32767,32767
4676000,32767,32767,32767,32767,32767,32767
4680000,32767,32767,32767,32767,32767,32767
4684000,32767,32767,32767,32767,32767,32767
4688000,32767,32767,32767,32767,32767,32767
4692000,32767,32767,32767,-40,32767,32767
4696000,32767,32767,32767,32767,32767,32767
4700000,32767,32767,32767,32767,0,32767
4704000,32767,32767,32767,32767,32767,32767
4708000,32767,32767,32767,32767,32767,32767
4712000,32767,32767,32767,32767,32767,32767
4716000,32767,32767,32767,32767,32767,32767
4720000,32767,32767,32767,32767,32767,32767
4724000,32767,32767,32767,32767,32767,32767
4728000,32767,32767,32767,32767,32767,32767
4732000,32767,32767,32767,32767,32767,32767
4736000,32767,32767,32767,32767,32767,32767
4740000,32767,32767,32767,32767,32767,32767
4744000,32767,32767,32767,32767,32767,32767
4748000,32767,32767,32767,32767,0,32767
4752000,32767,32767,32767,32767,32767,32767
4756000,32767,32767,32767,32767,32767,32767
4760000,32767,32767,32767,0,32767,32767
4764000,32767,32767,32767,32767,32767,32767
4768000,32767,32767,32767,32767,32767,32767
4772000,32767,32767,32767,32767,32767,32767
4776000,32767,32767,32767,32767,32767,32767
4780000,32767,32767,32767,32767,32767,32767
4784000,32767,32767,32767,32767,32767,32767
4788000,32767,32767,32767,32767,32767,32767
4792000,32767,32767,32767,32767,32767,32767
4796000,32767,32767,32767,32767,32767,32767
4800000,32767,32767,32767,32767,32767,32767
4804000,32767,32767,32767,32767,32767,32767
4808000,32767,32767,32767,0,32767,32767
4812000,32767,32767,32767,32767,32767,32767
4816000,32767,32767,32767,32767,32767,32767
4820000,32767,32767,32767,32767,32767,32767
4824000,32767,32767,32767,32767,32767,32767
4828000,32767,32767,32767,32767,32767,32767
4832000,32767,32767,32767,32767,32767,32767
4836000,32767,32767,32767,32767,32767,32767
4840000,32767,32767,32767,32767,32767,32767
4844000,32767,32767,32767,32767,0,32767
4848000,32767,32767,32767,32767,32767,32767
4852000,32767,32767,32767,32767,32767,32767
4856000,32767,32767,32767,32767,32767,32767
4860000,32767,32767,32767,32767,32767,32767
4864000,32767,32767,32767,32767,32767,32767
4868000,32767,32767,32767,32767,32767,32767
4872000,32767,32767,32767,32767,32767,32767
4876000,32767,32767,32767,32767,32767,32767
4880000,32767,32767,32767,0,32767,32767
4884000,32767,32767,32767,32767,32767,32767
4888000,32767,32767,32767,32767,32767,32767
4892000,32767,32767,32767,32767,0,32767
4896000,32767,32767,32767,32767,32767,32767
4900000,32767,32767,32767,32767,32767,32767
4904000,32767,32767,32767,32767,32767,32767
4908000,32767,32767,32767,32767,32767,32767
4912000,32767,32767,32767,32767,32767,32767
4916000,32767,32767,32767,32767,32767,32767
4920000,32767,32767,32767,32767,32767,32767
4924000,32767,32767,32767,32767,32767,32767
4928000,32767,32767,32767,32767,32767,32767
4932000,32767,32767,32767,-40,32767,32767
4936000,32767,32767,32767,32767,32767,32767
4940000,32767,32767,32767,32767,32767,32767
4944000,32767,32767,32767,32767,32767,32767
4948000,32767,32767,32767,32767,32767,32767
4952000,32767,32767,32767,32767,32767,32767
4956000,32767,32767,32767,32767,32767,32767
4960000,32767,32767,32767,32767,32767,32767
4964000,32767,32767,32767,32767,32767,32767
4968000,32767,32767,32767,32767,32767,32767
4972000,32767,32767,32767,32767,32767,32767
4976000,32767,32767,32767,32767,32767,32767
4980000,32767,32767,32767,32767,32767,32767
4984000,32767,32767,32767,32767,32767,32767
4988000,32767,32767,32767,32767,32767,32767
4992000,32767,32767,32767,32767,-40,32767
4996000,32767,32767,32767,32767,32767,32767
5000000,32767,32767,32767,32767,32767,32767
5004000,32767,32767,32767,-40,32767,32767
5008000,32767,32767,32767,32767,32767,32767
5012000,32767,32767,32767,32767,32767,32767
5016000,32767,32767,32767,32767,32767,32767
5020000,32767,32767,32767,32767,32767,32767
5024000,32767,32767,32767,32767,32767,32767
5028000,32767,32767,32767,32767,32767,32767
5032000,32767,32767,32767,32767,32767,32767
5036000,32767,32767,32767,32767,32767,32767
5040000,32767,32767,32767,32767,-40,32767
5044000,32767,32767,32767,32767,32767,32767
5048000,32767,32767,32767,32767,32767,32767
5052000,32767,32767,32767,-40,32767,32767
5056000,32767,32767,32767,32767,32767,32767
5060000,32767,32767,32767,32767,32767,32767
5064000,32767,32767,32767,32767,32767,32767
5068000,32767,32767,32767,32767,32767,32767
5072000,32767,32767,32767,32767,32767,32767
5076000,32767,32767,32767,32767,32767,32767
5080000,32767,32767,32767,32767,32767,32767
5084000,32767,32767,32767,32767,32767,32767
5088000,32767,32767,32767,32767,32767,32767
5092000,32767,32767,32767,32767,32767,32767
5096000,32767,32767,32767,32767,32767,32767
5100000,32767,32767,32767,32767,32767,32767
5104000,32767,32767,32767,32767,32767,32767
5108000,32767,32767,32767,32767,32767,32767
5112000,32767,32767,32767,32767,32767,32767
5116000,32767,32767,32767,32767,32767,32767
5120000,32767,32767,32767,32767,32767,32767
5124000,32767,32767,32767,-40,32767,32767
5128000,32767,32767,32767,32767,32767,32767
5132000,32767,32767,32767,32767,32767,32767
5136000,32767,32767,32767,32767,-40,32767
5140000,32767,32767,32767,32767,32767,32767
5144000,32767,32767,32767,32767,32767,32767
5148000,32767,32767,32767,32767,32767,32767
5152000,32767,32767,32767,32767,32767,32767
5156000,32767,32767,32767,32767,32767,32767
5160000,32767,32767,32767,32767,32767,32767
5164000,32767,32767,32767,32767,32767,32767
5168000,32767,32767,32767,32767,32767,32767
5172000,32767,32767,32767,-40,32767,32767
5176000,32767,32767,32767,32767,32767,32767
5180000,32767,32767,32767,32767,0,32767
5184000,32767,32767,32767,32767,32767,32767
5188000,32767,32767,32767,32767,32767,32767
5192000,32767,32767,32767,32767,32767,32767
5196000,32767,32767,32767,32767,32767,32767
5200000,32767,32767,32767,32767,32767,32767
5204000,32767,32767,32767,32767,32767,32767
5208000,32767,32767,32767,32767,32767,32767
5212000,32767,32767,32767,32767,32767,32767
5216000,32767,32767,32767,32767,32767,32767
5220000,32767,32767,32767,32767,32767,32767
5224000,32767,32767,32767,32767,32767,32767
5228000,32767,32767,32767,32767,32767,32767
5232000,32767,32767,32767,32767,32767,32767
5236000,32767,32767,32767,0,32767,32767
5240000,32767,32767,32767,32767,32767,32767
5244000,32767,32767,32767,32767,32767,32767
5248000,32767,32767,32767,32767,32767,32767
5252000,32767,32767,32767,32767,32767,32767
5256000,32767,32767,32767,32767,32767,32767
5260000,32767,32767,32767,32767,32767,32767
5264000,32767,32767,32767,0,32767,32767
5268000,32767,32767,32767,32767,32767,32767
5272000,32767,32767,32767,32767,32767,32767
5276000,32767,32767,32767,32767,0,32767
5280000,32767,32767,32767,32767,32767,32767
5284000,32767,32767,32767,32767,32767,32767
5288000,32767,32767,32767,32767,32767,32767
5292000,32767,32767,32767,32767,32767,32767
5296000,32767,32767,32767,32767,32767,32767
5300000,32767,32767,32767,32767,32767,32767
5304000,32767,32767,32767,32767,32767,32767
5308000,32767,32767,32767,32767,32767,32767
5312000,32767,32767,32767,32767,32767,32767
5316000,32767,32767,32767,32767,32767,32767
5320000,32767,32767,32767,32767,32767,32767
5324000,32767,32767,32767,32767,32767,32767
5328000,32767,32767,32767,32767,-40,32767
5332000,32767,32767,32767,32767,32767,32767
5336000,32767,32767,32767,32767,32767,32767
5340000,32767,32767,32767,32767,32767,32767
5344000,32767,32767,32767,32767,32767,32767
5348000,32767,32767,32767,32767,32767,32767
5352000,32767,32767,32767,32767,32767,32767
5356000,32767,32767,32767,32767,32767,32767
5360000,32767,32767,32767,0,32767,32767
5364000,32767,32767,32767,32767,32767,32767
5368000,32767,32767,32767,32767,32767,32767
5372000,32767,32767,32767,32767,32767,32767
5376000,32767,32767,32767,32767,32767,32767
5380000,32767,32767,32767,32767,32767,32767
5384000,32767,32767,32767,32767,32767,32767
5388000,32767,32767,32767,-40,32767,32767
5392000,32767,32767,32767,32767,32767,32767
5396000,32767,32767,32767,32767,32767,32767
5400000,32767,32767,32767,32767,32767,32767
5404000,32767,32767,32767,32767,32767,32767
5408000,32767,32767,32767,32767,32767,32767
5412000,32767,32767,32767,32767,32767,32767
5416000,32767,32767,32767,32767,32767,32767
5420000,32767,32767,32767,32767,0,32767
5424000,32767,32767,32767,32767,32767,32767
5428000,32767,32767,32767,32767,32767,32767
5432000,32767,32767,32767,32767,32767,32767
5436000,32767,32767,32767,32767,32767,32767
5440000,32767,32767,32767,32767,32767,32767
5444000,32767,32767,32767,32767,32767,32767
5448000,32767,32767,32767,32767,32767,32767
5452000,32767,32767,32767,32767,32767,32767
5456000,32767,32767,32767,32767,32767,32767
5460000,32767,32767,32767,32767,32767,32767
5464000,32767,32767,32767,32767,32767,32767
5468000,32767,32767,32767,32767,0,32767
5472000,32767,32767,32767,32767,32767,32767
5476000,32767,32767,32767,32767,32767,32767
5480000,32767,32767,32767,0,32767,32767
5484000,32767,32767,32767,32767,32767,32767
5488000,32767,32767,32767,32767,32767,32767
5492000,32767,32767,32767,32767,32767,32767
5496000,32767,32767,32767,32767,32767,32767
5500000,32767,32767,32767,32767,32767,32767
5504000,32767,32767,32767,32767,32767,32767
5508000,32767,32767,32767,-40,32767,32767
5512000,32767,32767,32767,32767,32767,32767
5516000,32767,32767,32767,32767,32767,32767
5520000,32767,32767,32767,32767,32767,32767
5524000,32767,32767,32767,32767,32767,32767
5528000,32767,32767,32767,32767,32767,32767
5532000,32767,32767,32767,32767,32767,32767
5536000,32767,32767,32767,32767,32767,32767
5540000,32767,32767,32767,32767,32767,32767
5544000,32767,32767,32767,32767,32767,32767
5548000,32767,32767,32767,32767,32767,32767
5552000,32767,32767,32767,32767,32767,32767
5556000,32767,32767,32767,32767,32767,32767
5560000,32767,32767,32767,32767,32767,32767
5564000,32767,32767,32767,32767,0,32767
5568000,32767,32767,32767,32767,32767,32767
5572000,32767,32767,32767,32767,32767,32767
5576000,32767,32767,32767,32767,32767,32767
5580000,32767,32767,32767,32767,32767,32767
5584000,32767,32767,32767,32767,32767,32767
5588000,32767,32767,32767,32767,32767,32767
5592000,32767,32767,32767,32767,32767,32767
5596000,32767,32767,32767,32767,32767,32767
5600000,32767,32767,32767,0,0,32767
5604000,32767,32767,32767,32767,32767,32767
5608000,32767,32767,32767,32767,32767,32767
5612000,32767,32767,32767,32767,32767,32767
5616000,32767,32767,32767,32767,32767,32767
5620000,32767,32767,32767,32767,32767,32767
5624000,32767,32767,32767,0,32767,32767
5628000,32767,32767,32767,32767,32767,32767
5632000,32767,32767,32767,32767,32767,32767
5636000,32767,32767,32767,32767,32767,32767
5640000,32767,32767,32767,32767,32767,32767
5644000,32767,32767,32767,32767,32767,32767
5648000,32767,32767,32767,32767,32767,32767
5652000,32767,32767,32767,32767,32767,32767
5656000,32767,32767,32767,32767,32767,32767
5660000,32767,32767,32767,32767,32767,32767
5664000,32767,32767,32767,32767,32767,32767
5668000,32767,32767,32767,32767,32767,32767
5672000,32767,32767,32767,32767,32767,32767
5676000,32767,32767,32767,32767,32767,32767
5680000,32767,32767,32767,32767,32767,32767
5684000,32767,32767,32767,32767,32767,32767
5688000,32767,32767,32767,32767,32767,32767
5692000,32767,32767,32767,32767,32767,32767
5696000,32767,32767,32767,32767,32767,32767
5700000,32767,32767,32767,32767,32767,32767
5704000,32767,32767,32767,32767,32767,32767
5708000,32767,32767,32767,32767,0,32767
5712000,32767,32767,32767,32767,32767,32767
5716000,32767,32767,32767,32767,32767,32767
5720000,32767,32767,32767,32767,32767,32767
5724000,32767,32767,32767,-40,32767,32767
5728000,32767,32767,32767,32767,32767,32767
5732000,32767,32767,32767,32767,32767,32767
5736000,32767,32767,32767,32767,-40,32767
5740000,32767,32767,32767,32767,32767,32767
5744000,32767,32767,32767,32767,32767,32767
5748000,32767,32767,32767,-40,32767,32767
5752000,32767,32767,32767,32767,32767,32767
5756000,32767,32767,32767,32767,32767,32767
5760000,32767,32767,32767,32767,32767,32767
5764000,32767,32767,32767,32767,32767,32767
5768000,32767,32767,32767,32767,32767,32767
5772000,32767,32767,32767,32767,32767,32767
5776000,32767,32767,32767,32767,32767,32767
5780000,32767,32767,32767,32767,32767,32767
5784000,32767,32767,32767,32767,32767,32767
5788000,32767,32767,32767,32767,32767,32767
5792000,32767,32767,32767,32767,32767,32767
5796000,32767,32767,32767,32767,32767,32767
5800000,32767,32767,32767,32767,32767,32767
5804000,32767,32767,32767,32767,32767,32767
5808000,32767,32767,32767,32767,32767,32767
5812000,32767,32767,32767,32767,32767,32767
5816000,32767,32767,32767,32767,32767,32767
5820000,32767,32767,32767,32767,32767,32767
5824000,32767,32767,32767,32767,32767,32767
5828000,32767,32767,32767,32767,32767,32767
5832000,32767,32767,32767,32767,32767,32767
5836000,32767,32767,32767,32767,32767,32767
5840000,32767,32767,32767,32767,32767,32767
5844000,32767,32767,32767,-40,32767,32767
5848000,32767,32767,32767,32767,32767,32767
5852000,32767,32767,32767,32767,0,32767
5856000,32767,32767,32767,32767,32767,32767
5860000,32767,32767,32767,32767,32767,32767
5864000,32767,32767,32767,0,32767,32767
5868000,32767,32767,32767,32767,32767,32767
5872000,32767,32767,32767,32767,32767,32767
5876000,32767,32767,32767,32767,0,32767
5880000,32767,32767,32767,32767,32767,32767
5884000,32767,32767,32767,32767,32767,32767
5888000,32767,32767,32767,32767,32767,32767
5892000,32767,32767,32767,32767,32767,32767
5896000,32767,32767,32767,32767,32767,32767
5900000,32767,32767,32767,32767,32767,32767
5904000,32767,32767,32767,32767,32767,32767
5908000,32767,32767,32767,32767,32767,32767
5912000,32767,32767,32767,32767,32767,32767
5916000,32767,32767,32767,32767,32767,32767
5920000,32767,32767,32767,32767,32767,32767
5924000,32767,32767,32767,32767,32767,32767
5928000,32767,32767,32767,32767,32767,32767
5932000,32767,32767,32767,32767,32767,32767
5936000,32767,32767,32767,32767,32767,32767
5940000,32767,32767,32767,32767,32767,32767
5944000,32767,32767,32767,32767,32767,32767
5948000,32767,32767,32767,32767,32767,32767
5952000,32767,32767,32767,32767,32767,32767
5956000,32767,32767,32767,32767,32767,32767
5960000,32767,32767,32767,0,32767,32767
