timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
4100000,4100000,197388,0.007437077,-0.21325472,0.42517456,11.832727,0
5096000,5096000,197388,0.0021474552,-0.22133459,0.42639428,11.832727,0
6092000,6092000,197388,0.015113272,-0.21213068,0.42134902,11.832727,0
7100000,7100000,197388,0.009257532,-0.21588932,0.4293177,11.832727,0
8096000,8096000,197388,0.012367152,-0.21877249,0.4291214,11.832727,0
9092000,9092000,197388,0.0064872284,-0.21548793,0.42761135,11.832727,0
10100000,10100000,197388,0.013122527,-0.22469096,0.4364668,11.832727,0
11096000,11096000,197388,0.01223504,-0.214551,0.42681608,11.832727,0
12088000,12088000,197388,0.012355498,-0.21512793,0.42886677,11.832727,0
13100000,13100000,197388,0.0047678626,-0.21322723,0.43104422,11.832727,0
14096000,14096000,197388,0.013806623,-0.21075861,0.42913982,11.832727,0
15092000,15092000,197388,0.008351528,-0.21028315,0.4318026,11.832727,0
16100000,16100000,197388,0.015902739,-0.21358638,0.4247187,11.832727,0
17096000,17096000,197388,0.014759323,-0.21332659,0.4307166,11.832727,0
18092000,18092000,197388,0.007537783,-0.22436151,0.42666173,11.832727,0
19100000,19100000,197388,0.0062962896,-0.22245294,0.42706802,11.832727,0
20096000,20096000,197388,0.008909799,-0.21886243,0.42840114,11.832727,0
21092000,21092000,197388,0.011395425,-0.21616806,0.43096706,11.832727,0
22100000,22100000,197388,0.002216568,-0.21645834,0.43017587,11.832727,0
23096000,23096000,197388,0.006333663,-0.21229388,0.43566465,11.832727,0
24092000,24092000,197388,0.012360697,-0.2153639,0.42894882,11.832727,0
25100000,25100000,197388,0.0030160602,-0.20953725,0.42776597,11.832727,0
26092000,26092000,197388,0.013344519,-0.21319178,0.42389348,11.832727,0
27092000,27092000,197388,0.008179052,-0.21710886,0.4205369,11.832727,0
28100000,28100000,197388,0.013106134,-0.21843944,0.43172842,11.832727,0
29092000,29092000,197388,0.003777491,-0.21990976,0.43110347,11.832727,0
30092000,30092000,197388,0.0068227234,-0.2114226,0.43594107,11.832727,0
31100000,31100000,197388,0.008769005,-0.21337627,0.42411488,11.832727,0
32092000,32092000,197388,0.00809071,-0.21879674,0.42792183,11.832727,0
33092000,33092000,197388,0.00832965,-0.21797997,0.43528476,11.832727,0
34100000,34100000,197388,0.0010019043,-0.21277654,0.43159446,11.832727,0
35092000,35092000,197388,0.010072614,-0.18598711,0.4403689,11.832605,0
36092000,36092000,197388,0.010207262,-0.2237702,0.42112103,11.829584,0
37100000,37100000,197388,0.011050743,-0.22425677,0.42754418,11.823328,0
38092000,38092000,197388,0.01118714,-0.21291776,0.43417102,11.815729,0
39092000,39092000,197388,0.005246177,-0.22228369,0.425458,11.80694,0
40100000,40100000,197388,0.013396792,-0.21398805,0.43176138,11.797419,0
41096000,41096000,197388,0.006229044,-0.21593869,0.44186392,11.78747,0
42092000,42092000,197388,0.0142675135,-0.21722129,0.4269497,11.778101,0
43100000,43100000,197388,0.008584005,-0.21570994,0.4233966,11.771296,0
44096000,44096000,197388,0.28933796,-0.19293445,0.32210714,11.76861,0
45092000,45092000,197388,0.3428977,-0.010978071,0.34054592,11.768274,0
46100000,46100000,197388,0.27237535,-0.05341157,0.39741424,11.768671,0
47096000,47096000,197388,0.27486426,-0.05932481,0.38974634,11.7686405,0
48092000,48092000,197388,0.27645063,-0.06747657,0.3823948,11.768549,0
49100000,49100000,197388,0.28306356,-0.05921444,0.38820395,11.768457,0
50096000,50096000,197388,0.2712327,-0.06549351,0.38577646,11.768366,0
51092000,51092000,197388,0.28187832,-0.05978558,0.3862301,11.768274,0
52100000,52100000,197388,0.28099906,-0.06632721,0.3874129,11.768183,0
53096000,53096000,197388,0.28386256,-0.06930502,0.3815104,11.768061,0
54092000,54092000,197388,0.28280938,-0.06575558,0.38943776,11.767939,0
55100000,55100000,197388,0.28342384,-0.06751224,0.37986028,11.767786,0
56096000,56096000,197388,0.28357756,-0.061353803,0.38416895,11.767725,0
57092000,57092000,197388,0.2890371,-0.06736061,0.38582343,11.767664,0
58100000,58100000,197388,0.27344355,-0.06800201,0.3856013,11.767572,0
59096000,59096000,197388,0.28692922,-0.070392296,0.38729885,11.767542,0
60092000,60092000,197388,0.27530396,-0.06301827,0.38662118,11.767572,0
61100000,61100000,197388,0.28011292,-0.064302735,0.38600436,11.767633,0
62096000,62096000,197388,0.2639145,-0.06747732,0.39015067,11.767664,0
63092000,63092000,197388,0.1889923,-0.060678296,0.4377961,11.767694,0
64100000,64100000,197388,0.1830551,-0.06463823,0.43107802,11.767603,0
65096000,65096000,197388,0.14250176,-0.01742117,0.45964512,11.767328,0
66092000,66092000,197388,0.058764253,-0.16863142,0.4483517,11.767389,0
67100000,67100000,197388,0.07900665,-0.21587697,0.4234965,11.767267,0
68096000,68096000,197388,0.005196029,-0.21515581,0.4302436,11.767572,0
69092000,69092000,197388,0.011682652,-0.20481208,0.43491194,11.767786,0
70100000,70100000,197388,0.009678644,-0.2062584,0.42817068,11.768,0
71096000,71096000,197388,-0.018310668,-0.20954078,0.43295303,11.768335,0
72092000,72092000,197388,-0.060749233,-0.20643048,0.43372086,11.7685795,0
