timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
4516000,0.0,-0.0,1.6210672,0.0,0.6891118,0.0,0.0,0.72465503,0.0,0.0,-0.001,0,0
4524000,0.0,-0.0,1.6211245,0.0,0.6890911,0.0,0.0,0.72467476,0.0,0.0,-0.001,0,0
4564000,0.0,-0.0,1.6210717,0.0,0.6891102,0.0,0.0,0.7246566,0.0,0.0,-0.001,0,0
4612000,0.0,-0.0,1.6208568,0.0,0.6891881,0.0,0.0,0.72458255,0.0,0.0,-0.001,0,0
4668000,0.0,-0.0,1.6206759,0.0,0.6892536,0.0,0.0,0.72452015,0.0,0.0,-0.001,0,0
4716000,0.0,-0.0,1.6207211,0.0,0.68923724,0.0,0.0,0.7245357,0.0,0.0,-0.001,0,0
4764000,0.0,-0.0,1.6209751,0.0,0.6891452,0.0,0.0,0.7246233,0.0,0.0,-0.001,0,0
4812000,0.0,-0.0,1.6212758,0.0,0.68903625,0.0,0.0,0.72472686,0.0,0.0,-0.001,0,0
4868000,0.0,-0.0,1.6216496,0.0,0.6889008,0.0,0.0,0.7248557,0.0,0.0,-0.001,0,0
4916000,0.0,-0.0,1.6217533,0.0,0.6888632,0.0,0.0,0.72489136,0.0,0.0,-0.001,0,0
4964000,0.0,-0.0,1.6217699,0.0,0.6888572,0.0,0.0,0.7248971,0.0,0.0,-0.001,0,0
5012000,0.0,-0.0,1.6215734,0.0,0.6889284,0.0,0.0,0.7248294,0.0,0.0,-0.001,0,0
5068000,0.0,-0.0,1.6215756,0.0,0.6889276,0.0,0.0,0.72483027,0.0,0.0,-0.001,0,0
5116000,0.0,-0.0,1.6217554,0.0,0.68886244,0.0,0.0,0.7248921,0.0,0.0,-0.001,0,0
5164000,0.0,-0.0,1.6219962,0.0,0.6887752,0.0,0.0,0.72497505,0.0,0.0,-0.001,0,0
5212000,0.0,-0.0,1.6223427,0.0,0.68864954,0.0,0.0,0.7250944,0.0,0.0,-0.001,0,0
5268000,0.0,-0.0,1.6225822,0.0,0.68856275,0.0,0.0,0.72517675,0.0,0.0,-0.001,0,0
5316000,0.0,-0.0,1.6226009,0.0,0.68855596,0.0,0.0,0.72518325,0.0,0.0,-0.001,0,0
5364000,0.0,-0.0,1.622527,0.0,0.6885827,0.0,0.0,0.7251578,0.0,0.0,-0.001,0,0
5412000,0.0,-0.0,1.6224809,0.0,0.68859947,0.0,0.0,0.72514194,0.0,0.0,-0.001,0,0
5468000,0.0,-0.0,1.6225444,0.0,0.6885764,0.0,0.0,0.7251639,0.0,0.0,-0.001,0,0
5516000,0.0,-0.0,1.6223507,0.0,0.6886467,0.0,0.0,0.72509706,0.0,0.0,-0.001,0,0
5564000,0.0,-0.0,1.6223906,0.0,0.6886322,0.0,0.0,0.7251108,0.0,0.0,-0.001,0,0
5612000,0.0,-0.0,1.6223539,0.0,0.6886455,0.0,0.0,0.7250983,0.0,0.0,-0.001,0,0
5668000,0.0,-0.0,1.622196,0.0,0.68870276,0.0,0.0,0.72504383,0.0,0.0,-0.001,0,0
5716000,0.0,-0.0,1.6218747,0.0,0.6888192,0.0,0.0,0.72493315,0.0,0.0,-0.001,0,0
5764000,0.0,-0.0,1.6216667,0.0,0.6888946,0.0,0.0,0.7248615,0.0,0.0,-0.001,0,0
5812000,0.0,-0.0,1.6215334,0.0,0.6889429,0.0,0.0,0.7248156,0.0,0.0,-0.001,0,0
5868000,0.0,-0.0,1.6215239,0.0,0.68894637,0.0,0.0,0.7248124,0.0,0.0,-0.001,0,0
5916000,0.0,-0.0,1.6216787,0.0,0.6888903,0.0,0.0,0.7248657,0.0,0.0,-0.001,0,0
5964000,0.0,-0.0,1.6218718,0.0,0.68882024,0.0,0.0,0.72493213,0.0,0.0,-0.001,0,0
6012000,0.0,-0.0,1.622004,0.0,0.6887723,0.0,0.0,0.7249777,0.0,0.0,-0.001,0,0
6068000,0.0,-0.0,1.6220033,0.0,0.68877256,0.0,0.0,0.7249775,0.0,0.0,-0.001,0,0
6116000,0.0,-0.0,1.6220548,0.0,0.68875396,0.0,0.0,0.7249952,0.0,0.0,-0.001,0,0
6164000,0.0,-0.0,1.622158,0.0,0.68871653,0.0,0.0,0.7250308,0.0,0.0,-0.001,0,0
6220000,0.0,-0.0,1.6222795,0.0,0.6886725,0.0,0.0,0.72507256,0.0,0.0,-0.001,0,0
6268000,0.0,-0.0,1.6222506,0.0,0.688683,0.0,0.0,0.7250626,0.0,0.0,-0.001,0,0
6316000,0.0,-0.0,1.6221014,0.0,0.68873703,0.0,0.0,0.7250113,0.0,0.0,-0.001,0,0
6364000,0.0,-0.0,1.6219846,0.0,0.68877935,0.0,0.0,0.72497106,0.0,0.0,-0.001,0,0
6420000,0.0,-0.0,1.6220839,0.0,0.68874335,0.0,0.0,0.7250053,0.0,0.0,-0.001,0,0
6468000,0.0,-0.0,1.6223016,0.0,0.6886645,0.0,0.0,0.72508013,0.0,0.0,-0.001,0,0
6516000,0.0,-0.0,1.622412,0.0,0.68862444,0.0,0.0,0.72511816,0.0,0.0,-0.001,0,0
6564000,0.0,-0.0,1.6226186,0.0,0.6885495,0.0,0.0,0.7251893,0.0,0.0,-0.001,0,0
6620000,0.0,-0.0,1.6227677,0.0,0.68849546,0.0,0.0,0.72524065,0.0,0.0,-0.001,0,0
6668000,0.0,-0.0,1.622928,0.0,0.68843734,0.0,0.0,0.7252959,0.0,0.0,-0.001,0,0
6716000,0.0,-0.0,1.6230017,0.0,0.68841064,0.0,0.0,0.7253212,0.0,0.0,-0.001,0,0
6764000,0.0,-0.0,1.6230739,0.0,0.6883844,0.0,0.0,0.725346,0.0,0.0,-0.001,0,0
6812000,0.0,-0.0,1.6232264,0.0,0.6883291,0.0,0.0,0.7253986,0.0,0.0,-0.001,0,0
6868000,0.0,-0.0,1.6237117,0.0,0.6881531,0.0,0.0,0.72556555,0.0,0.0,-0.001,0,0
6916000,0.0,-0.0,1.6239707,0.0,0.6880591,0.0,0.0,0.72565466,0.0,0.0,-0.001,0,0
6964000,0.0,-0.0,1.6245402,0.0,0.68785244,0.0,0.0,0.7258506,0.0,0.0,-0.001,0,0
7012000,0.0,-0.0,1.6253831,0.0,0.6875465,0.0,0.0,0.7261404,0.0,0.0,-0.001,0,0
7068000,0.0,-0.0,1.6261948,0.0,0.6872517,0.0,0.0,0.7264194,0.0,0.0,-0.001,0,0
7116000,0.0,-0.0,1.62689,0.0,0.6869992,0.0,0.0,0.72665817,0.0,0.0,-0.001,0,0
7164000,0.0,-0.0,1.6273328,0.0,0.68683827,0.0,0.0,0.7268103,0.0,0.0,-0.001,0,0
7220000,0.0,-0.0,1.6274751,0.0,0.68678653,0.0,0.0,0.72685915,0.0,0.0,-0.001,0,0
7268000,0.0,-0.0,1.6275041,0.0,0.68677604,0.0,0.0,0.72686917,0.0,0.0,-0.001,0,0
7316000,0.0,-0.0,1.627404,0.0,0.6868124,0.0,0.0,0.7268347,0.0,0.0,-0.001,0,0
7364000,0.0,-0.0,1.627279,0.0,0.6868578,0.0,0.0,0.72679186,0.0,0.0,-0.001,0,0
7412000,0.0,-0.0,1.6271217,0.0,0.686915,0.0,0.0,0.7267378,0.0,0.0,-0.001,0,0
7468000,0.0,-0.0,1.6269228,0.0,0.6869873,0.0,0.0,0.72666943,0.0,0.0,-0.001,0,0
7516000,0.0,-0.0,1.626886,0.0,0.68700063,0.0,0.0,0.72665685,0.0,0.0,-0.001,0,0
7564000,0.0,-0.0,1.6269364,0.0,0.68698233,0.0,0.0,0.7266742,0.0,0.0,-0.001,0,0
7612000,0.0,-0.0,1.6269912,0.0,0.6869624,0.0,0.0,0.726693,0.0,0.0,-0.001,0,0
7668000,0.0,-0.0,1.6270183,0.0,0.68695253,0.0,0.0,0.7267024,0.0,0.0,-0.001,0,0
7716000,0.0,-0.0,1.6269715,0.0,0.6869696,0.0,0.0,0.72668624,0.0,0.0,-0.001,0,0
