timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
4540000,0.1300145,0.15042682,0.0006483793,0.0,0.0,-0.001,0
4544000,0.13002853,0.15025902,0.00067800283,0.0,0.0,-0.001,0
4560000,0.12997079,0.14967959,0.000656724,0.0,0.0,-0.001,0
4580000,0.13020937,0.14883678,0.00074350834,0.0,0.0,-0.001,0
4600000,0.13048942,0.14818048,0.000680089,0.0,0.0,-0.001,0
4620000,0.13059284,0.14792824,0.00069636106,0.0,0.0,-0.001,0
4644000,0.13066311,0.14766759,0.0008365512,0.0,0.0,-0.001,0
4664000,0.13071427,0.14694223,0.0007418394,0.0,0.0,-0.001,0
4684000,0.13076656,0.1461015,0.00076144934,0.0,0.0,-0.001,0
4700000,0.1306751,0.14534044,0.00078356266,0.0,0.0,-0.001,0
4724000,0.13066314,0.14439817,0.0007418394,0.0,0.0,-0.001,0
4744000,0.13060799,0.1437122,0.00066423416,0.0,0.0,-0.001,0
4764000,0.13064684,0.14323206,0.00070387125,0.0,0.0,-0.001,0
4780000,0.13067971,0.14278868,0.0006366968,0.0,0.0,-0.001,0
4804000,0.13072792,0.14226158,0.00072181225,0.0,0.0,-0.001,0
4824000,0.13076629,0.14191774,0.0006158352,0.0,0.0,-0.001,0
4844000,0.13071664,0.1420592,0.0007326603,0.0,0.0,-0.001,0
4864000,0.13092406,0.1418482,0.00067842007,0.0,0.0,-0.001,0
4884000,0.13064669,0.14130667,0.0008352995,0.0,0.0,-0.001,0
4904000,0.1303395,0.14076093,0.0006734133,0.0,0.0,-0.001,0
4920000,0.13014302,0.14054725,0.0006454587,0.0,0.0,-0.001,0
4940000,0.12980199,0.13995631,0.0010843873,0.0,0.0,-0.001,0
4960000,0.12940247,0.13941911,0.0008995533,0.0,0.0,-0.001,0
4980000,0.1290598,0.1392002,0.001128614,0.0,0.0,-0.001,0
5000000,0.12828836,0.13898249,0.0008369684,0.0,0.0,-0.001,0
5020000,0.12786523,0.13897151,0.0010760427,0.0,0.0,-0.001,0
5044000,0.12738127,0.13853234,0.0010017753,0.0,0.0,-0.001,0
5060000,0.12718782,0.13847849,0.0009237528,0.0,0.0,-0.001,0
