timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
4024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036747042,0.0018197416,1.6361997e-11,-0.21365856,0.1909617,-9.9179325,-0.0015765914,-0.00551807,-0.00085221167,0.00036317325,0.0003134941,0.00044382477,4.5032184e-06,4.7018066e-06,2.8606125e-06,11.832729,11.832729
5024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.025294261,0.002192864,1.3633098e-11,-0.22409728,0.19326013,-9.936799,-2.1305263e-05,-0.0048149955,-0.0005326323,0.00071652513,0.0004550031,0.00056074624,4.243163e-06,6.2054005e-06,5.224755e-06,11.832729,11.832729
6024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022774043,0.0020362828,1.2059369e-11,-0.20829555,0.17860763,-9.944843,-0.0015126755,-0.0054967646,-0.00019174769,0.00042800436,0.00033294543,0.0003222051,2.1910873e-06,5.572757e-06,3.2833211e-06,11.832729,11.832729
7024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023783414,0.0022253923,1.2552962e-11,-0.2072421,0.18023568,-9.929808,-0.0006391587,-0.0049854377,-0.00012783182,0.0005527179,0.00061072793,0.00040128612,2.2932181e-06,2.2430982e-06,4.640339e-06,11.832729,11.832729
8024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024099695,0.0022321516,1.0967365e-11,-0.21289241,0.18818443,-9.945035,-0.00021305289,-0.00479369,-0.0001704424,0.0003515368,0.00059901515,0.00022738002,3.120668e-06,4.681002e-06,3.090407e-06,11.832729,11.832729
9024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02290073,0.0020371506,1.37319375e-11,-0.19182344,0.185886,-9.943981,-0.0010226539,-0.005241101,-0.00085221167,0.00037513438,0.00028082053,0.0002875079,1.9130641e-06,4.909851e-06,3.569855e-06,11.832729,11.832729
10024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024543673,0.0021054104,1.4858108e-11,-0.19871874,0.17276578,-9.937086,-0.00074568513,-0.0057098176,-0.0011930963,0.0005412155,0.00053771876,0.0002264799,2.4823496e-06,3.7949212e-06,3.6237575e-06,11.832729,11.832729
11024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02443544,0.0021598062,1.0483748e-11,-0.19191921,0.1718081,-9.918986,-0.00012783174,-0.004474111,0.00076699036,0.0003084307,0.0004520223,0.00031427396,2.1816306e-06,5.390245e-06,2.2005438e-06,11.832729,11.832729
12024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023210827,0.0021577333,8.920319e-12,-0.19919758,0.16778584,-9.928755,-0.0011291803,-0.0039201733,-0.00055393757,0.0005502914,0.0003930952,0.0002120918,3.3646475e-06,6.9713833e-06,1.4061919e-06,11.832729,11.832729
13024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023655692,0.0023031023,1.4601452e-11,-0.19440918,0.16184822,-9.921955,-0.0008948222,-0.004878911,6.3915766e-05,0.0003248248,0.00046765216,0.00031272642,4.8398724e-06,5.453604e-06,5.6578656e-06,11.832729,11.832729
14024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02330601,0.0021696202,1.1022444e-11,-0.19661184,0.16347627,-9.929712,-0.0017896442,-0.005028048,-0.00074568525,0.00051127415,0.00036949778,0.0005579329,3.0469068e-06,3.0752763e-06,2.9078954e-06,11.832729,11.832729
15024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024585124,0.0020702719,1.1272969e-11,-0.18339585,0.16146514,-9.93881,-0.0017044231,-0.0052624065,0.0004261057,0.000348709,0.00024031305,0.0004963121,2.3168595e-06,4.9013406e-06,2.6478397e-06,11.832729,11.832729
16024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023272315,0.002150428,1.1500561e-11,-0.16156073,0.14786607,-9.936033,-0.0005752428,-0.0049002166,-8.5524914e-11,0.00051117863,0.00041571836,0.00039097248,2.244044e-06,2.6241983e-06,2.9551782e-06,11.832729,11.832729
17024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02343876,0.0021774145,1.1338752e-11,-0.17247829,0.15054758,-9.913144,-0.0017896442,-0.004921522,0.0002343581,0.00030642436,0.00038086658,0.00049828243,2.2667398e-06,4.333e-06,2.649731e-06,11.832729,11.832729
18024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024975022,0.002199755,1.1942535e-11,-0.15878345,0.1546656,-9.927222,-0.00046871635,-0.004559332,0.0007882957,0.0005745195,0.00036447248,0.00036584152,2.5135564e-06,3.3589738e-06,4.4001417e-06,11.832729,11.832729
19024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024133744,0.0021388396,1.5483136e-11,-0.16596606,0.13963002,-9.916593,-0.0009800433,-0.0055819857,-6.391599e-05,0.0005754748,0.0002683244,0.00053306285,2.3802186e-06,5.5112887e-06,5.208679e-06,11.832729,11.832729
20024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.031524353,0.002138599,1.4936921e-11,-0.011606599,0.2876688,-9.786175,-0.0011291803,-0.005113269,0.00063915853,0.046511844,0.051164802,0.053921826,5.1377547e-06,3.0733852e-06,2.7187639e-06,11.832729,11.832729
21024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023464715,0.0021211815,1.1605061e-11,0.24946892,0.5679937,-9.502211,-0.0012996227,-0.0043036686,0.00014913692,0.0005135877,0.00018354492,0.000432699,4.706535e-06,6.026672e-06,1.9272488e-06,11.832729,11.832729
22024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.029104102,0.0048836893,1.9162996e-09,0.8724255,1.0245053,-9.977235,-0.41117078,0.3882889,0.21974275,0.013984637,0.0076208017,0.0018871739,0.0004706174,0.00040987122,0.00014882465,11.832431,11.832431
23024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.030603077,0.008658941,7.1733064e-10,-0.05631655,0.2047474,-10.725263,0.16283633,-0.18469556,-0.02733469,0.0007409532,0.00059166405,0.0014618,3.6057936e-06,0.00017604066,4.1069884e-06,11.830664,11.830664
24024000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02497572,0.0030882407,7.3567714e-11,-0.6617951,-0.3396311,-10.178843,-0.023329291,0.021220068,-0.015574167,0.00040163792,0.00081227155,0.0045614117,6.2413365e-06,3.987836e-06,3.8838134e-06,11.82546,11.82546
