timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
3332000,0,1,0,1,0,1,1,0,1,1,1,1,0
3836000,0,1,0,1,0,1,1,0,1,1,1,1,0
4340000,0,1,0,1,0,1,1,0,1,1,1,1,0
4844000,0,1,0,1,0,1,1,0,1,1,1,1,0
5348000,0,1,0,1,0,1,1,0,1,1,1,1,0
5852000,0,1,0,1,0,1,1,0,1,1,1,1,0
6356000,0,1,0,1,0,1,1,0,1,1,1,1,0
6860000,0,1,0,1,0,1,1,0,1,1,1,1,0
7364000,0,1,0,1,0,1,1,0,1,1,1,1,0
7868000,0,1,0,1,0,1,1,0,1,1,1,1,0
8372000,0,1,0,1,0,1,1,0,1,1,1,1,0
8876000,0,1,0,1,0,1,1,0,1,1,1,1,0
9380000,0,1,0,1,0,1,1,0,1,1,1,1,0
9800000,0,1,0,1,0,1,1,0,1,1,1,1,0
10304000,0,1,0,1,0,1,1,0,1,1,1,1,0
10808000,0,1,0,1,0,1,1,0,1,1,1,1,0
11312000,0,1,0,1,0,1,1,0,1,1,1,1,0
11816000,0,1,0,1,0,1,1,0,1,1,1,1,0
12320000,0,1,0,1,0,1,1,0,1,1,1,1,0
12824000,0,1,0,1,0,1,1,0,1,1,1,1,0
13328000,0,1,0,1,0,1,1,0,1,1,1,1,0
13832000,0,1,0,1,0,1,1,0,1,1,1,1,0
14336000,0,1,0,1,0,1,1,0,1,1,1,1,0
14840000,0,1,0,1,0,1,1,0,1,1,1,1,0
15344000,0,1,0,1,0,1,1,0,1,1,1,1,0
15848000,0,1,0,1,0,1,1,0,1,1,1,1,0
16352000,0,1,0,1,0,1,1,0,1,1,1,1,0
16856000,0,1,0,1,0,1,1,0,1,1,1,1,0
17360000,0,1,0,1,0,1,1,0,1,1,1,1,0
17864000,0,1,0,1,0,1,1,0,1,1,1,1,0
18368000,0,1,0,1,0,1,1,0,1,1,1,1,0
18512000,0,1,0,1,0,1,1,0,1,1,1,1,0
18524000,1,1,0,1,0,1,1,0,1,1,1,1,0
19028000,1,1,0,1,0,1,1,0,1,1,1,1,0
19532000,1,1,0,1,0,1,1,0,1,1,1,1,0
20036000,1,1,0,1,0,1,1,0,1,1,1,1,0
20540000,1,1,0,1,0,1,1,0,1,1,1,1,0
21044000,1,1,0,1,0,1,1,0,1,1,1,1,0
21548000,1,1,0,1,0,1,1,0,1,1,1,1,0
22052000,1,1,0,1,0,1,1,0,1,1,1,1,0
22556000,1,1,0,1,0,1,1,0,1,1,1,1,0
23060000,1,1,0,1,0,1,1,0,1,1,1,1,0
23564000,1,1,0,1,0,1,1,0,1,1,1,1,0
24068000,1,1,0,1,0,1,1,0,1,1,1,1,0
24572000,1,1,0,1,0,1,1,0,1,1,1,1,0
25076000,1,1,0,1,0,1,1,0,1,1,1,1,0
25232000,1,1,0,1,0,1,1,0,1,1,1,1,0
25736000,1,1,0,1,0,1,1,0,1,1,1,1,0
26240000,1,1,0,1,0,1,1,0,1,1,1,1,0
26744000,1,1,0,1,0,1,1,0,1,1,1,1,0
27248000,1,1,0,1,0,1,1,0,1,1,1,1,0
27752000,1,1,0,1,0,1,1,0,1,1,1,1,0
28256000,1,1,0,1,0,1,1,0,1,1,1,1,0
28760000,1,1,0,1,0,1,1,0,1,1,1,1,0
29264000,1,1,0,1,0,1,1,0,1,1,1,1,0
29768000,1,1,0,1,0,1,1,0,1,1,1,1,0
30272000,1,1,0,1,0,1,1,0,1,1,1,1,0
30776000,1,1,0,1,0,1,1,0,1,1,1,1,0
31280000,1,1,0,1,0,1,1,0,1,1,1,1,0
31784000,1,1,0,1,0,1,1,0,1,1,1,1,0
32288000,1,1,0,1,0,1,1,0,1,1,1,1,0
32792000,1,1,0,1,0,1,1,0,1,1,1,1,0
33296000,1,1,0,1,0,1,1,0,1,1,1,1,0
33800000,1,1,0,1,0,1,1,0,1,1,1,1,0
34304000,1,1,0,1,0,1,1,0,1,1,1,1,0
34808000,1,1,0,1,0,1,1,0,1,1,1,1,0
35312000,1,1,0,1,0,1,1,0,1,1,1,1,0
35816000,1,1,0,1,0,1,1,0,1,1,1,1,0
36320000,1,1,0,1,0,1,1,0,1,1,1,1,0
36824000,1,1,0,1,0,1,1,0,1,1,1,1,0
37328000,1,1,0,1,0,1,1,0,1,1,1,1,0
