timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
3860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03659197,0.0018201544,1.8135006e-11,-0.20839131,0.19048287,-9.92071,-0.0017470337,-0.00551807,-0.00038349527,0.00048507802,0.00022741553,0.00044179783,4.315033e-06,4.8672964e-06,3.865846e-06,11.832729,11.832729
4860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02515578,0.002207327,1.4659775e-11,-0.2162443,0.19230247,-9.931915,0.00040480052,-0.00515588,-0.0010865699,0.0007302444,0.00040303118,0.0005549359,4.6166974e-06,5.0053623e-06,3.959466e-06,11.832729,11.832729
5860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022642057,0.0020212624,1.3407636e-11,-0.20819978,0.17803302,-9.947238,-0.0010226539,-0.006029397,-0.0002982742,0.0005237704,0.0003180799,0.00025150797,3.1897011e-06,5.076287e-06,3.0989177e-06,11.832729,11.832729
6860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023928966,0.0022176595,1.0791103e-11,-0.20551828,0.19306861,-9.926456,-0.00038349518,-0.004921522,-0.00023435827,0.00058214326,0.0005244392,0.00043061643,1.5726275e-06,2.3234793e-06,4.2809893e-06,11.832729,11.832729
7860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024047036,0.0022579646,1.1751637e-11,-0.21107282,0.18655637,-9.944652,-8.522112e-05,-0.0049641323,-0.000511327,0.0003590651,0.0003935729,0.00029562734,3.7041386e-06,5.7382467e-06,2.6119046e-06,11.832729,11.832729
8860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022797523,0.002004561,1.2042878e-11,-0.19517532,0.18808867,-9.939672,-0.0007669904,-0.005070659,-0.00085221167,0.00029908717,0.00027852764,0.00021403708,2.649731e-06,4.3528594e-06,2.836971e-06,11.832729,11.832729
9860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024200875,0.0021358838,1.4810658e-11,-0.20072988,0.17429806,-9.938619,-0.00093743275,-0.0058163437,-0.00040480058,0.00060554966,0.00046048692,0.00019695799,2.4416863e-06,4.489979e-06,4.0020204e-06,11.832729,11.832729
10860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024610993,0.002149387,1.1047396e-11,-0.19709069,0.17037158,-9.918603,-2.1305303e-05,-0.00515588,0.00059654796,0.000305106,0.00065092975,0.0003698568,1.9026619e-06,6.0928683e-06,3.1991576e-06,11.832729,11.832729
11860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023767464,0.0021295433,9.697659e-12,-0.19862297,0.16950966,-9.93134,-0.0006817693,-0.0040906155,-0.0004687164,0.0006121418,0.00040316474,0.0003434117,2.6601328e-06,7.038525e-06,1.7806722e-06,11.832729,11.832729
12860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023580287,0.0022517694,1.2757833e-11,-0.19402611,0.16826467,-9.927222,-0.00025566347,-0.005241101,-0.00038349524,0.0002868394,0.00037857372,0.0003796994,2.1069238e-06,4.5552297e-06,6.017215e-06,11.832729,11.832729
13860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023257446,0.0021369164,9.996994e-12,-0.1937388,0.16357204,-9.925116,-0.0013635386,-0.0051345746,-0.0012996227,0.00056936045,0.0002449179,0.00055321486,3.1225595e-06,2.3140226e-06,2.4605995e-06,11.832729,11.832729
14860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024692683,0.0020736724,1.1656618e-11,-0.17899051,0.16711546,-9.936991,-0.00091612746,-0.0053263223,4.2610496e-05,0.0005179427,0.00049344695,0.00046387067,4.5750885e-06,4.6810023e-06,2.1967612e-06,11.832729,11.832729
15860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023204396,0.0021320765,1.0049352e-11,-0.1616565,0.14633378,-9.936224,-0.00066046393,-0.0048149955,-0.00046871643,0.00052741985,0.00022800788,0.00036175677,2.299838e-06,2.3991317e-06,2.0643693e-06,11.832729,11.832729
16860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023384813,0.0021755942,1.2280792e-11,-0.16874334,0.15552752,-9.91439,-0.0020453078,-0.0053476277,0.00027696867,0.00039557923,0.0002471917,0.00045141194,3.9169113e-06,4.314087e-06,2.2251309e-06,11.832729,11.832729
17860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024853082,0.0021594597,1.09980905e-11,-0.15935807,0.15485714,-9.919848,-0.00036218992,-0.004623248,0.00044741097,0.0007151304,0.00023536416,0.00045787133,2.2865986e-06,3.7996497e-06,4.2478914e-06,11.832729,11.832729
18860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023655852,0.0021193286,1.5532282e-11,-0.1727656,0.14049193,-9.914006,-0.000809601,-0.0055606803,-0.00019174775,0.00057832187,0.0002573377,0.00038915916,2.2487725e-06,5.746758e-06,4.6545238e-06,11.832729,11.832729
19860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.025107231,0.006638763,9.737844e-10,-0.10055647,0.097013235,-10.845638,-0.20772657,-0.22474949,-0.0005326361,0.0002598598,0.0002522742,0.0008777368,7.0404225e-05,6.9398935e-05,2.6478397e-06,11.832215,11.832215
20860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.025433697,0.0028113641,3.4158624e-11,-0.13397953,0.13800196,-10.000484,-0.0077977357,-0.012420983,-0.003217099,0.00050131936,0.00020104746,0.0008027381,5.458332e-06,8.102389e-06,4.5268603e-06,11.828472,11.828472
21860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02524797,0.0022566014,3.943505e-11,-0.20638019,0.19718663,-9.819291,0.013827133,0.0052837115,-0.0006817691,0.0005880284,0.00029753946,0.00051328784,1.0248084e-05,5.5065607e-06,4.3859573e-06,11.824027,11.824027
22860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.026501976,0.0023181469,2.4778436e-11,-0.18885463,0.19345164,-8.682812,0.0059441756,0.008522116,-0.0010865696,0.0004076169,0.0002918646,0.0038037808,8.030519e-06,5.1301886e-06,1.7371719e-06,11.820193,11.820193
23860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023781944,0.002141311,8.7560575e-12,-0.16491261,0.17525575,-9.856641,-0.0033449305,-0.002428803,0.0003621899,0.00025045904,0.0005971043,0.0003536414,3.27481e-06,3.6899535e-06,2.6175785e-06,11.81875,11.81875
24860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023912005,0.002306049,5.057365e-11,-0.15179239,0.15361217,-9.838541,-0.008607336,-0.015297198,0.0033236248,0.0005125543,0.00030938606,0.00047372718,3.3731583e-06,4.125901e-06,5.2313744e-06,11.817617,11.817617
25860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024439361,0.0021065953,3.546649e-12,-0.17027563,0.16749853,-9.862962,-0.0005965481,-0.001257012,-0.001107875,0.0003507725,0.00050561846,0.00047821255,2.1825763e-06,2.1721742e-06,3.6625295e-06,11.816876,11.816876
26860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024676604,0.0021884695,1.3618603e-11,-0.17822437,0.18416217,-9.835859,-0.0065407236,0.0037071204,8.522121e-05,0.0003153094,0.00045376102,0.00044519972,5.1188413e-06,3.841258e-06,2.120163e-06,11.81639,11.81639
27860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024845976,0.002266873,1.3658823e-11,-0.17927782,0.18760982,-9.906824,-0.0018961708,-0.0054967646,-0.0009800434,0.00074438367,0.00030804853,0.0003031779,3.831802e-06,2.6175785e-06,2.9948956e-06,11.816073,11.816073
28860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.021702427,0.002276509,1.7227896e-11,-0.17899051,0.17190386,-9.840744,0.005028048,-0.0051771854,0.0009587379,0.00042336137,0.0005861177,0.00061634846,3.950009e-06,5.6862364e-06,3.0733852e-06,11.815762,11.815762
29860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02347269,0.0022807247,1.9493173e-11,-0.19201498,0.17439383,-9.920806,-0.0035153728,-0.0063915867,0.0010652643,0.00024600694,0.00058166566,0.00049426523,3.7353452e-06,8.203575e-06,3.0970266e-06,11.815578,11.815578
30860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022379542,0.002241153,1.8700002e-11,-0.18109742,0.17429806,-9.839116,-0.0057098176,-0.0052197957,0.0009374326,0.00042221486,0.0003936112,0.00027566246,7.0574383e-06,1.30973485e-05,1.921575e-06,11.815395,11.815395
31860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022537882,0.002214625,2.172639e-11,-0.19278112,0.15610214,-9.902227,-0.0020240024,-0.007882956,0.0019600864,0.0005766214,0.0005689211,0.00018960185,4.4918706e-06,4.846492e-06,6.116509e-06,11.815243,11.815243
32860000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023649054,0.0020983873,6.2760786e-12,-0.18885463,0.14815338,-9.826858,-0.00055393745,-0.000149137,-0.0005326322,0.0004783141,0.00033691965,0.00054030435,7.7893765e-06,3.3220929e-06,1.9385968e-06,11.815121,11.815121
