timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
4376000,0.12906039,0.14895166,0.00034463406,0.0,0.0,-0.001,0
4380000,0.12906162,0.14876752,0.0005119443,0.0,0.0,-0.001,0
4400000,0.1294007,0.14795025,0.00043684244,0.0,0.0,-0.001,0
4420000,0.12958582,0.14733294,0.0005286336,0.0,0.0,-0.001,0
4440000,0.12955359,0.14710563,0.0004969239,0.0,0.0,-0.001,0
4460000,0.12973805,0.14678428,0.00058329105,0.0,0.0,-0.001,0
4480000,0.12968962,0.14636907,0.00046563148,0.0,0.0,-0.001,0
4496000,0.12977554,0.14598493,0.00041681528,0.0,0.0,-0.001,0
4520000,0.12968259,0.14496237,0.0004914999,0.0,0.0,-0.001,0
4536000,0.12970734,0.144537,0.00043016672,0.0,0.0,-0.001,0
4560000,0.1296756,0.14383058,0.00045979023,0.0,0.0,-0.001,0
4576000,0.12967353,0.14351359,0.0004710555,0.0,0.0,-0.001,0
4600000,0.1296855,0.14295177,0.00052571297,0.0,0.0,-0.001,0
4616000,0.1297075,0.14253023,0.0005398989,0.0,0.0,-0.001,0
4640000,0.12967606,0.14216664,0.0005469918,0.0,0.0,-0.001,0
4660000,0.12965766,0.14222033,0.00061416626,0.0,0.0,-0.001,0
4680000,0.12990524,0.1419688,0.0006183386,0.0,0.0,-0.001,0
4700000,0.12980828,0.14165941,0.0006738305,0.0,0.0,-0.001,0
4720000,0.1296294,0.14115784,0.0007418394,0.0,0.0,-0.001,0
4736000,0.1293959,0.14093311,0.00067842007,0.0,0.0,-0.001,0
4760000,0.12895274,0.14025162,0.000703454,0.0,0.0,-0.001,0
4780000,0.12856156,0.14007677,0.0006417036,0.0,0.0,-0.001,0
4800000,0.1280805,0.1397308,0.00069093704,0.0,0.0,-0.001,0
4820000,0.12734865,0.1398043,0.00065505505,0.0,0.0,-0.001,0
4840000,0.1269979,0.13959892,0.0006412864,0.0,0.0,-0.001,0
4860000,0.12645556,0.1392895,0.0006175041,0.0,0.0,-0.001,0
4880000,0.12606284,0.13917129,0.0006300211,0.0,0.0,-0.001,0
4896000,0.12595308,0.13911688,0.0005636811,0.0,0.0,-0.001,0
4920000,0.1253769,0.139167,0.00042182207,0.0,0.0,-0.001,0
4940000,0.12463645,0.13923901,0.00050902367,0.0,0.0,-0.001,0
4956000,0.12445118,0.13898823,0.00050234795,0.0,0.0,-0.001,0
4976000,0.12376822,0.13900575,0.00031876564,0.0,0.0,-0.001,0
4996000,0.12337852,0.13898183,0.00045269728,0.0,0.0,-0.001,0
5016000,0.12281477,0.13880685,0.00045645237,0.0,0.0,-0.001,0
5036000,0.12229974,0.13866097,0.00048691034,0.0,0.0,-0.001,0
5056000,0.1218577,0.1384574,0.00038969517,0.0,0.0,-0.001,0
5076000,0.1215969,0.13832468,0.00051862,0.0,0.0,-0.001,0
5096000,0.12123962,0.1383959,0.0004581213,0.0,0.0,-0.001,0
5116000,0.12102013,0.13837765,0.0005198717,0.0,0.0,-0.001,0
5140000,0.12076743,0.13832456,0.00055617094,0.0,0.0,-0.001,0
5156000,0.12047885,0.13824819,0.00059622526,0.0,0.0,-0.001,0
5176000,0.120343916,0.13828388,0.00058329105,0.0,0.0,-0.001,0
5196000,0.12000371,0.13853748,0.000572443,0.0,0.0,-0.001,0
5216000,0.11982199,0.13862185,0.0006504655,0.0,0.0,-0.001,0
5236000,0.1194833,0.13875233,0.0005899668,0.0,0.0,-0.001,0
5260000,0.11950046,0.13873862,0.0005532503,0.0,0.0,-0.001,0
5280000,0.119065285,0.13880335,0.0007067919,0.0,0.0,-0.001,0
5300000,0.118857235,0.13884823,0.00063169,0.0,0.0,-0.001,0
5316000,0.11867551,0.13880284,0.00062960386,0.0,0.0,-0.001,0
5336000,0.118330106,0.13874581,0.0006300211,0.0,0.0,-0.001,0
5356000,0.1181561,0.13862798,0.00060373545,0.0,0.0,-0.001,0
5376000,0.11813393,0.13875662,0.00072556734,0.0,0.0,-0.001,0
5400000,0.11779338,0.13879463,0.0007414222,0.0,0.0,-0.001,0
5416000,0.117688134,0.13874666,0.0007443428,0.0,0.0,-0.001,0
5436000,0.11750353,0.13861571,0.0006558895,0.0,0.0,-0.001,0
5456000,0.117380545,0.13854492,0.0007355809,0.0,0.0,-0.001,0
5480000,0.1175166,0.13855937,0.0007184744,0.0,0.0,-0.001,0
5496000,0.117495745,0.13847153,0.0006079078,0.0,0.0,-0.001,0
5520000,0.117489986,0.13814043,0.0005040169,0.0,0.0,-0.001,0
5536000,0.11745297,0.13796474,0.0005219579,0.0,0.0,-0.001,0
5560000,0.11735827,0.1378569,0.00049316883,0.0,0.0,-0.001,0
5580000,0.11749525,0.13752411,0.0005161166,0.0,0.0,-0.001,0
5600000,0.11778694,0.13764869,0.00050359964,0.0,0.0,-0.001,0
