timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
3160000,3160000,1310988,0.0,0.0,0.0,0.15,0.009960121,0.009960121,0.009960038,1310988,0.0,0.0,0.0,0.4,0.039840482,0.039840482,0.039840482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3480000,3400000,1310988,-0.00083772046,-0.0007169857,1.8861778e-05,0.15,0.010059305,0.010063086,0.0036953099,1310988,-0.00066300493,0.0003085777,-0.094457485,0.4,0.040695842,0.04069836,0.0045082555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3536000,3456000,1310988,-0.00084749685,-0.0007253418,1.8566227e-05,0.15,0.010295205,0.010299087,0.0037507464,1310988,-0.0006707275,0.00031216865,-0.09555869,0.4,0.04165025,0.04165283,0.0046139904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3592000,3512000,1310988,-0.000856807,-0.00073330995,1.8770184e-05,0.15,0.010522645,0.0105266115,0.0038336075,1310988,-0.00067809573,0.00031559795,-0.09660844,0.4,0.04257038,0.042573012,0.004715927,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3656000,3576000,1310988,-0.000857528,-0.00072483544,1.889631e-05,0.15,0.010236652,0.010240629,0.0039241537,1310988,-0.00068468734,0.0003185493,-0.09774664,0.4,0.043575767,0.043578453,0.0048277024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3704000,3624000,1310988,-0.00087226264,-0.0007914831,2.1861793e-05,0.15,0.009812469,0.009816485,0.0037689374,1310988,-0.00070211256,0.00032651494,-0.098765105,0.4,0.044297107,0.044299837,0.004874074,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3768000,3688000,1310988,-0.0008813583,-0.00079973636,2.208976e-05,0.15,0.010018177,0.010022278,0.0038479497,1310988,-0.0007094339,0.0003299197,-0.09979499,0.4,0.04522575,0.04522854,0.0049762595,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3840000,3760000,1310988,-0.00089095463,-0.00080844405,2.2330278e-05,0.15,0.010237525,0.010241716,0.0039322013,1310988,-0.0007171584,0.00033351194,-0.10088158,0.4,0.046215974,0.046218824,0.0050852215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3896000,3816000,1310988,-0.0007932188,-0.0019724255,1.2319858e-05,0.15,0.0033462616,0.0033480173,0.003990357,1310988,-0.00085966696,0.00034004447,-0.10229544,0.4,0.046875585,0.046878405,0.005028436,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
3976000,3896000,1310988,-0.00080188684,-0.0019927432,-5.9170225e-06,0.15,0.0034162567,0.0034181671,0.0035570448,1310988,-0.0008685787,0.0003435271,-0.103363276,0.4,0.047859322,0.047862202,0.0051339706,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4064000,3984000,1310988,-0.00081025966,-0.00201355,-5.9788067e-06,0.15,0.0034879723,0.0034899227,0.003631716,1310988,-0.0008776368,0.00034710564,-0.104442194,0.4,0.048864007,0.048866946,0.0052417335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4072000,3992000,1310988,-0.000871245,-0.0030690688,-1.06465895e-05,0.15,0.0011633578,0.0011639657,0.0036369758,1310988,-0.0010135337,0.00035518006,-0.10453279,0.4,0.048913065,0.04891601,0.0052510784,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4104000,4024000,1310988,-0.0008756376,-0.0031584213,-1.1076812e-05,0.15,0.0011032454,0.0011038145,0.003662443,1310988,-0.0010705228,0.00038577523,-0.106154166,0.4,0.049252216,0.049255263,0.004996597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4200000,4120000,1310988,-0.0008840397,-0.0031894832,-3.1879324e-06,0.15,0.0011246252,0.0011252848,0.0030057658,1310988,-0.0010810487,0.00038959662,-0.10719409,0.4,0.05022115,0.050224256,0.0050948844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4304000,4224000,1310988,-0.0009026062,-0.0037251287,-5.225398e-06,0.15,0.00057424133,0.00057451864,0.0030624985,1310988,-0.0012009887,0.00039569562,-0.10820991,0.4,0.05114709,0.051150285,0.0051914547,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4312000,4232000,1310988,-0.0008977196,-0.0037905418,-5.6401745e-06,0.15,0.00054900104,0.00054926256,0.003066634,1310988,-0.001276717,0.00043736506,-0.110108234,0.4,0.051212285,0.051215585,0.0047478336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4432000,4352000,1310988,-0.00090628315,-0.0038263714,-8.752539e-06,0.15,0.0005591113,0.0005594355,0.002372064,1310988,-0.0012886192,0.0004413511,-0.11114432,0.4,0.052186523,0.052189883,0.0048380313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4520000,4440000,1310988,-0.0009492026,-0.0043654153,-9.410448e-06,0.15,0.0003066898,0.00030682565,0.0024010977,1310988,-0.0015462214,0.0005100037,-0.11402376,0.4,0.052793782,0.05279738,0.004332338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4664000,4584000,1310988,-0.00095761643,-0.0044035036,-1.4730526e-05,0.15,0.0003117994,0.00031197612,0.0018022128,1310988,-0.0015599593,0.0005146366,-0.11502922,0.4,0.053721644,0.053725306,0.004408162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4728000,4648000,1310988,-0.0011709591,-0.0048051993,-9.701527e-06,0.15,0.00017492655,0.00017497534,0.0018144951,1310988,-0.0018217491,0.0006705006,-0.11774117,0.4,0.054055434,0.054059457,0.0038297153,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4912000,4832000,1310988,-0.0014826383,-0.005036694,3.9759958e-05,0.15,0.00010554239,0.000105534884,0.001353873,1310988,-0.0019523586,0.00085806084,-0.11873765,0.4,0.054952398,0.05495659,0.0038943216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
4936000,4856000,1310988,-0.0015014303,-0.0050450116,4.0357172e-05,0.15,0.00010252355,0.00010251112,0.0013565036,1310988,-0.0020173443,0.00091115513,-0.12092481,0.4,0.05505698,0.055061474,0.0033140501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
5144000,5064000,1310988,-0.0017035825,-0.0051862174,6.804032e-05,0.15,6.302465e-05,6.299037e-05,0.0010182458,1310988,-0.0021604267,0.0010876781,-0.12371329,0.4,0.05584844,0.055853304,0.0028342567,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
5352000,5272000,1310988,-0.0017951512,-0.005319389,7.2652314e-05,0.15,4.0958184e-05,4.0923926e-05,0.0007731897,1310988,-0.0023016736,0.0011879415,-0.12599358,0.4,0.05647056,0.056475714,0.0024143853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
5560000,5480000,1310988,-0.0017378742,-0.0053965407,6.8114445e-05,0.15,2.8056735e-05,2.8030643e-05,0.00059572037,1310988,-0.002398506,0.0011552684,-0.12795435,0.4,0.056957453,0.056962807,0.0020591437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
5768000,5688000,1310988,-0.0016641659,-0.0054625673,7.407607e-05,0.15,2.0104066e-05,2.00853e-05,0.0004660577,1310988,-0.0024852054,0.00109215,-0.12956044,0.4,0.057336666,0.057342175,0.0017645041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
5976000,5896000,1310988,-0.0016340346,-0.0055092447,7.9243226e-05,0.15,1.4951687e-05,1.4936563e-05,0.00037008652,1310988,-0.0025520728,0.0010661094,-0.13092533,0.4,0.057631083,0.057636715,0.0015225942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
6184000,6104000,1310988,-0.0016263588,-0.0055470583,7.530151e-05,0.15,1.1464527e-05,1.1451606e-05,0.00029801702,1310988,-0.0026099503,0.0010622093,-0.13207443,0.4,0.057858977,0.057864722,0.0013241854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
6504000,6424000,1310988,-0.0016297568,-0.0055578547,8.427046e-05,0.15,9.010933e-06,9.002328e-06,0.00020045076,1310988,-0.0026291623,0.001069828,-0.13307427,0.4,0.058115225,0.058121096,0.001161798,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
6808000,6728000,1310988,-0.0016096787,-0.005459892,8.473953e-05,0.15,5.9308304e-06,5.9190056e-06,0.00016741609,1310988,-0.0025043574,0.0010416297,-0.1341471,0.4,0.058277346,0.0582834,0.00091443415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
