timestamp,speed_up,speed_down,want_takeoff
4248000,3.0,1.5,0
5248000,3.0,1.5,0
6248000,3.0,1.5,0
7248000,3.0,1.5,0
8248000,3.0,1.5,0
9248000,3.6000001,1.8000001,0
10248000,3.6000001,1.8000001,0
11248000,3.6000001,1.8000001,0
12248000,3.6000001,1.8000001,0
13248000,3.6000001,1.8000001,0
14248000,3.6000001,1.8000001,0
15248000,3.6000001,1.8000001,1
16248000,3.6000001,1.8000001,1
17248000,3.6000001,1.8000001,1
18248000,3.6000001,1.8000001,1
19248000,3.6000001,1.8000001,1
20248000,3.6000001,1.8000001,1
21248000,3.6000001,1.8000001,1
22248000,3.6000001,1.8000001,1
23248000,3.6000001,1.8000001,0
24248000,3.6000001,1.8000001,0
25248000,3.6000001,1.8000001,0
26248000,3.6000001,1.8000001,0
27248000,3.6000001,1.8000001,0
28248000,3.6000001,1.8000001,0
29248000,3.6000001,1.8000001,0
30248000,3.6000001,1.8000001,0
31248000,3.6000001,1.8000001,0
32248000,3.6000001,1.8000001,0
33248000,3.6000001,1.8000001,0
34248000,3.6000001,1.8000001,0
35248000,3.6000001,1.8000001,0
36248000,3.6000001,1.8000001,0
37248000,3.6000001,1.8000001,0
38248000,3.6000001,1.8000001,0
39248000,3.6000001,1.8000001,0
40248000,3.6000001,1.8000001,0
41248000,3.6000001,1.8000001,0
42248000,3.6000001,1.8000001,0
43248000,3.6000001,1.8000001,0
44248000,3.6000001,1.8000001,0
45248000,3.6000001,1.8000001,0
46248000,3.6000001,1.8000001,0
47248000,3.6000001,1.8000001,0
