timestamp,timestamp_sample,device_id,pressure,temperature,error_count
3904000,3904000,6620428,95605.4,11.832727,0
4888000,4888000,6620428,95606.04,11.832727,0
5896000,5896000,6620428,95606.85,11.832727,0
6904000,6904000,6620428,95605.51,11.832727,0
7888000,7888000,6620428,95607.92,11.832727,0
8896000,8896000,6620428,95605.695,11.832727,0
9904000,9904000,6620428,95606.82,11.832727,0
10884000,10884000,6620428,95603.83,11.832727,0
11896000,11896000,6620428,95607.35,11.832727,0
12904000,12904000,6620428,95605.48,11.832727,0
13888000,13888000,6620428,95604.06,11.832727,0
14896000,14896000,6620428,95606.375,11.832727,0
15904000,15904000,6620428,95605.34,11.832727,0
16888000,16888000,6620428,95606.766,11.832727,0
17896000,17896000,6620428,95606.07,11.832727,0
18904000,18904000,6620428,95606.29,11.832727,0
19888000,19888000,6620428,95605.45,11.832026,0
20896000,20896000,6620428,95598.97,11.828058,0
21904000,21904000,6620428,95590.555,11.823572,0
22888000,22888000,6620428,95583.07,11.820002,0
23896000,23896000,6620428,95582.69,11.818628,0
24900000,24900000,6620428,95578.42,11.81753,0
25888000,25888000,6620428,95578.53,11.816828,0
26896000,26896000,6620428,95578.49,11.81637,0
27904000,27904000,6620428,95577.664,11.816034,0
28888000,28888000,6620428,95576.016,11.815729,0
29896000,29896000,6620428,95576.72,11.815546,0
30904000,30904000,6620428,95575.23,11.815363,0
31888000,31888000,6620428,95574.375,11.815241,0
32896000,32896000,6620428,95573.414,11.815119,0
33904000,33904000,6620428,95582.05,11.817987,0
34884000,34884000,6620428,95588.266,11.822351,0
35896000,35896000,6620428,95595.22,11.827082,0
36904000,36904000,6620428,95604.61,11.831812,0
37888000,37888000,6620428,95601.16,11.830317,0
38896000,38896000,6620428,95602.89,11.830164,0
39904000,39904000,6620428,95606.93,11.832727,0
40888000,40888000,6620428,95606.31,11.832727,0
41896000,41896000,6620428,95607.016,11.832727,0
42900000,42900000,6620428,95606.91,11.832727,0
43884000,43884000,6620428,95608.58,11.832727,0
44892000,44892000,6620428,95605.5,11.832727,0
45904000,45904000,6620428,95605.93,11.832727,0
46888000,46888000,6620428,95607.85,11.832727,0
