timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
3428000,3428000,1310988,1310988,-7.456857e-06,-2.9827406e-05,1.065266e-06,-0.0009002199,0.00069431926,-0.039753333,4000,4000,0,0,0,1
3928000,3928000,1310988,1310988,-1.0652593e-06,-3.3023203e-05,7.4568493e-06,-0.0009050083,0.00091937423,-0.03973417,4000,4000,0,0,0,1
4428000,4428000,1310988,1310988,-3.1957888e-06,-2.8762142e-05,5.326327e-06,-0.00084754743,0.0007086845,-0.039576158,4000,4000,0,0,0,1
4928000,4928000,1310988,1310988,-2.1305293e-06,-2.130529e-05,-1.7582807e-11,-0.0008044519,0.0007709337,-0.039839517,4000,4000,0,0,0,1
5428000,5428000,1310988,1310988,-4.261059e-06,-2.1305288e-05,-3.1958034e-06,-0.0008954315,0.0006799541,-0.039839517,4000,4000,0,0,0,1
5928000,5928000,1310988,1310988,-4.2610554e-06,-2.3435821e-05,1.0652703e-06,-0.0009002199,0.0007182613,-0.039796427,4000,4000,0,0,0,1
6428000,6428000,1310988,1310988,1.98588e-12,-2.2370557e-05,7.5530806e-12,-0.0008858547,0.0007805105,-0.03973896,4000,4000,0,0,0,1
6928000,6928000,1310988,1310988,-3.195808e-06,-4.048005e-05,2.1305036e-06,-0.0008714895,0.0007757221,-0.039782062,4000,4000,0,0,0,1
7428000,7428000,1310988,1310988,-1.0652783e-06,-3.1957938e-05,-1.0652572e-06,-0.00084275904,0.0007086845,-0.039681505,4000,4000,0,0,0,1
7928000,7928000,1310988,1310988,-2.0142495e-11,-2.556635e-05,-7.45685e-06,-0.0008858547,0.00059855124,-0.039868254,4000,4000,0,0,0,1
8428000,8428000,1310988,1310988,-2.1305377e-06,-3.1957938e-05,-7.4568516e-06,-0.0007900867,0.0006368584,-0.0396432,4000,4000,0,0,0,1
8928000,8928000,1310988,1310988,-1.5978974e-05,-2.7696873e-05,-3.1958132e-06,-0.00062728085,0.00059855124,-0.039576158,4000,4000,0,0,0,1
9428000,9428000,1310988,1310988,-3.7826296e-13,-4.261057e-06,7.456853e-06,-0.00073262583,0.0006368584,-0.039609674,4000,4000,0,0,0,1
9928000,9928000,1310988,1310988,1.3239201e-12,-2.982741e-05,-1.4913702e-05,-0.0008236055,0.0006416468,-0.03974376,4000,4000,0,0,0,1
10428000,10428000,1310988,1310988,-3.1957952e-06,-2.2370557e-05,1.0652603e-06,-0.00092895044,0.0006751657,-0.03963841,4000,4000,0,0,0,1
10928000,10928000,1310988,1310988,-1.0652657e-05,-1.8109495e-05,5.3263207e-06,-0.00084275904,0.0006464352,-0.03973896,4000,4000,0,0,0,1
11428000,11428000,1310988,1310988,2.3263164e-11,-2.663161e-05,8.522125e-06,-0.0007613562,0.0005506671,-0.039681505,4000,4000,0,0,0,1
11928000,11928000,1310988,1310988,-4.261076e-06,-1.8109495e-05,4.2610627e-06,-0.00070389535,0.00062249316,-0.03970545,4000,4000,0,0,0,1
12428000,12428000,1310988,1310988,-1.0652631e-05,-1.3848431e-05,-1.9174777e-05,-0.0007852981,0.00062249316,-0.039566584,4000,4000,0,0,0,1
12928000,12928000,1310988,1310988,4.261059e-06,-3.1957925e-06,3.1957943e-06,-0.00081402867,0.00056982075,-0.039705448,4000,4000,0,0,0,1
13428000,13428000,1310988,1310988,-1.704421e-05,-2.7696879e-05,-1.3848462e-05,-0.0007422026,0.0006655889,-0.039729387,4000,4000,0,0,0,1
13928000,13928000,1310988,1310988,-7.4568607e-06,-3.089267e-05,-2.13051e-06,-0.0008044519,0.00081881776,-0.039609674,4000,4000,0,0,0,1
14428000,14428000,1310988,1310988,-4.261061e-06,-3.1957938e-05,-1.0652703e-06,-0.0008810663,0.0007565685,-0.039700653,4000,4000,0,0,0,1
14928000,14928000,1310988,1310988,5.326325e-06,-1.5978967e-05,-8.3169695e-12,-0.00058897375,0.0007613569,-0.039705448,4000,4000,0,0,0,1
15428000,15428000,1310988,1310988,3.195793e-06,-1.7044234e-05,8.522118e-06,-0.00063685764,0.00062728155,-0.039777268,4000,4000,0,0,0,1
15928000,15928000,1310988,1310988,-4.26105e-06,-2.6631613e-05,5.3263266e-06,-0.00068953016,0.00059376284,-0.03955222,4000,4000,0,0,0,1
16428000,16428000,1310988,1310988,-1.1717921e-05,-1.9174753e-05,8.522118e-06,-0.00064643443,0.00063206995,-0.039557006,4000,4000,0,0,0,1
16928000,16928000,1310988,1310988,-4.2610577e-06,-1.171791e-05,1.1717912e-05,-0.00071826053,0.00062249316,-0.03964798,4000,4000,0,0,0,1
17428000,17428000,1310988,1310988,5.326324e-06,-1.81095e-05,1.0652701e-06,-0.00066079973,0.0006129164,-0.03980121,4000,4000,0,0,0,1
17928000,17928000,1310988,1310988,-1.0652363e-06,-1.8109507e-05,-1.7044229e-05,-0.0006512228,0.00052193674,-0.039753333,4000,4000,0,0,0,1
18428000,18428000,1310988,1310988,-4.261055e-06,-2.3435823e-05,-3.1957823e-06,-0.0006943185,0.0005554555,-0.039671928,4000,4000,0,0,0,1
18928000,18928000,1310988,1310988,-9.587373e-06,-2.4501083e-05,-8.52213e-06,-0.00068953016,0.0006608005,-0.03963841,4000,4000,0,0,0,1
19428000,19428000,1310988,1310988,0.0007787081,0.0006178535,0.00011398537,-0.00032082302,4.7891285e-06,-0.04152025,4000,4000,0,0,0,1
19928000,19928000,1310988,1310988,-0.0005720472,-0.00068176916,-9.587711e-06,-0.00022984337,0.00021069053,-0.043555323,4000,4000,0,0,0,1
20428000,20428000,1310988,1310988,-0.00021411815,-0.00018109502,-1.1717651e-05,-0.0003926491,0.00045011067,-0.040313575,4000,4000,0,0,0,1
20928000,20928000,1310988,1310988,2.127728e-11,-3.195794e-05,-9.587365e-06,-0.0005410896,0.0005793976,-0.04000711,4000,4000,0,0,0,1
21428000,21428000,1310988,1310988,6.924221e-05,3.8349506e-05,-1.9174731e-05,-0.00073741423,0.00072304974,-0.039614465,4000,4000,0,0,0,1
21928000,21928000,1310988,1310988,5.752429e-05,1.1717875e-05,3.1958389e-06,-0.0009624692,0.0009097974,-0.039149992,4000,4000,0,0,0,1
22428000,22428000,1310988,1310988,4.048005e-05,7.4568457e-06,-7.4568616e-06,-0.0008188171,0.0006943192,-0.038948882,4000,4000,0,0,0,1
22928000,22928000,1310988,1310988,8.522121e-06,1.38484365e-05,-2.130533e-06,-0.00071347214,0.00073741487,-0.036444545,4000,4000,0,0,0,1
23428000,23428000,1310988,1310988,1.597897e-05,-5.116168e-13,-3.1957882e-06,-0.00063685764,0.0007422033,-0.039978385,4000,4000,0,0,0,1
23928000,23928000,1310988,1310988,-5.3263275e-06,-1.8109498e-05,-9.58738e-06,-0.0007422026,0.0006655889,-0.03931758,4000,4000,0,0,0,1
24428000,24428000,1310988,1310988,-9.480844e-05,-0.00010652655,-1.491367e-05,-0.00064164604,0.0005937628,-0.039236177,4000,4000,0,0,0,1
24928000,24928000,1310988,1310988,-4.2610727e-06,-5.6459005e-05,2.0240077e-05,-0.00064643443,0.00058897445,-0.039413355,4000,4000,0,0,0,1
25428000,25428000,1310988,1310988,3.215234e-12,-1.1717911e-05,-5.3263225e-06,-0.00057939684,0.0006368584,-0.03940857,4000,4000,0,0,0,1
25928000,25928000,1310988,1310988,9.587372e-06,-3.4088473e-05,2.1305316e-06,-0.00065601134,0.00069431926,-0.03942293,4000,4000,0,0,0,1
26428000,26428000,1310988,1310988,3.5153735e-05,-2.1305286e-05,1.5893457e-11,-0.0007613562,0.0005889744,-0.039231393,4000,4000,0,0,0,1
26928000,26928000,1310988,1310988,-1.5978969e-05,2.1305248e-06,4.1980755e-12,-0.0007565678,0.0008475482,-0.03946602,4000,4000,0,0,0,1
27428000,27428000,1310988,1310988,-2.7696877e-05,-3.5153735e-05,2.130492e-06,-0.00057939684,0.0006655888,-0.039614465,4000,4000,0,0,0,1
27928000,27928000,1310988,1310988,1.0652643e-05,-1.4913708e-05,-2.1305177e-06,-0.0007422026,0.0007757221,-0.039513916,4000,4000,0,0,0,1
28428000,28428000,1310988,1310988,-1.5978978e-05,-5.7524285e-05,5.3262756e-06,-0.0007948751,0.0006751657,-0.039308008,4000,4000,0,0,0,1
28928000,28928000,1310988,1310988,1.7044229e-05,-2.1305292e-05,5.326336e-06,-0.00069910695,0.0006943192,-0.039384622,4000,4000,0,0,0,1
29428000,29428000,1310988,1310988,1.3239185e-12,-3.7284255e-05,7.4568484e-06,-0.0007613562,0.0007996642,-0.039509118,4000,4000,0,0,0,1
29928000,29928000,1310988,1310988,-1.0652643e-05,-2.4501087e-05,-1.0652573e-06,-0.0008571242,0.0007900874,-0.03953306,4000,4000,0,0,0,1
30428000,30428000,1310988,1310988,2.1305289e-06,6.391588e-06,-2.1305286e-06,-0.000746991,0.00069431926,-0.039293647,4000,4000,0,0,0,1
30928000,30928000,1310988,1310988,-2.7696871e-05,-2.7696882e-05,3.1957861e-06,-0.00077572133,0.00056503236,-0.039552223,4000,4000,0,0,0,1
31428000,31428000,1310988,1310988,7.4568356e-06,-1.1717908e-05,1.917477e-05,-0.00083797064,0.0006512236,-0.03964798,4000,4000,0,0,0,1
31928000,31928000,1310988,1310988,-3.1957998e-06,-2.2370556e-05,2.1305384e-06,-0.00072783744,0.0006799541,-0.03937026,4000,4000,0,0,0,1
32428000,32428000,1310988,1310988,1.1717911e-05,-2.1305218e-06,2.1305375e-06,-0.0007900867,0.0005458787,-0.0393511,4000,4000,0,0,0,1
32928000,32928000,1310988,1310988,-9.587381e-06,-6.391587e-06,3.195792e-06,-0.0008044519,0.00045968744,-0.039451662,4000,4000,0,0,0,1
33428000,33428000,1310988,1310988,-1.8109506e-05,-2.024003e-05,1.0652626e-05,-0.00071826053,0.00052672497,-0.030928303,4000,4000,0,0,0,1
33928000,33928000,1310988,1310988,2.4501074e-05,2.5566362e-05,-1.2887544e-11,-0.0008140287,0.0005554555,-0.041256882,4000,4000,0,0,0,1
34428000,34428000,1310988,1310988,-5.32632e-06,2.9827408e-05,-3.195799e-06,-0.0008044519,0.0005793976,-0.039394196,4000,4000,0,0,0,1
34928000,34928000,1310988,1310988,-1.8109517e-05,-2.3435812e-05,-3.1957732e-06,-0.0007948751,0.0006512236,-0.039398983,4000,4000,0,0,0,1
35428000,35428000,1310988,1310988,-1.7305527e-11,-5.11327e-05,-1.0652792e-06,-0.0007805097,0.00057939754,-0.039595313,4000,4000,0,0,0,1
35928000,35928000,1310988,1310988,-1.5978969e-05,-1.0652666e-06,-2.1305282e-06,-0.0008810663,0.00060333963,-0.039566584,4000,4000,0,0,0,1
36428000,36428000,1310988,1310988,-1.9174773e-05,1.4913694e-05,4.261047e-06,-0.00070868374,0.0007038961,-0.03938941,4000,4000,0,0,0,1
36928000,36928000,1310988,1310988,-3.1957927e-05,-2.876215e-05,6.3916154e-06,-0.00068953016,0.00065601204,-0.039494753,4000,4000,0,0,0,1
