timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
3264000,0.0,0.0,6.286852e-05,0.0,1.0,0.0,0.0,3.143426e-05,0.0,0.0,-0.001,0,0
3272000,0.0,0.0,7.220278e-05,0.0,1.0,0.0,0.0,3.610139e-05,0.0,0.0,-0.001,0,0
3312000,0.0,-0.0,1.622617,0.0,0.6885501,0.0,0.0,0.72518885,0.0,0.0,-0.001,0,0
3360000,0.0,-0.0,1.6226314,0.0,0.68854487,0.0,0.0,0.7251938,0.0,0.0,-0.001,0,0
3408000,0.0,-0.0,1.6225909,0.0,0.6885596,0.0,0.0,0.72517973,0.0,0.0,-0.001,0,0
3456000,0.0,-0.0,1.6225743,0.0,0.68856555,0.0,0.0,0.7251742,0.0,0.0,-0.001,0,0
3512000,0.0,-0.0,1.617953,0.0,0.69023937,0.0,0.0,0.7235811,0.0,0.0,-0.001,0,0
3560000,0.0,-0.0,1.618157,0.0,0.6901656,0.0,0.0,0.72365147,0.0,0.0,-0.001,0,0
3616000,0.0,-0.0,1.6186624,0.0,0.6899827,0.0,0.0,0.7238259,0.0,0.0,-0.001,0,0
3656000,0.0,-0.0,1.6191053,0.0,0.6898224,0.0,0.0,0.72397864,0.0,0.0,-0.001,0,0
3712000,0.0,-0.0,1.6197098,0.0,0.6896035,0.0,0.0,0.72418714,0.0,0.0,-0.001,0,0
3760000,0.0,-0.0,1.620181,0.0,0.6894329,0.0,0.0,0.72434956,0.0,0.0,-0.001,0,0
3808000,0.0,-0.0,1.6206886,0.0,0.68924904,0.0,0.0,0.7245245,0.0,0.0,-0.001,0,0
3856000,0.0,-0.0,1.6211177,0.0,0.6890936,0.0,0.0,0.7246724,0.0,0.0,-0.001,0,0
3912000,0.0,-0.0,1.6215913,0.0,0.6889219,0.0,0.0,0.7248356,0.0,0.0,-0.001,0,0
3960000,0.0,-0.0,1.6220645,0.0,0.68875045,0.0,0.0,0.7249985,0.0,0.0,-0.001,0,0
4008000,0.0,-0.0,1.6222707,0.0,0.68867564,0.0,0.0,0.72506964,0.0,0.0,-0.001,0,0
4064000,0.0,-0.0,1.622174,0.0,0.6887107,0.0,0.0,0.72503626,0.0,0.0,-0.001,0,0
4112000,0.0,-0.0,1.6218915,0.0,0.68881315,0.0,0.0,0.724939,0.0,0.0,-0.001,0,0
4160000,0.0,-0.0,1.6216838,0.0,0.68888843,0.0,0.0,0.7248674,0.0,0.0,-0.001,0,0
4208000,0.0,-0.0,1.6220796,0.0,0.68874496,0.0,0.0,0.7250037,0.0,0.0,-0.001,0,0
4256000,0.0,-0.0,1.6230712,0.0,0.68838537,0.0,0.0,0.7253452,0.0,0.0,-0.001,0,0
4312000,0.0,-0.0,1.6241304,0.0,0.6880012,0.0,0.0,0.72570956,0.0,0.0,-0.001,0,0
4360000,0.0,-0.0,1.624905,0.0,0.68772006,0.0,0.0,0.72597593,0.0,0.0,-0.001,0,0
4416000,0.0,-0.0,1.6254836,0.0,0.68750995,0.0,0.0,0.726175,0.0,0.0,-0.001,0,0
4464000,0.0,-0.0,1.6257727,0.0,0.687405,0.0,0.0,0.7262743,0.0,0.0,-0.001,0,0
4512000,0.0,-0.0,1.6261053,0.0,0.68728423,0.0,0.0,0.7263886,0.0,0.0,-0.001,0,0
4560000,0.0,-0.0,1.6264778,0.0,0.6871489,0.0,0.0,0.72651666,0.0,0.0,-0.001,0,0
4616000,0.0,-0.0,1.6267936,0.0,0.6870342,0.0,0.0,0.7266251,0.0,0.0,-0.001,0,0
4656000,0.0,-0.0,1.6268201,0.0,0.6870246,0.0,0.0,0.72663414,0.0,0.0,-0.001,0,0
4712000,0.0,-0.0,1.6266087,0.0,0.68710136,0.0,0.0,0.7265616,0.0,0.0,-0.001,0,0
4760000,0.0,-0.0,1.6263978,0.0,0.68717796,0.0,0.0,0.7264891,0.0,0.0,-0.001,0,0
4816000,0.0,-0.0,1.6261361,0.0,0.687273,0.0,0.0,0.7263992,0.0,0.0,-0.001,0,0
4864000,0.0,-0.0,1.6260096,0.0,0.687319,0.0,0.0,0.72635573,0.0,0.0,-0.001,0,0
4912000,0.0,-0.0,1.626086,0.0,0.68729126,0.0,0.0,0.7263819,0.0,0.0,-0.001,0,0
4960000,0.0,-0.0,1.6264207,0.0,0.6871697,0.0,0.0,0.726497,0.0,0.0,-0.001,0,0
5008000,0.0,-0.0,1.626919,0.0,0.68698865,0.0,0.0,0.7266682,0.0,0.0,-0.001,0,0
5056000,0.0,-0.0,1.627284,0.0,0.686856,0.0,0.0,0.7267935,0.0,0.0,-0.001,0,0
5112000,0.0,-0.0,1.6275246,0.0,0.6867686,0.0,0.0,0.7268761,0.0,0.0,-0.001,0,0
5160000,0.0,-0.0,1.6274815,0.0,0.68678427,0.0,0.0,0.72686136,0.0,0.0,-0.001,0,0
5208000,0.0,-0.0,1.6273668,0.0,0.68682593,0.0,0.0,0.72682196,0.0,0.0,-0.001,0,0
5256000,0.0,-0.0,1.6272516,0.0,0.6868678,0.0,0.0,0.72678244,0.0,0.0,-0.001,0,0
5312000,0.0,-0.0,1.6268742,0.0,0.6870049,0.0,0.0,0.72665274,0.0,0.0,-0.001,0,0
5360000,0.0,-0.0,1.6265337,0.0,0.6871286,0.0,0.0,0.7265359,0.0,0.0,-0.001,0,0
5416000,0.0,-0.0,1.6260593,0.0,0.6873009,0.0,0.0,0.72637284,0.0,0.0,-0.001,0,0
5456000,0.0,-0.0,1.625639,0.0,0.68745357,0.0,0.0,0.72622836,0.0,0.0,-0.001,0,0
5512000,0.0,-0.0,1.6253752,0.0,0.68754935,0.0,0.0,0.7261377,0.0,0.0,-0.001,0,0
5560000,0.0,-0.0,1.6254481,0.0,0.6875229,0.0,0.0,0.7261627,0.0,0.0,-0.001,0,0
5616000,0.0,-0.0,1.6255469,0.0,0.687487,0.0,0.0,0.72619665,0.0,0.0,-0.001,0,0
5656000,0.0,-0.0,1.6255918,0.0,0.68747073,0.0,0.0,0.7262121,0.0,0.0,-0.001,0,0
5712000,0.0,-0.0,1.6257476,0.0,0.68741417,0.0,0.0,0.7262656,0.0,0.0,-0.001,0,0
5760000,0.0,-0.0,1.6259158,0.0,0.6873531,0.0,0.0,0.7263235,0.0,0.0,-0.001,0,0
5808000,0.0,-0.0,1.6259687,0.0,0.6873338,0.0,0.0,0.7263417,0.0,0.0,-0.001,0,0
5856000,0.0,-0.0,1.6258289,0.0,0.6873846,0.0,0.0,0.7262936,0.0,0.0,-0.001,0,0
5912000,0.0,-0.0,1.625594,0.0,0.6874699,0.0,0.0,0.72621286,0.0,0.0,-0.001,0,0
5960000,0.0,-0.0,1.6261022,0.0,0.68728536,0.0,0.0,0.7263875,0.0,0.0,-0.001,0,0
6016000,0.0,-0.0,1.6266948,0.0,0.68707013,0.0,0.0,0.72659117,0.0,0.0,-0.001,0,0
6064000,0.0,-0.0,1.6269815,0.0,0.68696594,0.0,0.0,0.7266896,0.0,0.0,-0.001,0,0
6112000,0.0,-0.0,1.6267054,0.0,0.68706626,0.0,0.0,0.72659475,0.0,0.0,-0.001,0,0
6160000,0.0,-0.0,1.6263679,0.0,0.68718886,0.0,0.0,0.7264788,0.0,0.0,-0.001,0,0
6216000,0.0,-0.0,1.6259718,0.0,0.6873327,0.0,0.0,0.72634274,0.0,0.0,-0.001,0,0
6256000,0.0,-0.0,1.6257635,0.0,0.6874083,0.0,0.0,0.72627115,0.0,0.0,-0.001,0,0
6312000,0.0,-0.0,1.6255127,0.0,0.6874994,0.0,0.0,0.72618496,0.0,0.0,-0.001,0,0
6360000,0.0,-0.0,1.6252311,0.0,0.6876016,0.0,0.0,0.7260882,0.0,0.0,-0.001,0,0
6408000,0.0,-0.0,1.6248208,0.0,0.6877506,0.0,0.0,0.7259471,0.0,0.0,-0.001,0,0
6456000,0.0,-0.0,1.6244398,0.0,0.68788886,0.0,0.0,0.7258161,0.0,0.0,-0.001,0,0
6512000,0.0,-0.0,1.6242529,0.0,0.6879567,0.0,0.0,0.7257518,0.0,0.0,-0.001,0,0
6560000,0.0,-0.0,1.6242882,0.0,0.6879439,0.0,0.0,0.7257639,0.0,0.0,-0.001,0,0
