timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
3264000,-0.0039947433,-0.0045273746,0.000798946,4000,0,-0.21308395,0.15562329,-9.888055,4000,0,0,0,1
3268000,-0.002929478,-0.005592639,0.0010652675,4000,0,-0.20350717,0.18555082,-9.897632,4000,0,0,0,1
3272000,-0.0018642102,-0.0058589564,-0.00026631402,4000,0,-0.19273323,0.22385804,-9.917982,4000,0,0,0,1
3276000,-0.0010652617,-0.003728427,-0.0015978968,4000,0,-0.20231007,0.20829575,-9.937136,4000,0,0,0,1
3280000,0.0013315817,-0.0029294791,-0.0021305264,4000,0,-0.20231007,0.17477691,-9.9467125,4000,0,0,0,1
3284000,0.0005326324,-0.003195793,-0.0023968462,4000,0,-0.20949265,0.16998853,-9.955093,4000,0,0,0,1
3288000,-0.003195797,-0.005060003,-0.0007989528,4000,0,-0.22146368,0.17238271,-9.953894,4000,0,0,0,1
3292000,-0.0042610625,-0.007989484,0.0010652657,4000,0,-0.21667528,0.16639723,-9.927559,4000,0,0,0,1
3296000,-0.0018642131,-0.007723167,0.0010652705,4000,0,-0.21667528,0.18195954,-9.91439,4000,0,0,0,1
3300000,0.00079895096,-0.005060006,-0.00026631102,4000,0,-0.21787238,0.20231025,-9.926363,4000,0,0,0,1
3304000,0.0015978963,-0.00479369,1.3348199e-09,4000,0,-0.21547818,0.21188705,-9.9383335,4000,0,0,0,1
3308000,0.0018642126,-0.007456852,0.00026631507,4000,0,-0.21547818,0.22146386,-9.950302,4000,0,0,0,1
3312000,0.00079894933,-0.009853696,-4.309229e-09,4000,0,-0.22146368,0.21428125,-9.957487,4000,0,0,0,1
3316000,-0.0015979011,-0.008255801,0.0013315731,4000,0,-0.22385788,0.19033922,-9.944317,4000,0,0,0,1
3320000,-0.0021305294,-0.0031957945,0.00053262804,4000,0,-0.20829557,0.17238271,-9.925163,4000,0,0,0,1
3324000,-0.00026631495,-0.00213053,-0.0007989473,4000,0,-0.21667528,0.18794502,-9.920377,4000,0,0,0,1
3328000,0.0010652624,-0.005858955,0.0007989496,4000,0,-0.22744915,0.21308415,-9.928757,4000,0,0,0,1
3332000,0.0010652641,-0.007456852,0.0013315801,4000,0,-0.21308395,0.19752185,-9.958684,4000,0,0,0,1
3336000,-0.0007989474,-0.0053263227,0.00053262827,4000,0,-0.20111297,0.19393054,-9.970654,4000,0,0,0,1
3340000,-0.0034621118,-0.002929478,0.0015978914,4000,0,-0.19033906,0.23822328,-9.935939,4000,0,0,0,1
3344000,-0.0021305287,-0.002929478,0.00079894974,4000,0,-0.19632454,0.24660295,-9.92277,4000,0,0,0,1
